bill_id,account_id,adjustment_id,adjustment_type_cd,amount
534329,302248,834,CR,-23.78
537895,302487,835,PROMO,-45.29
505746,300377,836,DR,24.32
536450,302385,837,WRITE_OFF,34.86
519006,301239,838,DR,30.23
524297,301582,839,PROMO,-78.6
503435,300230,840,PROMO,-10.36
524253,301578,841,CR,-26.61
502279,300149,842,CR,-76.58
520894,301359,843,PROMO,-26.57
522294,301451,844,DR,75.97
520515,301336,845,CR,-33.59
534795,302277,846,WRITE_OFF,36.57
516262,301061,847,PROMO,-6.07
503915,300260,848,DR,74.67
509277,300607,849,CR,-34.37
506458,300423,850,PROMO,-85.31
516613,301081,851,CR,-49.4
504720,300312,852,CR,-15.72
502491,300164,853,CR,-25.64
514437,300938,854,PROMO,-11.89
527879,301821,855,CR,-51.64
501658,300109,856,CR,-87.1
500868,300058,857,CR,-62.78
532799,302150,858,PROMO,-70.21
534469,302256,859,CR,-83.16
530826,302019,860,PROMO,-2.2
505626,300368,861,DR,9.74
509501,300623,862,CR,-34.1
508200,300533,863,PROMO,-16.16
531015,302032,864,PROMO,-57.46
508361,300545,865,DR,72.57
525202,301639,866,DR,82.44
527717,301809,867,DR,84.61
523560,301534,868,PROMO,-16.87
538207,300725,869,CR,-60.37
511284,300739,870,PROMO,-10.89
525136,301634,871,PROMO,-37.4
538084,302500,872,CR,-27.24
536347,302379,873,CR,-75.77
524068,301566,874,WRITE_OFF,52.49
526358,301719,875,CR,-57.82
508084,300527,876,CR,-16.45
507886,300513,877,PROMO,-53.57
516483,301073,878,WRITE_OFF,89.62
524546,301597,879,CR,-22.35
505698,300374,880,WRITE_OFF,74.33
526424,301725,881,CR,-28.34
521841,301418,882,CR,-60.63
527070,301767,883,CR,-47.66
515882,301035,884,PROMO,-54.12
528807,301886,885,PROMO,-73.0
515169,300985,886,CR,-12.15
534848,302281,887,DR,70.98
533303,302185,888,WRITE_OFF,56.52
529169,301908,889,CR,-42.34
504647,300308,890,PROMO,-4.86
533110,302173,891,CR,-34.57
503275,300220,892,PROMO,-2.97
524959,301624,893,DR,80.29
522510,301464,894,PROMO,-14.28
535861,302348,895,CR,-12.27
532260,302116,896,PROMO,-4.69
524696,301606,897,CR,-81.55
519620,301276,898,WRITE_OFF,60.18
515060,300979,899,DR,59.65
504533,300301,900,CR,-82.33
517577,301143,901,DR,23.59
538061,302499,902,CR,-73.03
524782,301612,903,CR,-35.88
500873,300058,904,CR,-27.72
506922,300451,905,DR,81.73
518858,301228,906,CR,-78.88
529955,301964,907,CR,-76.05
535703,302337,908,PROMO,-45.84
517777,301155,909,DR,69.11
531894,302088,910,CR,-11.9
520401,301329,911,CR,-81.03
500431,300032,912,CR,-4.2
519385,301262,913,PROMO,-11.2
516997,301108,914,CR,-37.77
519981,301302,915,DR,34.95
501587,300103,916,WRITE_OFF,7.83
501404,300093,917,PROMO,-5.84
531509,302064,918,PROMO,-75.97
525846,301687,919,CR,-26.8
510794,300707,920,DR,61.67
514928,300971,921,CR,-35.63
522232,301444,922,CR,-7.19
531265,302049,923,DR,67.43
535309,302312,924,PROMO,-53.03
530244,301983,925,DR,86.12
518564,301208,926,DR,9.68
522037,301430,927,PROMO,-55.89
501669,300110,928,PROMO,-28.25
523217,301513,929,CR,-88.77
501790,300119,930,DR,75.84
533513,302198,931,CR,-5.11
515401,301000,932,DR,42.84
517943,301166,933,PROMO,-73.34
512433,300813,934,CR,-65.65
520458,301332,935,DR,37.39
507808,300508,936,PROMO,-46.11
511332,300742,937,CR,-29.09
534393,302251,938,DR,41.48
525416,301653,939,DR,4.28
533724,302210,940,CR,-6.18
536603,302395,941,CR,-18.02
526002,301698,942,DR,49.72
511194,300734,943,DR,30.38
508553,300559,944,CR,-74.29
511117,300728,945,DR,57.32
532647,302142,946,DR,29.52
536997,302427,947,CR,-20.2
506391,300418,948,DR,81.88
528342,301854,949,PROMO,-53.35
512845,300838,950,DR,62.86
532946,302160,951,PROMO,-32.0
531020,302033,952,DR,86.29
526914,301756,953,WRITE_OFF,76.24
526160,301706,954,PROMO,-17.54
538164,301766,955,CR,-34.59
529913,301961,956,PROMO,-25.73
528315,301852,957,DR,42.11
531169,302041,958,CR,-10.58
520328,301324,959,PROMO,-23.49
521705,301409,960,CR,-10.0
500317,300023,961,CR,-38.26
531459,302060,962,DR,20.13
503732,300249,963,CR,-67.86
521894,301421,964,CR,-3.93
517064,301112,965,PROMO,-36.75
517934,301165,966,DR,27.77
533409,302192,967,DR,33.92
536908,302419,968,PROMO,-66.27
505852,300383,969,WRITE_OFF,84.89
528625,301872,970,PROMO,-83.1
528176,301844,971,DR,29.77
520023,301305,972,DR,59.25
509227,300604,973,PROMO,-39.14
508685,300568,974,PROMO,-23.2
518343,301194,975,PROMO,-63.44
527714,301809,976,PROMO,-52.95
501935,300127,977,CR,-17.22
505120,300336,978,PROMO,-38.33
535063,302295,979,DR,13.79
532653,302142,980,PROMO,-20.65
515663,301017,981,DR,87.81
500910,300061,982,PROMO,-6.58
534164,302237,983,CR,-45.74
537600,302467,984,CR,-36.04
508922,300586,985,DR,12.91
518554,301208,986,CR,-85.8
504807,300318,987,PROMO,-44.86
518639,301213,988,PROMO,-71.95
512404,300811,989,WRITE_OFF,85.81
522600,301471,990,CR,-19.12
504213,300279,991,DR,2.89
507434,300485,992,PROMO,-48.85
524065,301566,993,CR,-68.57
520762,301351,994,DR,4.59
527311,301784,995,DR,55.48
537367,302451,996,PROMO,-43.07
535486,302322,997,PROMO,-17.65
534198,302239,998,CR,-7.1
531842,302085,999,DR,31.19
526261,301712,1000,CR,-46.88
535819,302345,1001,DR,48.06
501981,300130,1002,DR,50.22
529381,301922,1003,PROMO,-13.38
512904,300841,1004,CR,-41.07
513059,300851,1005,PROMO,-13.95
533827,302217,1006,CR,-4.32
507397,300483,1007,CR,-74.58
501314,300088,1008,CR,-53.81
514811,300962,1009,CR,-23.87
508482,300555,1010,WRITE_OFF,16.4
503855,300256,1011,CR,-30.4
507518,300489,1012,DR,51.52
516793,301094,1013,PROMO,-16.63
509986,300656,1014,CR,-73.16
527809,301816,1015,DR,14.72
519004,301239,1016,CR,-2.96
506968,300453,1017,CR,-41.81
520055,301307,1018,PROMO,-40.08
518796,301222,1019,CR,-59.82
520219,301317,1020,PROMO,-31.24
515469,301004,1021,CR,-84.65
518810,301223,1022,CR,-52.33
510407,300681,1023,DR,59.42
501315,300088,1024,DR,75.3
520978,301363,1025,DR,48.26
506919,300451,1026,CR,-40.52
512233,300798,1027,CR,-50.74
527025,301765,1028,PROMO,-66.95
522291,301450,1029,WRITE_OFF,56.97
535838,302347,1030,DR,45.96
521645,301406,1031,CR,-73.18
514342,300932,1032,DR,22.74
507028,300457,1033,PROMO,-73.33
515125,300982,1034,DR,48.47
519077,301244,1035,CR,-61.8
504105,300272,1036,PROMO,-78.74
515209,300987,1037,CR,-43.46
514271,300928,1038,PROMO,-33.25
500047,300004,1039,DR,82.76
501943,300128,1040,PROMO,-15.53
512501,300816,1041,CR,-65.56
532014,302095,1042,CR,-5.74
503587,300239,1043,DR,61.28
527262,301780,1044,DR,12.49
512503,300816,1045,CR,-63.61
509371,300612,1046,PROMO,-76.46
507949,300518,1047,WRITE_OFF,25.32
531296,302051,1048,PROMO,-66.67
533211,302179,1049,DR,77.43
517081,301113,1050,DR,3.77
526720,301743,1051,WRITE_OFF,60.71
513472,300877,1052,DR,43.82
509555,300626,1053,CR,-13.66
518845,301226,1054,PROMO,-28.52
508118,300528,1055,DR,6.8
533607,302203,1056,DR,8.89
535155,302302,1057,CR,-83.03
523847,301553,1058,PROMO,-76.6
507621,300495,1059,PROMO,-68.0
524282,301580,1060,PROMO,-22.4
528296,301851,1061,WRITE_OFF,82.9
533336,302188,1062,CR,-59.14
534550,302261,1063,DR,11.4
518805,301223,1064,DR,19.64
524169,301574,1065,CR,-34.84
517686,301149,1066,CR,-15.76
533302,302185,1067,CR,-8.86
522175,301440,1068,DR,87.96
531369,302055,1069,WRITE_OFF,45.86
526331,301718,1070,CR,-40.38
508155,300531,1071,DR,21.31
509031,300593,1072,CR,-50.57
510866,300713,1073,PROMO,-47.23
507286,300476,1074,DR,29.23
528553,301867,1075,PROMO,-30.55
519678,301280,1076,WRITE_OFF,78.87
518440,301201,1077,WRITE_OFF,49.96
502198,300144,1078,PROMO,-48.79
531034,302033,1079,DR,81.04
511461,300750,1080,CR,-57.14
524049,301565,1081,WRITE_OFF,82.52
517840,301159,1082,CR,-70.77
507251,300474,1083,CR,-50.69
536721,302405,1084,WRITE_OFF,83.68
513188,300860,1085,CR,-39.69
515318,300995,1086,DR,77.33
502249,300148,1087,WRITE_OFF,40.68
516737,301090,1088,DR,83.09
528131,301841,1089,DR,14.71
500125,300008,1090,CR,-72.5
512207,300796,1091,CR,-17.55
532636,302141,1092,DR,57.98
510543,300691,1093,CR,-7.37
505911,300387,1094,WRITE_OFF,10.95
527178,301773,1095,CR,-78.98
537833,302483,1096,PROMO,-14.25
501837,300122,1097,CR,-74.83
529986,301966,1098,DR,38.08
514315,300931,1099,PROMO,-27.06
504672,300309,1100,CR,-78.36
518682,301216,1101,CR,-24.05
504859,300321,1102,DR,21.75
526204,301709,1103,CR,-17.62
515188,300986,1104,PROMO,-35.52
534875,302283,1105,PROMO,-62.0
515624,301014,1106,PROMO,-56.4
503016,300199,1107,DR,37.91
510241,300671,1108,CR,-58.27
512000,300782,1109,DR,43.26
500458,300033,1110,PROMO,-27.08
523059,301502,1111,DR,79.91
519724,301286,1112,CR,-23.6
512616,300824,1113,WRITE_OFF,32.17
519515,301270,1114,DR,85.52
521598,301403,1115,WRITE_OFF,44.27
503233,300217,1116,CR,-36.68
529091,301904,1117,PROMO,-40.09
536436,302385,1118,CR,-60.97
530927,302026,1119,CR,-82.31
529562,301935,1120,CR,-71.98
535454,302320,1121,PROMO,-15.88
523249,301515,1122,CR,-25.06
532126,302103,1123,CR,-24.83
535080,302296,1124,PROMO,-54.15
500725,300050,1125,PROMO,-14.8
527341,301786,1126,CR,-78.86
505540,300364,1127,CR,-65.62
508393,300549,1128,DR,44.99
505543,300364,1129,CR,-25.88
508022,300523,1130,PROMO,-27.94
523076,301503,1131,CR,-69.71
521521,301397,1132,WRITE_OFF,21.11
511303,300740,1133,PROMO,-28.78
518324,301193,1134,DR,68.04
531305,302051,1135,DR,12.05
518230,301188,1136,DR,42.92
524139,301571,1137,CR,-82.25
519651,301279,1138,CR,-12.17
518604,301211,1139,PROMO,-39.87
502672,300179,1140,CR,-54.84
536142,302368,1141,PROMO,-53.2
533349,302189,1142,CR,-71.49
509496,300622,1143,DR,79.54
506132,300402,1144,PROMO,-85.72
512327,300806,1145,WRITE_OFF,74.72
512361,300808,1146,DR,33.35
520506,301335,1147,DR,14.49
531753,302079,1148,CR,-57.72
530019,301968,1149,CR,-30.26
509920,300652,1150,PROMO,-42.12
515134,300983,1151,CR,-43.55
529915,301961,1152,DR,18.22
522996,301498,1153,WRITE_OFF,56.16
500120,300008,1154,PROMO,-36.45
523904,301556,1155,PROMO,-61.11
528421,301859,1156,DR,30.86
527518,301796,1157,PROMO,-71.95
526037,301700,1158,PROMO,-10.15
513547,300883,1159,DR,18.48
523062,301503,1160,WRITE_OFF,58.19
502185,300144,1161,PROMO,-55.16
519328,301259,1162,CR,-86.44
522967,301496,1163,CR,-21.3
505196,300340,1164,CR,-55.04
501521,300100,1165,CR,-72.77
512415,300811,1166,CR,-48.33
512739,300831,1167,CR,-58.42
508894,300583,1168,DR,70.49
516749,301091,1169,CR,-49.6
524704,301606,1170,DR,77.68
507965,300519,1171,PROMO,-46.36
527427,301791,1172,DR,82.41
510013,300657,1173,WRITE_OFF,37.93
503762,300250,1174,CR,-9.04
521229,301379,1175,CR,-66.86
528098,301838,1176,CR,-63.02
526233,301710,1177,PROMO,-77.24
505507,300361,1178,PROMO,-51.76
511597,300758,1179,DR,34.91
505693,300373,1180,CR,-71.19
531597,302070,1181,DR,58.52
507580,300493,1182,PROMO,-85.06
507693,300502,1183,CR,-16.75
512456,300814,1184,CR,-15.9
535704,302337,1185,CR,-26.02
531331,302053,1186,CR,-26.2
515461,301003,1187,DR,28.65
521560,301399,1188,PROMO,-14.11
535243,302308,1189,CR,-48.38
521161,301374,1190,PROMO,-15.06
506184,300405,1191,CR,-31.95
520942,301361,1192,CR,-74.5
525872,301688,1193,DR,71.21
511527,300754,1194,CR,-7.13
534720,302272,1195,DR,2.15
526206,301709,1196,PROMO,-25.88
518148,301182,1197,PROMO,-38.31
529192,301910,1198,PROMO,-79.78
502466,300163,1199,PROMO,-8.19
504594,300304,1200,CR,-54.7
504307,300286,1201,CR,-73.51
517148,301117,1202,WRITE_OFF,70.11
529150,301907,1203,PROMO,-31.32
530351,301990,1204,CR,-60.37
513267,300864,1205,PROMO,-41.9
515076,300980,1206,PROMO,-75.46
505410,300354,1207,WRITE_OFF,21.2
515400,301000,1208,DR,87.51
503125,300208,1209,WRITE_OFF,64.1
510370,300679,1210,DR,87.62
505886,300385,1211,CR,-50.91
537275,302445,1212,PROMO,-37.79
536741,302406,1213,PROMO,-49.77
503174,300211,1214,CR,-76.94
532871,302155,1215,CR,-47.43
538204,302091,1216,PROMO,-39.85
518772,301221,1217,CR,-66.22
522792,301485,1218,PROMO,-38.11
514015,300913,1219,PROMO,-80.73
510690,300700,1220,WRITE_OFF,36.65
535487,302322,1221,CR,-26.38
514045,300914,1222,DR,12.95
507200,300471,1223,DR,55.37
508486,300555,1224,DR,27.26
503238,300217,1225,DR,57.92
529402,301925,1226,CR,-43.35
523078,301503,1227,DR,30.68
521090,301370,1228,DR,60.81
503361,300226,1229,PROMO,-67.45
535898,302350,1230,CR,-59.19
528950,301896,1231,DR,80.02
514880,300968,1232,CR,-21.03
538277,301101,1233,PROMO,-84.96
526863,301753,1234,CR,-59.78
523447,301527,1235,CR,-37.93
500547,300039,1236,DR,60.52
526158,301706,1237,CR,-88.23
522947,301495,1238,PROMO,-52.17
526721,301743,1239,CR,-55.18
513166,300859,1240,CR,-52.61
531854,302086,1241,PROMO,-45.24
537242,302443,1242,CR,-25.12
512647,300826,1243,PROMO,-58.09
525830,301685,1244,DR,73.72
537992,302494,1245,CR,-21.99
504556,300302,1246,DR,30.38
515158,300984,1247,WRITE_OFF,69.46
526625,301737,1248,DR,47.32
509612,300630,1249,DR,8.71
534525,302259,1250,DR,81.22
535186,302305,1251,WRITE_OFF,9.52
500821,300055,1252,DR,83.69
537122,302435,1253,PROMO,-76.45
511220,300735,1254,PROMO,-22.13
517559,301142,1255,CR,-35.33
518186,301184,1256,CR,-42.91
515393,300999,1257,DR,80.51
530342,301990,1258,DR,59.45
531284,302050,1259,DR,31.25
532830,302152,1260,CR,-26.14
527144,301771,1261,WRITE_OFF,27.4
506378,300418,1262,CR,-23.66
501261,300085,1263,CR,-89.29
500687,300048,1264,PROMO,-60.12
511382,300746,1265,CR,-84.93
537653,302470,1266,WRITE_OFF,9.39
501253,300082,1267,PROMO,-74.22
519437,301265,1268,PROMO,-15.5
523184,301511,1269,CR,-51.72
533587,302202,1270,DR,64.25
500763,300052,1271,DR,53.37
503323,300223,1272,DR,67.73
527946,301826,1273,WRITE_OFF,72.26
529300,301916,1274,CR,-10.96
510637,300697,1275,DR,59.27
523392,301524,1276,DR,25.45
505929,300388,1277,PROMO,-82.98
516609,301081,1278,DR,60.14
517898,301163,1279,CR,-48.54
529253,301913,1280,DR,12.68
514452,300939,1281,DR,16.22
518070,301178,1282,CR,-78.56
521378,301387,1283,CR,-49.95
517600,301144,1284,WRITE_OFF,49.19
529276,301914,1285,CR,-81.87
511928,300778,1286,DR,22.73
537160,302437,1287,CR,-16.2
531409,302057,1288,CR,-9.6
517274,301125,1289,DR,61.48
508645,300566,1290,PROMO,-82.92
528276,301850,1291,PROMO,-55.87
532174,302109,1292,PROMO,-58.72
507932,300516,1293,PROMO,-10.65
528794,301885,1294,PROMO,-55.98
518973,301237,1295,DR,71.47
518611,301211,1296,DR,81.51
532709,302145,1297,CR,-11.56
520691,301346,1298,PROMO,-17.63
520587,301341,1299,WRITE_OFF,83.98
510539,300691,1300,DR,26.62
508188,300533,1301,CR,-81.63
508904,300584,1302,CR,-50.88
504755,300314,1303,CR,-57.52
529929,301963,1304,DR,36.1
525258,301642,1305,CR,-45.97
531940,302091,1306,PROMO,-33.08
535777,302341,1307,DR,17.67
504210,300279,1308,PROMO,-54.17
511203,300734,1309,CR,-60.92
522932,301493,1310,CR,-61.97
508962,300588,1311,PROMO,-39.13
511843,300773,1312,PROMO,-75.65
524776,301611,1313,PROMO,-85.58
501463,300096,1314,DR,30.59
536218,302372,1315,PROMO,-46.02
529668,301943,1316,DR,16.23
522936,301494,1317,DR,51.65
524288,301580,1318,CR,-43.33
500766,300052,1319,DR,25.33
505623,300368,1320,PROMO,-31.31
513594,300885,1321,PROMO,-5.62
518902,301233,1322,CR,-5.54
534436,302254,1323,PROMO,-58.34
509408,300614,1324,WRITE_OFF,57.73
515855,301033,1325,WRITE_OFF,56.05
524684,301605,1326,CR,-75.04
510699,300701,1327,PROMO,-28.73
538287,302082,1328,DR,26.16
515546,301008,1329,CR,-21.26
507692,300502,1330,CR,-49.97
509957,300654,1331,PROMO,-79.62
527662,301805,1332,DR,34.75
502944,300194,1333,CR,-50.52
533611,302204,1334,CR,-30.63
530027,301968,1335,PROMO,-7.68
508328,300542,1336,PROMO,-27.54
500149,300010,1337,CR,-36.51
522796,301486,1338,WRITE_OFF,32.41
519332,301259,1339,PROMO,-17.55
501055,300069,1340,CR,-18.83
537911,302488,1341,DR,42.58
506596,300431,1342,CR,-79.91
502972,300196,1343,CR,-86.95
521608,301404,1344,PROMO,-37.8
522417,301458,1345,WRITE_OFF,57.6
535711,302338,1346,PROMO,-46.87
524706,301606,1347,CR,-75.08
524172,301574,1348,PROMO,-32.61
528083,301837,1349,DR,47.09
526796,301748,1350,CR,-64.77
508355,300544,1351,PROMO,-27.71
524391,301588,1352,CR,-16.13
536553,302391,1353,PROMO,-28.61
515991,301044,1354,CR,-42.2
510159,300666,1355,CR,-65.78
523668,301540,1356,PROMO,-8.79
512980,300846,1357,CR,-85.93
524299,301582,1358,DR,28.98
531809,302083,1359,PROMO,-86.36
511025,300722,1360,PROMO,-37.69
513077,300853,1361,DR,82.92
513839,300903,1362,DR,11.65
503055,300202,1363,CR,-19.3
531167,302041,1364,DR,52.9
508196,300533,1365,PROMO,-52.87
505504,300361,1366,DR,68.79
524653,301603,1367,WRITE_OFF,72.14
511320,300741,1368,CR,-86.11
516559,301078,1369,DR,12.69
517224,301122,1370,DR,25.31
500478,300035,1371,CR,-77.88
515617,301014,1372,CR,-86.78
521001,301365,1373,DR,43.14
536293,302376,1374,PROMO,-88.1
521990,301427,1375,CR,-17.14
506072,300398,1376,CR,-85.04
513777,300900,1377,CR,-76.99
537907,302488,1378,PROMO,-64.3
525090,301632,1379,CR,-38.03
504321,300287,1380,WRITE_OFF,9.64
536307,302377,1381,CR,-33.51
514020,300913,1382,CR,-49.5
523487,301529,1383,CR,-61.34
512304,300804,1384,CR,-37.49
510347,300678,1385,WRITE_OFF,27.27
504496,300298,1386,PROMO,-37.06
504369,300290,1387,DR,76.54
536529,302390,1388,PROMO,-45.94
522047,301431,1389,CR,-82.99
520414,301329,1390,CR,-9.62
513139,300857,1391,PROMO,-46.58
504050,300269,1392,DR,60.88
525087,301631,1393,CR,-86.84
507797,300508,1394,WRITE_OFF,22.71
514865,300966,1395,PROMO,-22.72
513154,300858,1396,CR,-50.89
512763,300832,1397,CR,-57.6
536686,302403,1398,PROMO,-76.17
527736,301810,1399,WRITE_OFF,74.91
529317,301918,1400,DR,11.0
510058,300660,1401,PROMO,-39.38
535968,302356,1402,CR,-64.71
506785,300443,1403,CR,-29.27
525185,301638,1404,WRITE_OFF,88.37
515717,301023,1405,CR,-72.78
512699,300828,1406,CR,-84.8
525442,301655,1407,DR,11.61
521446,301392,1408,CR,-74.24
520989,301364,1409,CR,-89.68
508606,300563,1410,DR,14.5
506071,300398,1411,CR,-54.94
532713,302146,1412,WRITE_OFF,44.85
516280,301062,1413,CR,-38.81
518514,301206,1414,DR,66.29
501720,300113,1415,PROMO,-40.73
536816,302411,1416,CR,-86.04
538248,301614,1417,CR,-16.83
517089,301113,1418,CR,-67.97
517115,301115,1419,CR,-80.46
537422,302454,1420,CR,-68.54
510235,300671,1421,CR,-28.38
506529,300427,1422,WRITE_OFF,84.03
538190,300244,1423,WRITE_OFF,59.49
514639,300950,1424,WRITE_OFF,59.27
505183,300339,1425,CR,-81.86
502909,300193,1426,PROMO,-79.54
506719,300439,1427,PROMO,-58.05
514468,300940,1428,DR,55.42
512324,300806,1429,PROMO,-78.97
519684,301283,1430,WRITE_OFF,8.35
535821,302345,1431,CR,-24.91
524022,301564,1432,CR,-79.09
503379,300227,1433,CR,-89.96
503515,300235,1434,DR,80.41
530176,301978,1435,DR,27.0
517493,301138,1436,CR,-88.29
501343,300089,1437,DR,38.94
506855,300447,1438,CR,-55.63
507888,300513,1439,CR,-53.57
514832,300963,1440,PROMO,-33.07
520619,301342,1441,CR,-62.61
506513,300426,1442,PROMO,-10.5
515554,301008,1443,CR,-62.51
530836,302020,1444,PROMO,-58.91
507247,300473,1445,CR,-9.33
521251,301380,1446,DR,38.19
525774,301679,1447,CR,-37.68
523770,301549,1448,CR,-26.53
534262,302244,1449,CR,-12.01
515710,301023,1450,DR,43.86
517321,301127,1451,CR,-57.99
528213,301846,1452,CR,-4.39
514178,300923,1453,DR,69.91
510249,300671,1454,PROMO,-12.32
500095,300007,1455,CR,-71.04
516628,301083,1456,CR,-8.28
527953,301827,1457,PROMO,-19.64
522139,301437,1458,CR,-75.93
518567,301209,1459,CR,-5.53
505971,300390,1460,CR,-64.77
536160,302369,1461,DR,87.09
504377,300290,1462,CR,-80.06
508913,300584,1463,PROMO,-61.74
505657,300371,1464,CR,-54.0
512341,300807,1465,CR,-20.18
505858,300384,1466,PROMO,-59.04
503185,300212,1467,CR,-81.7
510486,300686,1468,CR,-48.02
533789,302214,1469,CR,-77.28
536786,302410,1470,WRITE_OFF,29.36
503314,300222,1471,PROMO,-29.33
532123,302103,1472,DR,50.32
513799,300901,1473,DR,43.18
513695,300894,1474,CR,-24.42
530315,301988,1475,CR,-26.47
514490,300941,1476,DR,79.23
534697,302269,1477,PROMO,-55.27
514635,300950,1478,PROMO,-11.38
516660,301085,1479,PROMO,-34.65
519253,301255,1480,CR,-21.56
509564,300626,1481,DR,39.18
537235,302443,1482,PROMO,-52.05
505790,300380,1483,DR,31.77
522777,301485,1484,PROMO,-68.69
501759,300117,1485,PROMO,-6.05
526800,301748,1486,CR,-26.09
518072,301178,1487,PROMO,-39.87
507187,300470,1488,DR,82.24
523723,301546,1489,DR,38.13
509906,300651,1490,PROMO,-66.03
522948,301495,1491,PROMO,-21.8
515255,300991,1492,WRITE_OFF,43.64
527604,301802,1493,CR,-80.96
519393,301263,1494,PROMO,-40.13
529536,301934,1495,CR,-82.86
516984,301107,1496,CR,-24.11
536483,302387,1497,CR,-16.46
500078,300006,1498,WRITE_OFF,25.1
522970,301496,1499,CR,-41.79
509290,300608,1500,CR,-12.45
510761,300705,1501,PROMO,-40.24
514133,300919,1502,DR,9.57
519312,301258,1503,DR,25.07
512787,300834,1504,CR,-72.89
519011,301239,1505,CR,-33.75
504596,300304,1506,DR,26.58
531274,302050,1507,CR,-38.68
534220,302242,1508,PROMO,-77.38
528694,301877,1509,CR,-46.1
505024,300330,1510,CR,-62.18
508047,300524,1511,CR,-61.3
534201,302241,1512,WRITE_OFF,81.17
515041,300978,1513,CR,-74.77
526746,301745,1514,CR,-27.33
513263,300864,1515,PROMO,-75.15
507842,300510,1516,PROMO,-14.5
528823,301887,1517,CR,-64.08
515833,301032,1518,CR,-83.72
534816,302278,1519,PROMO,-59.13
503183,300212,1520,PROMO,-67.12
527461,301793,1521,PROMO,-59.7
511690,300763,1522,CR,-49.48
507430,300485,1523,DR,35.65
501138,300074,1524,PROMO,-30.75
516021,301047,1525,CR,-42.81
516338,301065,1526,DR,6.12
525502,301661,1527,PROMO,-74.32
522870,301490,1528,DR,42.52
502471,300163,1529,WRITE_OFF,75.4
511628,300760,1530,PROMO,-45.62
517377,301131,1531,DR,85.59
531201,302046,1532,CR,-73.54
537072,302432,1533,CR,-59.95
508807,300578,1534,PROMO,-10.24
507080,300460,1535,CR,-13.9
524675,301604,1536,DR,6.82
504412,300293,1537,CR,-46.34
533555,302200,1538,DR,76.94
508463,300552,1539,PROMO,-66.71
516083,301051,1540,WRITE_OFF,68.33
518562,301208,1541,DR,43.85
532434,302126,1542,CR,-47.33
537482,302458,1543,DR,43.62
517007,301109,1544,DR,34.37
536615,302395,1545,CR,-62.32
515159,300984,1546,CR,-87.44
527387,301789,1547,CR,-75.54
511163,300732,1548,CR,-15.95
516834,301097,1549,PROMO,-45.67
528440,301860,1550,CR,-41.83
518263,301190,1551,CR,-79.2
528159,301843,1552,PROMO,-59.45
509533,300625,1553,DR,67.63
513681,300892,1554,PROMO,-23.49
536776,302409,1555,CR,-36.58
516552,301078,1556,DR,16.15
508098,300527,1557,WRITE_OFF,6.22
507740,300504,1558,CR,-12.91
500241,300016,1559,PROMO,-39.01
531660,302074,1560,DR,85.13
522725,301482,1561,PROMO,-45.82
535528,302325,1562,DR,68.0
500697,300048,1563,CR,-12.9
528288,301851,1564,WRITE_OFF,63.93
537686,302472,1565,PROMO,-9.25
519176,301249,1566,PROMO,-49.73
511094,300727,1567,PROMO,-78.34
525213,301640,1568,PROMO,-4.86
509746,300638,1569,CR,-28.36
535281,302310,1570,PROMO,-47.18
500144,300009,1571,CR,-77.51
505180,300339,1572,PROMO,-4.55
536288,302376,1573,PROMO,-78.58
510050,300659,1574,CR,-26.69
522259,301447,1575,PROMO,-66.28
531580,302068,1576,CR,-3.98
538138,300068,1577,PROMO,-31.75
500199,300013,1578,DR,66.28
518003,301171,1579,DR,10.49
521144,301373,1580,WRITE_OFF,50.72
530795,302018,1581,CR,-6.04
502919,300193,1582,PROMO,-11.23
520015,301305,1583,DR,44.35
518452,301202,1584,DR,17.88
533772,302213,1585,DR,28.82
512759,300832,1586,CR,-9.44
500516,300037,1587,CR,-64.76
538250,300879,1588,DR,73.46
535713,302338,1589,DR,37.34
532763,302148,1590,PROMO,-67.66
516740,301091,1591,CR,-22.62
512211,300797,1592,CR,-42.82
520583,301340,1593,CR,-5.86
514638,300950,1594,DR,71.04
506525,300427,1595,PROMO,-57.68
500104,300007,1596,DR,26.51
500077,300005,1597,PROMO,-62.64
533413,302193,1598,CR,-56.22
509140,300599,1599,CR,-73.61
516260,301061,1600,CR,-38.78
537232,302442,1601,CR,-82.87
535074,302295,1602,DR,11.29
505897,300386,1603,WRITE_OFF,38.55
509350,300611,1604,CR,-59.8
505053,300332,1605,PROMO,-22.2
516345,301066,1606,CR,-66.98
510254,300672,1607,WRITE_OFF,9.37
515062,300979,1608,CR,-56.85
534460,302255,1609,PROMO,-6.39
533682,302208,1610,DR,8.12
512016,300783,1611,PROMO,-38.76
515254,300991,1612,DR,57.53
510555,300692,1613,DR,32.85
520360,301326,1614,PROMO,-52.78
506869,300448,1615,PROMO,-4.56
527170,301773,1616,CR,-43.78
503778,300251,1617,DR,54.03
527273,301780,1618,CR,-75.98
506187,300405,1619,CR,-79.27
505718,300376,1620,WRITE_OFF,86.26
516062,301050,1621,WRITE_OFF,44.01
529788,301952,1622,DR,84.27
511419,300748,1623,DR,57.38
516026,301048,1624,CR,-40.22
520138,301312,1625,DR,53.13
505144,300337,1626,CR,-23.84
508096,300527,1627,CR,-9.01
506254,300409,1628,CR,-43.66
507800,300508,1629,CR,-43.05
522877,301490,1630,DR,29.86
