bill_id,account_id,billing_month,bill_date,service_amount,tax_amount,adjustment_amount,total_due,load_timestamp
501469,300096,2026-01,2026-01-01,179.99,8.56,4.99,193.54,2026-01-02 00:00:00
501470,300096,2026-02,2026-02-01,179.99,9.48,0.0,189.47,2026-02-01 00:00:00
501471,300096,2026-03,2026-03-01,179.99,6.93,-5.0,181.92,2026-03-02 00:00:00
501472,300096,2026-04,2026-04-01,179.99,12.1,9.99,202.08,2026-04-03 00:00:00
501473,300096,2026-05,2026-05-01,179.99,9.41,-5.0,184.4,2026-05-02 00:00:00
501474,300096,2026-06,2026-06-01,179.99,10.31,4.99,195.29,2026-06-02 00:00:00
501475,300097,2025-01,2025-01-01,129.99,6.87,0.0,136.86,2025-01-03 00:00:00
501476,300097,2025-02,2025-02-01,129.99,7.58,0.0,137.57,2025-02-04 00:00:00
501477,300097,2025-03,2025-03-01,129.99,6.41,0.0,136.4,2025-03-03 00:00:00
501478,300097,2025-04,2025-04-01,129.99,7.76,0.0,137.75,2025-04-03 00:00:00
501479,300097,2025-05,2025-05-01,129.99,5.09,0.0,135.08,2025-05-01 00:00:00
501480,300097,2025-06,2025-06-01,129.99,5.89,9.99,145.87,2025-06-04 00:00:00
501481,300097,2025-07,2025-07-01,129.99,4.76,4.99,139.74,2025-07-02 00:00:00
501482,300097,2025-08,2025-08-01,129.99,5.22,0.0,135.21,2025-08-04 00:00:00
501483,300097,2025-09,2025-09-01,129.99,8.49,0.0,138.48,2025-09-01 00:00:00
501484,300097,2025-10,2025-10-01,129.99,8.94,-5.0,133.93,2025-10-04 00:00:00
501485,300097,2025-11,2025-11-01,129.99,8.59,9.99,148.57,2025-11-03 00:00:00
501486,300097,2025-12,2025-12-01,129.99,4.72,0.0,134.71,2025-12-02 00:00:00
501487,300097,2026-01,2026-01-01,129.99,8.49,4.99,143.47,2026-01-03 00:00:00
501488,300097,2026-02,2026-02-01,129.99,5.22,0.0,135.21,2026-02-02 00:00:00
501489,300097,2026-03,2026-03-01,129.99,9.06,0.0,139.05,2026-03-01 00:00:00
501490,300097,2026-04,2026-04-01,129.99,6.19,0.0,136.18,2026-04-01 00:00:00
501491,300097,2026-05,2026-05-01,129.99,4.76,9.99,144.74,2026-05-02 00:00:00
501492,300097,2026-06,2026-06-01,129.99,9.5,0.0,139.49,2026-06-04 00:00:00
501493,300098,2025-11,2025-11-01,129.99,8.85,9.99,148.83,2025-11-02 00:00:00
501494,300098,2025-12,2025-12-01,129.99,4.86,0.0,134.85,2025-12-02 00:00:00
501495,300098,2026-01,2026-01-01,129.99,6.23,0.0,136.22,2026-01-03 00:00:00
501496,300098,2026-02,2026-02-01,129.99,5.19,0.0,135.18,2026-02-02 00:00:00
501497,300098,2026-03,2026-03-01,129.99,6.18,0.0,136.17,2026-03-02 00:00:00
501498,300098,2026-04,2026-04-01,129.99,7.08,4.99,142.06,2026-04-02 00:00:00
501499,300098,2026-05,2026-05-01,129.99,8.48,-5.0,133.47,2026-05-02 00:00:00
501500,300098,2026-06,2026-06-01,129.99,4.75,0.0,134.74,2026-06-02 00:00:00
501501,300099,2025-01,2025-01-01,179.99,9.69,9.99,199.67,2025-01-02 00:00:00
501502,300099,2025-02,2025-02-01,179.99,7.57,-5.0,182.56,2025-02-02 00:00:00
501503,300099,2025-03,2025-03-01,179.99,13.41,-5.0,188.4,2025-03-01 00:00:00
501504,300099,2025-04,2025-04-01,179.99,10.44,0.0,190.43,2025-04-02 00:00:00
501505,300099,2025-05,2025-05-01,179.99,7.42,0.0,187.41,2025-05-04 00:00:00
501506,300099,2025-06,2025-06-01,179.99,11.07,9.99,201.05,2025-06-02 00:00:00
501507,300099,2025-07,2025-07-01,179.99,11.91,4.99,196.89,2025-07-04 00:00:00
501508,300099,2025-08,2025-08-01,179.99,12.19,0.0,192.18,2025-08-04 00:00:00
501509,300099,2025-09,2025-09-01,179.99,7.75,0.0,187.74,2025-09-03 00:00:00
501510,300099,2025-10,2025-10-01,179.99,10.59,0.0,190.58,2025-10-02 00:00:00
501511,300099,2025-11,2025-11-01,179.99,8.7,0.0,188.69,2025-11-01 00:00:00
501512,300099,2025-12,2025-12-01,179.99,10.08,9.99,200.06,2025-12-03 00:00:00
501513,300099,2026-01,2026-01-01,179.99,8.92,4.99,193.9,2026-01-03 00:00:00
501514,300099,2026-02,2026-02-01,179.99,7.83,4.99,192.81,2026-02-02 00:00:00
501515,300099,2026-03,2026-03-01,179.99,10.18,0.0,190.17,2026-03-02 00:00:00
501516,300099,2026-04,2026-04-01,179.99,8.62,-5.0,183.61,2026-04-02 00:00:00
501517,300099,2026-05,2026-05-01,179.99,10.31,4.99,195.29,2026-05-03 00:00:00
501518,300099,2026-06,2026-06-01,179.99,12.85,9.99,202.83,2026-06-03 00:00:00
501519,300100,2025-01,2025-01-01,129.99,4.61,4.99,139.59,2025-01-02 00:00:00
501520,300100,2025-02,2025-02-01,129.99,6.48,9.99,146.46,2025-02-02 00:00:00
501521,300100,2025-03,2025-03-01,129.99,7.69,4.99,142.67,2025-03-03 00:00:00
501522,300100,2025-04,2025-04-01,129.99,6.53,9.99,146.51,2025-04-02 00:00:00
501523,300100,2025-05,2025-05-01,129.99,8.75,0.0,138.74,2025-05-01 00:00:00
501524,300100,2025-06,2025-06-01,129.99,9.63,9.99,149.61,2025-06-02 00:00:00
501525,300100,2025-07,2025-07-01,129.99,9.67,0.0,139.66,2025-07-03 00:00:00
501526,300100,2025-08,2025-08-01,129.99,5.45,4.99,140.43,2025-08-04 00:00:00
501527,300100,2025-09,2025-09-01,129.99,8.22,0.0,138.21,2025-09-03 00:00:00
501528,300100,2025-10,2025-10-01,129.99,9.08,4.99,144.06,2025-10-03 00:00:00
501529,300100,2025-11,2025-11-01,129.99,8.36,9.99,148.34,2025-11-02 00:00:00
501530,300100,2025-12,2025-12-01,129.99,5.47,4.99,140.45,2025-12-03 00:00:00
501531,300100,2026-01,2026-01-01,129.99,9.19,4.99,144.17,2026-01-01 00:00:00
501532,300100,2026-02,2026-02-01,129.99,8.11,0.0,138.1,2026-02-03 00:00:00
501533,300100,2026-03,2026-03-01,129.99,8.66,4.99,143.64,2026-03-02 00:00:00
501534,300100,2026-04,2026-04-01,129.99,5.14,9.99,145.12,2026-04-04 00:00:00
501535,300100,2026-05,2026-05-01,129.99,5.13,0.0,135.12,2026-05-02 00:00:00
501536,300100,2026-06,2026-06-01,129.99,4.63,9.99,144.61,2026-06-01 00:00:00
501537,300101,2025-01,2025-01-01,179.99,12.16,4.99,197.14,2025-01-01 00:00:00
501538,300101,2025-02,2025-02-01,179.99,11.93,0.0,191.92,2025-02-01 00:00:00
501539,300101,2025-03,2025-03-01,179.99,8.05,9.99,198.03,2025-03-03 00:00:00
501540,300101,2025-04,2025-04-01,179.99,12.65,0.0,192.64,2025-04-03 00:00:00
501541,300101,2025-05,2025-05-01,179.99,8.02,-5.0,183.01,2025-05-02 00:00:00
501542,300101,2025-06,2025-06-01,179.99,6.37,0.0,186.36,2025-06-04 00:00:00
501543,300101,2025-07,2025-07-01,179.99,10.54,0.0,190.53,2025-07-03 00:00:00
501544,300101,2025-08,2025-08-01,179.99,7.32,0.0,187.31,2025-08-01 00:00:00
501545,300101,2025-09,2025-09-01,179.99,11.68,-5.0,186.67,2025-09-01 00:00:00
501546,300101,2025-10,2025-10-01,179.99,10.63,-5.0,185.62,2025-10-03 00:00:00
501547,300101,2025-11,2025-11-01,179.99,12.38,0.0,192.37,2025-11-01 00:00:00
501548,300101,2025-12,2025-12-01,179.99,7.74,4.99,192.72,2025-12-02 00:00:00
501549,300101,2026-01,2026-01-01,179.99,9.57,0.0,189.56,2026-01-02 00:00:00
501550,300101,2026-02,2026-02-01,179.99,13.11,9.99,203.09,2026-02-01 00:00:00
501551,300101,2026-03,2026-03-01,179.99,12.26,4.99,197.24,2026-03-04 00:00:00
501552,300101,2026-04,2026-04-01,179.99,9.92,0.0,189.91,2026-04-04 00:00:00
501553,300101,2026-05,2026-05-01,179.99,6.3,0.0,186.29,2026-05-02 00:00:00
501554,300101,2026-06,2026-06-01,179.99,11.7,4.99,196.68,2026-06-01 00:00:00
501555,300102,2025-01,2025-01-01,79.99,5.41,0.0,85.4,2025-01-01 00:00:00
501556,300102,2025-02,2025-02-01,79.99,4.49,-5.0,79.48,2025-02-02 00:00:00
501557,300102,2025-03,2025-03-01,79.99,4.13,9.99,94.11,2025-03-03 00:00:00
501558,300102,2025-04,2025-04-01,79.99,4.19,4.99,89.17,2025-04-03 00:00:00
501559,300102,2025-05,2025-05-01,79.99,3.61,4.99,88.59,2025-05-03 00:00:00
501560,300102,2025-06,2025-06-01,79.99,4.75,0.0,84.74,2025-06-04 00:00:00
501561,300102,2025-07,2025-07-01,79.99,4.42,0.0,84.41,2025-07-04 00:00:00
501562,300102,2025-08,2025-08-01,79.99,4.51,0.0,84.5,2025-08-01 00:00:00
501563,300102,2025-09,2025-09-01,79.99,3.14,0.0,83.13,2025-09-02 00:00:00
501564,300102,2025-10,2025-10-01,79.99,4.83,0.0,84.82,2025-10-01 00:00:00
501565,300102,2025-11,2025-11-01,79.99,5.78,9.99,95.76,2025-11-01 00:00:00
501566,300102,2025-12,2025-12-01,79.99,3.25,0.0,83.24,2025-12-01 00:00:00
501567,300102,2026-01,2026-01-01,79.99,3.05,4.99,88.03,2026-01-01 00:00:00
501568,300102,2026-02,2026-02-01,79.99,2.97,4.99,87.95,2026-02-01 00:00:00
501569,300102,2026-03,2026-03-01,79.99,5.85,4.99,90.83,2026-03-03 00:00:00
501570,300102,2026-04,2026-04-01,79.99,4.41,4.99,89.39,2026-04-02 00:00:00
501571,300102,2026-05,2026-05-01,79.99,4.97,9.99,94.95,2026-05-03 00:00:00
501572,300102,2026-06,2026-06-01,79.99,4.72,-5.0,79.71,2026-06-03 00:00:00
501573,300103,2025-01,2025-01-01,179.99,12.51,0.0,192.5,2025-01-04 00:00:00
501574,300103,2025-02,2025-02-01,179.99,8.78,-5.0,183.77,2025-02-02 00:00:00
501575,300103,2025-03,2025-03-01,179.99,12.1,0.0,192.09,2025-03-04 00:00:00
501576,300103,2025-04,2025-04-01,179.99,13.28,-5.0,188.27,2025-04-01 00:00:00
501577,300103,2025-05,2025-05-01,179.99,7.41,-5.0,182.4,2025-05-04 00:00:00
501578,300103,2025-06,2025-06-01,179.99,9.36,0.0,189.35,2025-06-01 00:00:00
501579,300103,2025-07,2025-07-01,179.99,12.87,0.0,192.86,2025-07-01 00:00:00
501580,300103,2025-08,2025-08-01,179.99,9.26,0.0,189.25,2025-08-01 00:00:00
501581,300103,2025-09,2025-09-01,179.99,8.18,9.99,198.16,2025-09-03 00:00:00
501582,300103,2025-10,2025-10-01,179.99,12.46,0.0,192.45,2025-10-03 00:00:00
501583,300103,2025-11,2025-11-01,179.99,12.89,4.99,197.87,2025-11-03 00:00:00
501584,300103,2025-12,2025-12-01,179.99,7.73,4.99,192.71,2025-12-01 00:00:00
501585,300103,2026-01,2026-01-01,179.99,8.25,4.99,193.23,2026-01-02 00:00:00
501586,300103,2026-02,2026-02-01,179.99,12.85,-5.0,187.84,2026-02-03 00:00:00
501587,300103,2026-03,2026-03-01,179.99,12.34,9.99,202.32,2026-03-01 00:00:00
501588,300103,2026-04,2026-04-01,179.99,9.26,0.0,189.25,2026-04-01 00:00:00
501589,300103,2026-05,2026-05-01,179.99,11.47,9.99,201.45,2026-05-01 00:00:00
501590,300103,2026-06,2026-06-01,179.99,10.17,0.0,190.16,2026-06-01 00:00:00
501591,300105,2025-01,2025-01-01,179.99,11.12,0.0,191.11,2025-01-01 00:00:00
501592,300105,2025-02,2025-02-01,179.99,8.26,0.0,188.25,2025-02-02 00:00:00
501593,300105,2025-03,2025-03-01,179.99,9.34,9.99,199.32,2025-03-02 00:00:00
501594,300105,2025-04,2025-04-01,179.99,9.53,0.0,189.52,2025-04-02 00:00:00
501595,300105,2025-05,2025-05-01,179.99,7.17,-5.0,182.16,2025-05-04 00:00:00
501596,300105,2025-06,2025-06-01,179.99,12.94,0.0,192.93,2025-06-03 00:00:00
501597,300105,2025-07,2025-07-01,179.99,7.58,-5.0,182.57,2025-07-01 00:00:00
501598,300105,2025-08,2025-08-01,179.99,9.78,0.0,189.77,2025-08-04 00:00:00
501599,300105,2025-09,2025-09-01,179.99,7.47,0.0,187.46,2025-09-04 00:00:00
501600,300105,2025-10,2025-10-01,179.99,11.63,9.99,201.61,2025-10-02 00:00:00
501601,300105,2025-11,2025-11-01,179.99,6.58,4.99,191.56,2025-11-04 00:00:00
501602,300105,2025-12,2025-12-01,179.99,7.3,0.0,187.29,2025-12-04 00:00:00
501603,300105,2026-01,2026-01-01,179.99,8.63,0.0,188.62,2026-01-04 00:00:00
501604,300105,2026-02,2026-02-01,179.99,10.3,9.99,200.28,2026-02-03 00:00:00
501605,300105,2026-03,2026-03-01,179.99,9.08,0.0,189.07,2026-03-04 00:00:00
501606,300105,2026-04,2026-04-01,179.99,10.05,0.0,190.04,2026-04-01 00:00:00
501607,300105,2026-05,2026-05-01,179.99,9.45,0.0,189.44,2026-05-04 00:00:00
501608,300105,2026-06,2026-06-01,179.99,9.93,-5.0,184.92,2026-06-04 00:00:00
501609,300106,2025-01,2025-01-01,179.99,6.93,4.99,191.91,2025-01-02 00:00:00
501610,300106,2025-02,2025-02-01,179.99,6.8,4.99,191.78,2025-02-02 00:00:00
501611,300106,2025-03,2025-03-01,179.99,12.3,9.99,202.28,2025-03-01 00:00:00
501612,300106,2025-04,2025-04-01,179.99,12.24,0.0,192.23,2025-04-04 00:00:00
501613,300106,2025-05,2025-05-01,179.99,7.28,0.0,187.27,2025-05-02 00:00:00
501614,300106,2025-06,2025-06-01,179.99,8.28,0.0,188.27,2025-06-03 00:00:00
501615,300106,2025-07,2025-07-01,179.99,9.92,9.99,199.9,2025-07-03 00:00:00
501616,300106,2025-08,2025-08-01,179.99,12.63,0.0,192.62,2025-08-03 00:00:00
501617,300106,2025-09,2025-09-01,179.99,12.35,0.0,192.34,2025-09-04 00:00:00
501618,300106,2025-10,2025-10-01,179.99,13.0,0.0,192.99,2025-10-01 00:00:00
501619,300106,2025-11,2025-11-01,179.99,8.13,0.0,188.12,2025-11-02 00:00:00
501620,300106,2025-12,2025-12-01,179.99,11.58,-5.0,186.57,2025-12-02 00:00:00
501621,300106,2026-01,2026-01-01,179.99,13.43,-5.0,188.42,2026-01-02 00:00:00
501622,300106,2026-02,2026-02-01,179.99,10.8,9.99,200.78,2026-02-02 00:00:00
501623,300106,2026-03,2026-03-01,179.99,9.49,-5.0,184.48,2026-03-04 00:00:00
501624,300106,2026-04,2026-04-01,179.99,11.83,9.99,201.81,2026-04-04 00:00:00
501625,300106,2026-05,2026-05-01,179.99,9.02,9.99,199.0,2026-05-04 00:00:00
501626,300106,2026-06,2026-06-01,179.99,6.54,0.0,186.53,2026-06-01 00:00:00
501627,300107,2025-04,2025-04-01,79.99,4.29,4.99,89.27,2025-04-03 00:00:00
501628,300107,2025-05,2025-05-01,79.99,5.47,0.0,85.46,2025-05-01 00:00:00
501629,300107,2025-06,2025-06-01,79.99,3.78,9.99,93.76,2025-06-01 00:00:00
501630,300107,2025-07,2025-07-01,79.99,3.46,9.99,93.44,2025-07-02 00:00:00
501631,300107,2025-08,2025-08-01,79.99,3.09,4.99,88.07,2025-08-01 00:00:00
501632,300107,2025-09,2025-09-01,79.99,3.39,0.0,83.38,2025-09-02 00:00:00
501633,300107,2025-10,2025-10-01,79.99,5.49,4.99,90.47,2025-10-03 00:00:00
501634,300107,2025-11,2025-11-01,79.99,3.53,0.0,83.52,2025-11-01 00:00:00
501635,300107,2025-12,2025-12-01,79.99,4.63,0.0,84.62,2025-12-02 00:00:00
501636,300107,2026-01,2026-01-01,79.99,2.83,0.0,82.82,2026-01-04 00:00:00
501637,300107,2026-02,2026-02-01,79.99,5.04,0.0,85.03,2026-02-01 00:00:00
501638,300107,2026-03,2026-03-01,79.99,5.48,-5.0,80.47,2026-03-01 00:00:00
501639,300107,2026-04,2026-04-01,79.99,2.94,0.0,82.93,2026-04-04 00:00:00
501640,300107,2026-05,2026-05-01,79.99,3.21,0.0,83.2,2026-05-02 00:00:00
501641,300107,2026-06,2026-06-01,79.99,4.28,0.0,84.27,2026-06-01 00:00:00
501642,300109,2025-01,2025-01-01,179.99,9.56,0.0,189.55,2025-01-04 00:00:00
501643,300109,2025-02,2025-02-01,179.99,8.21,0.0,188.2,2025-02-01 00:00:00
501644,300109,2025-03,2025-03-01,179.99,10.89,0.0,190.88,2025-03-04 00:00:00
501645,300109,2025-04,2025-04-01,179.99,7.11,0.0,187.1,2025-04-02 00:00:00
501646,300109,2025-05,2025-05-01,179.99,8.83,9.99,198.81,2025-05-04 00:00:00
501647,300109,2025-06,2025-06-01,179.99,9.96,-5.0,184.95,2025-06-01 00:00:00
501648,300109,2025-07,2025-07-01,179.99,9.13,0.0,189.12,2025-07-01 00:00:00
501649,300109,2025-08,2025-08-01,179.99,10.0,0.0,189.99,2025-08-04 00:00:00
501650,300109,2025-09,2025-09-01,179.99,7.45,9.99,197.43,2025-09-02 00:00:00
501651,300109,2025-10,2025-10-01,179.99,11.18,4.99,196.16,2025-10-04 00:00:00
501652,300109,2025-11,2025-11-01,179.99,12.43,0.0,192.42,2025-11-01 00:00:00
501653,300109,2025-12,2025-12-01,179.99,10.55,-5.0,185.54,2025-12-03 00:00:00
501654,300109,2026-01,2026-01-01,179.99,8.32,-5.0,183.31,2026-01-03 00:00:00
501655,300109,2026-02,2026-02-01,179.99,12.7,9.99,202.68,2026-02-01 00:00:00
501656,300109,2026-03,2026-03-01,179.99,12.86,4.99,197.84,2026-03-01 00:00:00
501657,300109,2026-04,2026-04-01,179.99,6.41,0.0,186.4,2026-04-04 00:00:00
501658,300109,2026-05,2026-05-01,179.99,11.08,0.0,191.07,2026-05-01 00:00:00
501659,300109,2026-06,2026-06-01,179.99,10.96,-5.0,185.95,2026-06-04 00:00:00
501660,300110,2025-01,2025-01-01,129.99,4.89,-5.0,129.88,2025-01-03 00:00:00
501661,300110,2025-02,2025-02-01,129.99,9.65,0.0,139.64,2025-02-03 00:00:00
501662,300110,2025-03,2025-03-01,129.99,7.31,0.0,137.3,2025-03-03 00:00:00
501663,300110,2025-04,2025-04-01,129.99,6.73,0.0,136.72,2025-04-02 00:00:00
501664,300110,2025-05,2025-05-01,129.99,8.97,9.99,148.95,2025-05-02 00:00:00
501665,300110,2025-06,2025-06-01,129.99,9.46,-5.0,134.45,2025-06-02 00:00:00
501666,300110,2025-07,2025-07-01,129.99,9.68,0.0,139.67,2025-07-04 00:00:00
501667,300110,2025-08,2025-08-01,129.99,7.65,-5.0,132.64,2025-08-03 00:00:00
501668,300110,2025-09,2025-09-01,129.99,6.69,0.0,136.68,2025-09-02 00:00:00
501669,300110,2025-10,2025-10-01,129.99,8.69,0.0,138.68,2025-10-03 00:00:00
501670,300110,2025-11,2025-11-01,129.99,5.92,9.99,145.9,2025-11-01 00:00:00
501671,300110,2025-12,2025-12-01,129.99,9.19,0.0,139.18,2025-12-04 00:00:00
501672,300110,2026-01,2026-01-01,129.99,9.19,-5.0,134.18,2026-01-04 00:00:00
501673,300110,2026-02,2026-02-01,129.99,8.79,0.0,138.78,2026-02-03 00:00:00
501674,300110,2026-03,2026-03-01,129.99,8.34,4.99,143.32,2026-03-03 00:00:00
501675,300110,2026-04,2026-04-01,129.99,7.07,0.0,137.06,2026-04-01 00:00:00
501676,300110,2026-05,2026-05-01,129.99,7.35,4.99,142.33,2026-05-03 00:00:00
501677,300110,2026-06,2026-06-01,129.99,6.81,9.99,146.79,2026-06-04 00:00:00
501678,300111,2025-01,2025-01-01,54.99,3.95,9.99,68.93,2025-01-03 00:00:00
501679,300111,2025-02,2025-02-01,54.99,2.2,0.0,57.19,2025-02-04 00:00:00
501680,300111,2025-03,2025-03-01,54.99,3.2,0.0,58.19,2025-03-04 00:00:00
501681,300111,2025-04,2025-04-01,54.99,2.59,0.0,57.58,2025-04-01 00:00:00
501682,300111,2025-05,2025-05-01,54.99,2.74,-5.0,52.73,2025-05-03 00:00:00
501683,300111,2025-06,2025-06-01,54.99,2.58,4.99,62.56,2025-06-01 00:00:00
501684,300111,2025-07,2025-07-01,54.99,3.05,4.99,63.03,2025-07-01 00:00:00
501685,300111,2025-08,2025-08-01,54.99,3.72,-5.0,53.71,2025-08-03 00:00:00
501686,300111,2025-09,2025-09-01,54.99,3.92,4.99,63.9,2025-09-01 00:00:00
501687,300111,2025-10,2025-10-01,54.99,3.32,0.0,58.31,2025-10-02 00:00:00
501688,300111,2025-11,2025-11-01,54.99,2.04,0.0,57.03,2025-11-01 00:00:00
501689,300111,2025-12,2025-12-01,54.99,3.07,0.0,58.06,2025-12-02 00:00:00
501690,300111,2026-01,2026-01-01,54.99,2.38,9.99,67.36,2026-01-04 00:00:00
501691,300111,2026-02,2026-02-01,54.99,3.59,-5.0,53.58,2026-02-04 00:00:00
501692,300111,2026-03,2026-03-01,54.99,3.57,0.0,58.56,2026-03-03 00:00:00
501693,300111,2026-04,2026-04-01,54.99,3.35,-5.0,53.34,2026-04-03 00:00:00
501694,300111,2026-05,2026-05-01,54.99,3.79,9.99,68.77,2026-05-02 00:00:00
501695,300111,2026-06,2026-06-01,54.99,3.08,-5.0,53.07,2026-06-03 00:00:00
501696,300112,2025-01,2025-01-01,79.99,5.0,0.0,84.99,2025-01-01 00:00:00
501697,300112,2025-02,2025-02-01,79.99,3.93,0.0,83.92,2025-02-01 00:00:00
501698,300112,2025-03,2025-03-01,79.99,2.86,0.0,82.85,2025-03-04 00:00:00
501699,300112,2025-04,2025-04-01,79.99,3.27,-5.0,78.26,2025-04-02 00:00:00
501700,300112,2025-05,2025-05-01,79.99,2.82,0.0,82.81,2025-05-02 00:00:00
501701,300112,2025-06,2025-06-01,79.99,4.21,0.0,84.2,2025-06-04 00:00:00
501702,300112,2025-07,2025-07-01,79.99,5.07,0.0,85.06,2025-07-02 00:00:00
501703,300112,2025-08,2025-08-01,79.99,5.74,-5.0,80.73,2025-08-02 00:00:00
501704,300112,2025-09,2025-09-01,79.99,3.85,4.99,88.83,2025-09-03 00:00:00
501705,300112,2025-10,2025-10-01,79.99,3.85,0.0,83.84,2025-10-01 00:00:00
501706,300112,2025-11,2025-11-01,79.99,4.66,9.99,94.64,2025-11-02 00:00:00
501707,300112,2025-12,2025-12-01,79.99,3.0,0.0,82.99,2025-12-01 00:00:00
501708,300112,2026-01,2026-01-01,79.99,4.78,4.99,89.76,2026-01-03 00:00:00
501709,300112,2026-02,2026-02-01,79.99,2.89,0.0,82.88,2026-02-03 00:00:00
501710,300112,2026-03,2026-03-01,79.99,4.16,-5.0,79.15,2026-03-04 00:00:00
501711,300112,2026-04,2026-04-01,79.99,5.25,4.99,90.23,2026-04-04 00:00:00
501712,300112,2026-05,2026-05-01,79.99,5.5,0.0,85.49,2026-05-01 00:00:00
501713,300112,2026-06,2026-06-01,79.99,4.13,9.99,94.11,2026-06-01 00:00:00
501714,300113,2025-01,2025-01-01,99.99,4.89,-5.0,99.88,2025-01-03 00:00:00
501715,300113,2025-02,2025-02-01,99.99,6.07,0.0,106.06,2025-02-01 00:00:00
501716,300113,2025-03,2025-03-01,99.99,7.35,4.99,112.33,2025-03-01 00:00:00
501717,300113,2025-04,2025-04-01,99.99,5.38,0.0,105.37,2025-04-02 00:00:00
501718,300113,2025-05,2025-05-01,99.99,5.61,0.0,105.6,2025-05-01 00:00:00
501719,300113,2025-06,2025-06-01,99.99,3.75,4.99,108.73,2025-06-01 00:00:00
501720,300113,2025-07,2025-07-01,99.99,3.76,0.0,103.75,2025-07-01 00:00:00
501721,300113,2025-08,2025-08-01,99.99,4.62,0.0,104.61,2025-08-02 00:00:00
501722,300113,2025-09,2025-09-01,99.99,6.45,4.99,111.43,2025-09-04 00:00:00
501723,300113,2025-10,2025-10-01,99.99,4.01,9.99,113.99,2025-10-02 00:00:00
501724,300113,2025-11,2025-11-01,99.99,4.73,0.0,104.72,2025-11-04 00:00:00
501725,300113,2025-12,2025-12-01,99.99,4.55,0.0,104.54,2025-12-03 00:00:00
501726,300113,2026-01,2026-01-01,99.99,7.11,4.99,112.09,2026-01-02 00:00:00
501727,300113,2026-02,2026-02-01,99.99,5.14,4.99,110.12,2026-02-03 00:00:00
501728,300113,2026-03,2026-03-01,99.99,6.91,0.0,106.9,2026-03-03 00:00:00
501729,300113,2026-04,2026-04-01,99.99,4.05,0.0,104.04,2026-04-03 00:00:00
501730,300113,2026-05,2026-05-01,99.99,6.81,0.0,106.8,2026-05-04 00:00:00
501731,300113,2026-06,2026-06-01,99.99,5.01,0.0,105.0,2026-06-04 00:00:00
501732,300116,2025-01,2025-01-01,129.99,9.31,9.99,149.29,2025-01-01 00:00:00
501733,300116,2025-02,2025-02-01,129.99,5.44,0.0,135.43,2025-02-03 00:00:00
501734,300116,2025-03,2025-03-01,129.99,5.99,0.0,135.98,2025-03-01 00:00:00
501735,300116,2025-04,2025-04-01,129.99,9.04,9.99,149.02,2025-04-02 00:00:00
501736,300116,2025-05,2025-05-01,129.99,7.54,0.0,137.53,2025-05-01 00:00:00
501737,300116,2025-06,2025-06-01,129.99,6.26,9.99,146.24,2025-06-01 00:00:00
501738,300116,2025-07,2025-07-01,129.99,7.51,9.99,147.49,2025-07-03 00:00:00
501739,300116,2025-08,2025-08-01,129.99,9.18,-5.0,134.17,2025-08-01 00:00:00
501740,300116,2025-09,2025-09-01,129.99,5.16,4.99,140.14,2025-09-03 00:00:00
501741,300116,2025-10,2025-10-01,129.99,8.78,0.0,138.77,2025-10-02 00:00:00
501742,300116,2025-11,2025-11-01,129.99,8.73,0.0,138.72,2025-11-03 00:00:00
501743,300116,2025-12,2025-12-01,129.99,6.89,0.0,136.88,2025-12-01 00:00:00
501744,300116,2026-01,2026-01-01,129.99,9.46,-5.0,134.45,2026-01-03 00:00:00
501745,300116,2026-02,2026-02-01,129.99,7.37,0.0,137.36,2026-02-03 00:00:00
501746,300116,2026-03,2026-03-01,129.99,6.45,-5.0,131.44,2026-03-01 00:00:00
501747,300116,2026-04,2026-04-01,129.99,9.51,4.99,144.49,2026-04-03 00:00:00
501748,300116,2026-05,2026-05-01,129.99,6.19,4.99,141.17,2026-05-01 00:00:00
501749,300116,2026-06,2026-06-01,129.99,6.14,4.99,141.12,2026-06-02 00:00:00
501750,300117,2025-01,2025-01-01,179.99,13.08,-5.0,188.07,2025-01-02 00:00:00
501751,300117,2025-02,2025-02-01,179.99,8.49,0.0,188.48,2025-02-01 00:00:00
501752,300117,2025-03,2025-03-01,179.99,10.8,0.0,190.79,2025-03-01 00:00:00
501753,300117,2025-04,2025-04-01,179.99,12.19,0.0,192.18,2025-04-02 00:00:00
501754,300117,2025-05,2025-05-01,179.99,7.25,0.0,187.24,2025-05-02 00:00:00
501755,300117,2025-06,2025-06-01,179.99,6.72,4.99,191.7,2025-06-04 00:00:00
501756,300117,2025-07,2025-07-01,179.99,10.41,4.99,195.39,2025-07-01 00:00:00
501757,300117,2025-08,2025-08-01,179.99,8.39,9.99,198.37,2025-08-04 00:00:00
501758,300117,2025-09,2025-09-01,179.99,13.41,-5.0,188.4,2025-09-02 00:00:00
501759,300117,2025-10,2025-10-01,179.99,10.06,0.0,190.05,2025-10-02 00:00:00
501760,300117,2025-11,2025-11-01,179.99,8.17,-5.0,183.16,2025-11-01 00:00:00
501761,300117,2025-12,2025-12-01,179.99,6.65,0.0,186.64,2025-12-01 00:00:00
501762,300117,2026-01,2026-01-01,179.99,11.43,0.0,191.42,2026-01-02 00:00:00
501763,300117,2026-02,2026-02-01,179.99,10.99,0.0,190.98,2026-02-01 00:00:00
