device_id,account_id,device_type_cd,install_date
1100783,300536,ONT,2025-01-07
1100784,300286,AP,2022-01-15
1100785,301731,ONT,2022-10-18
1100786,300386,SW,2019-12-06
1100787,300008,RTR,2018-11-10
1100788,301602,RTR,2023-02-18
1100789,300039,RTR,2019-12-26
1100790,300403,RTR,2022-11-05
1100791,302372,ONT,2023-05-24
1100792,301746,ONT,2021-09-27
1100793,300708,RTR,2026-02-26
1100794,300749,RTR,2025-01-28
1100795,301318,RTR,2023-07-06
1100796,300437,ONT,2022-06-29
1100797,300802,RTR,2023-06-20
1100798,300407,ONT,2022-01-17
1100799,300578,ONT,2022-03-22
1100800,302150,RTR,2023-10-06
1100801,301603,ONT,2023-08-09
1100802,300147,ONT,2024-06-30
1100803,302477,ONT,2019-10-27
1100804,302484,RTR,2022-11-24
1100805,301604,ONT,2022-09-19
1100806,300214,RTR,2019-05-16
1100807,301927,ONT,2019-06-02
1100808,302085,RTR,2023-08-14
1100809,301532,ONT,2026-05-23
1100810,301700,RTR,2023-02-20
1100811,301550,RTR,2020-02-03
1100812,301121,RTR,2022-08-06
1100813,302433,RTR,2026-01-09
1100814,301226,RTR,2026-05-29
1100815,301413,RTR,2022-03-13
1100816,301188,RTR,2018-08-31
1100817,301977,RTR,2023-04-21
1100818,300603,ONT,2018-10-06
1100819,301659,ONT,2020-04-14
1100820,302479,ONT,2018-12-18
1100821,301357,RTR,2024-04-28
1100822,302073,RTR,2021-08-06
1100823,300242,RTR,2021-09-17
1100824,302358,RTR,2025-05-30
1100825,301062,RTR,2026-02-25
1100826,302436,SW,2020-10-19
1100827,300537,AP,2025-09-07
1100828,300983,RTR,2025-06-18
1100829,300623,ONT,2023-12-29
1100830,300807,SW,2019-11-10
1100831,302480,RTR,2024-01-16
1100832,302456,RTR,2024-01-28
1100833,300006,RTR,2019-08-24
1100834,300462,RTR,2019-04-06
1100835,302361,RTR,2025-06-23
1100836,301215,ONT,2025-11-22
1100837,301837,ONT,2022-02-25
1100838,301343,RTR,2023-08-24
1100839,300491,RTR,2021-06-21
1100840,300974,RTR,2024-01-10
1100841,301985,RTR,2019-01-05
1100842,300467,ONT,2022-11-29
1100843,300893,RTR,2025-07-21
1100844,301618,RTR,2019-04-13
1100845,302218,ONT,2023-12-17
1100846,300006,RTR,2025-03-30
1100847,301847,ONT,2019-04-28
1100848,300759,RTR,2021-11-28
1100849,301677,ONT,2023-09-05
1100850,300262,ONT,2024-06-19
1100851,301252,RTR,2026-04-28
1100852,301895,ONT,2023-07-17
1100853,300726,RTR,2022-12-09
1100854,301217,RTR,2020-01-07
1100855,300969,RTR,2020-11-28
1100856,300856,RTR,2019-10-13
1100857,301146,ONT,2025-08-08
1100858,301949,ONT,2023-09-02
1100859,301833,ONT,2020-11-12
1100860,302014,ONT,2022-08-01
1100861,301357,ONT,2019-09-30
1100862,300027,RTR,2022-01-28
1100863,302027,RTR,2024-07-01
1100864,302211,RTR,2022-04-03
1100865,300932,AP,2020-09-02
1100866,301884,RTR,2018-03-24
1100867,301933,ONT,2020-11-27
1100868,301135,RTR,2020-01-02
1100869,300232,ONT,2018-03-30
1100870,302163,RTR,2023-04-20
1100871,300103,ONT,2025-08-20
1100872,300517,ONT,2024-06-07
1100873,300253,ONT,2018-04-12
1100874,301854,ONT,2018-09-14
1100875,301773,RTR,2019-06-27
1100876,301465,ONT,2018-05-15
1100877,301137,AP,2024-06-23
1100878,301077,ONT,2021-01-11
1100879,301818,SW,2026-05-13
1100880,301131,SW,2019-02-22
1100881,302296,SW,2020-01-03
1100882,301685,SW,2018-01-03
1100883,301371,ONT,2023-05-29
1100884,302408,RTR,2023-10-31
1100885,301924,ONT,2026-01-31
1100886,301910,ONT,2020-07-23
1100887,301788,ONT,2018-01-28
1100888,301925,RTR,2023-09-25
1100889,302449,RTR,2021-08-30
1100890,301750,SW,2018-09-10
1100891,302214,RTR,2021-02-13
1100892,302071,RTR,2024-05-19
1100893,302200,ONT,2018-10-21
1100894,302360,RTR,2023-04-06
1100895,301735,ONT,2021-12-08
1100896,300342,ONT,2024-06-01
1100897,301020,ONT,2018-09-07
1100898,301095,RTR,2018-04-22
1100899,302487,ONT,2020-01-14
1100900,302291,RTR,2022-10-22
1100901,300401,ONT,2019-08-24
1100902,300866,RTR,2024-10-04
1100903,300567,ONT,2021-06-01
1100904,301928,ONT,2022-05-18
1100905,300808,RTR,2019-01-01
1100906,302428,ONT,2021-09-22
1100907,301841,RTR,2021-12-23
1100908,301588,SW,2018-04-25
1100909,301017,AP,2022-03-27
1100910,301068,ONT,2020-04-17
1100911,301502,RTR,2020-03-29
1100912,301679,ONT,2023-02-13
1100913,302055,ONT,2024-02-02
1100914,300672,ONT,2024-04-19
1100915,302174,ONT,2022-05-26
1100916,302349,SW,2018-05-02
1100917,301196,SW,2024-11-27
1100918,301560,RTR,2023-03-29
1100919,301916,RTR,2026-05-18
1100920,300332,RTR,2024-08-29
1100921,301014,ONT,2024-08-08
1100922,302030,ONT,2019-08-23
1100923,301010,RTR,2018-01-26
1100924,301198,AP,2018-07-20
1100925,300201,RTR,2019-04-08
1100926,302133,RTR,2021-08-09
1100927,300169,ONT,2024-12-28
1100928,300061,ONT,2023-01-23
1100929,302116,ONT,2024-10-11
1100930,301554,ONT,2025-02-03
1100931,300606,RTR,2023-04-20
1100932,302117,ONT,2024-05-25
1100933,301975,ONT,2024-06-26
1100934,301003,RTR,2018-05-02
1100935,300001,ONT,2018-01-11
1100936,301934,RTR,2023-01-03
1100937,302395,ONT,2023-10-11
1100938,300508,ONT,2019-04-29
1100939,302225,RTR,2019-02-01
1100940,300720,ONT,2023-09-24
1100941,302043,RTR,2023-08-23
1100942,301409,RTR,2025-07-10
1100943,301404,ONT,2022-06-10
1100944,301464,RTR,2025-10-22
1100945,302107,RTR,2022-01-29
1100946,302425,RTR,2020-01-01
1100947,301442,ONT,2019-02-09
1100948,301328,RTR,2024-10-15
1100949,301215,RTR,2020-05-15
1100950,301534,RTR,2018-11-07
1100951,301920,RTR,2023-09-29
1100952,300237,ONT,2025-12-19
1100953,302199,RTR,2020-04-11
1100954,301485,ONT,2024-11-16
1100955,301745,ONT,2018-07-03
1100956,302410,RTR,2018-02-19
1100957,300877,RTR,2021-03-02
1100958,302271,RTR,2020-04-04
1100959,300048,ONT,2023-07-02
1100960,302434,SW,2022-09-05
1100961,301032,ONT,2026-01-06
1100962,301052,RTR,2022-05-22
1100963,302239,SW,2020-01-07
1100964,300548,ONT,2022-12-03
1100965,301384,ONT,2023-08-03
1100966,301176,SW,2025-11-07
1100967,301563,ONT,2023-10-29
1100968,300947,ONT,2021-08-19
1100969,301839,ONT,2021-06-28
1100970,300332,ONT,2020-09-13
1100971,300363,RTR,2024-06-23
1100972,301175,RTR,2018-07-07
1100973,300093,ONT,2019-09-16
1100974,302282,RTR,2023-07-14
1100975,300275,RTR,2018-09-02
1100976,301831,ONT,2021-07-06
1100977,301833,RTR,2020-03-06
1100978,301438,RTR,2021-03-26
1100979,300922,ONT,2023-08-19
1100980,301631,RTR,2024-06-29
1100981,302131,RTR,2020-06-13
1100982,302174,ONT,2018-11-29
1100983,300088,RTR,2022-08-16
1100984,302359,RTR,2024-10-08
1100985,301168,ONT,2018-04-28
1100986,301796,ONT,2025-01-21
1100987,302044,ONT,2019-12-23
1100988,302324,AP,2018-10-30
1100989,300579,ONT,2021-06-27
1100990,301168,RTR,2025-09-10
1100991,301128,ONT,2020-08-13
1100992,301425,RTR,2023-10-12
1100993,301347,RTR,2018-08-15
1100994,301395,ONT,2025-11-10
1100995,300457,ONT,2020-06-13
1100996,300435,ONT,2019-05-21
1100997,300832,AP,2019-08-30
1100998,302025,AP,2019-11-10
1100999,300903,RTR,2021-06-12
1101000,301605,SW,2018-07-07
1101001,300353,RTR,2025-11-21
1101002,300725,SW,2025-01-06
1101003,301291,AP,2025-09-08
1101004,302120,AP,2019-09-18
1101005,300591,ONT,2022-01-29
1101006,302333,RTR,2024-12-22
1101007,301794,RTR,2025-03-17
1101008,300336,RTR,2024-08-17
1101009,301289,ONT,2018-06-06
1101010,300751,RTR,2024-04-30
1101011,301395,ONT,2026-02-04
1101012,301684,ONT,2025-07-29
1101013,301497,ONT,2022-04-18
1101014,301169,RTR,2025-02-03
1101015,301806,SW,2021-08-30
1101016,301869,ONT,2025-06-15
1101017,300322,SW,2024-06-15
1101018,300337,RTR,2021-03-10
1101019,302150,AP,2018-12-11
1101020,300541,RTR,2020-02-11
1101021,300886,RTR,2025-12-12
1101022,302498,ONT,2020-04-20
1101023,300417,ONT,2023-09-25
1101024,301359,AP,2020-03-05
1101025,300419,ONT,2025-05-07
1101026,301969,AP,2020-01-22
1101027,301273,ONT,2018-05-01
1101028,301010,RTR,2019-09-02
1101029,301206,ONT,2019-04-08
1101030,302340,ONT,2026-03-21
1101031,301626,RTR,2020-02-22
1101032,300784,ONT,2019-12-22
1101033,302388,RTR,2021-06-02
1101034,300919,ONT,2022-07-07
1101035,300218,SW,2024-08-26
1101036,302220,ONT,2020-08-30
1101037,302235,RTR,2025-08-13
1101038,302190,RTR,2023-12-03
1101039,301391,ONT,2018-05-18
1101040,300254,ONT,2026-04-11
1101041,300114,RTR,2018-07-07
1101042,301448,RTR,2024-07-28
1101043,301550,ONT,2025-06-20
1101044,301244,ONT,2020-09-29
1101045,300605,ONT,2022-11-14
1101046,302283,SW,2023-08-16
1101047,302076,ONT,2020-06-11
1101048,302131,AP,2026-03-19
1101049,300583,SW,2025-05-04
1101050,301082,ONT,2022-07-03
1101051,301915,ONT,2025-11-28
1101052,301371,RTR,2024-01-30
1101053,301403,ONT,2020-11-26
1101054,302021,RTR,2021-12-27
1101055,300196,ONT,2019-12-19
1101056,300102,ONT,2022-11-28
1101057,300967,ONT,2021-09-05
1101058,302069,ONT,2024-01-22
1101059,301475,ONT,2020-02-02
1101060,300420,RTR,2018-05-06
1101061,301452,ONT,2024-05-03
1101062,300261,AP,2025-04-19
1101063,300817,ONT,2019-12-30
1101064,301700,ONT,2023-12-22
1101065,300341,RTR,2023-09-20
1101066,301005,ONT,2026-04-19
1101067,301889,ONT,2023-07-02
1101068,301259,ONT,2019-05-27
1101069,300386,RTR,2025-09-26
1101070,301160,SW,2020-03-24
1101071,301475,RTR,2024-05-26
1101072,300839,RTR,2022-07-01
1101073,301341,RTR,2020-01-30
1101074,302366,ONT,2024-11-05
1101075,301815,ONT,2025-11-04
1101076,301817,SW,2023-03-15
1101077,302128,AP,2024-01-19
1101078,301282,RTR,2025-12-24
1101079,301087,ONT,2022-05-22
1101080,301861,RTR,2019-11-24
1101081,300108,RTR,2022-08-31
1101082,302388,RTR,2019-12-22
1101083,301513,ONT,2022-11-05
1101084,300010,AP,2021-02-02
1101085,300427,RTR,2022-05-01
1101086,302340,RTR,2023-12-31
1101087,301946,SW,2024-03-07
1101088,300853,RTR,2023-11-05
1101089,302161,SW,2025-12-11
1101090,300391,AP,2020-07-24
1101091,301166,ONT,2024-10-18
1101092,301644,ONT,2025-12-01
1101093,301311,ONT,2021-10-23
1101094,301875,RTR,2023-04-08
1101095,302066,RTR,2018-12-22
1101096,302423,RTR,2025-06-07
1101097,300288,RTR,2024-08-25
1101098,300104,ONT,2025-10-01
1101099,301557,AP,2025-02-17
1101100,301317,RTR,2020-11-24
1101101,301278,RTR,2018-04-01
1101102,300073,ONT,2021-10-24
1101103,300351,RTR,2025-11-12
1101104,302495,ONT,2023-06-17
1101105,300577,RTR,2024-11-28
1101106,302308,ONT,2025-06-24
1101107,300094,RTR,2020-08-29
1101108,301149,RTR,2025-06-22
1101109,301919,RTR,2018-01-16
1101110,300598,SW,2021-04-20
1101111,301267,ONT,2023-11-25
1101112,301194,SW,2023-10-24
1101113,301701,RTR,2019-02-19
1101114,301474,RTR,2026-05-22
1101115,302194,RTR,2021-12-05
1101116,302411,ONT,2022-02-04
1101117,301821,ONT,2025-12-08
1101118,302260,ONT,2021-12-17
1101119,300192,RTR,2022-02-25
1101120,300933,ONT,2022-07-06
1101121,301660,ONT,2020-10-15
1101122,302471,ONT,2021-09-03
1101123,301154,SW,2018-12-08
1101124,301482,ONT,2022-01-28
1101125,302060,RTR,2022-05-25
1101126,302314,ONT,2021-02-10
1101127,301389,RTR,2019-11-29
1101128,300759,ONT,2026-03-02
1101129,301196,RTR,2018-03-21
1101130,301185,RTR,2023-08-26
1101131,300344,ONT,2026-05-18
1101132,300402,RTR,2024-02-19
1101133,301766,RTR,2018-04-17
1101134,301709,RTR,2021-02-05
1101135,300066,RTR,2025-09-13
1101136,300923,RTR,2020-08-17
1101137,300198,SW,2020-05-04
1101138,300441,ONT,2024-03-29
1101139,301175,ONT,2024-11-16
1101140,300964,SW,2018-05-21
1101141,300951,RTR,2019-08-29
1101142,301373,RTR,2021-07-07
1101143,301888,ONT,2019-01-19
1101144,300231,ONT,2021-03-03
1101145,300381,RTR,2021-06-17
1101146,301200,ONT,2022-07-28
1101147,302266,ONT,2020-07-24
1101148,301659,AP,2025-04-05
1101149,300595,RTR,2019-03-06
1101150,300927,ONT,2022-01-25
1101151,301865,SW,2019-07-22
1101152,301047,ONT,2022-08-28
1101153,300208,ONT,2019-12-21
1101154,301888,ONT,2024-04-11
1101155,301423,RTR,2019-08-23
1101156,300281,SW,2024-04-27
1101157,300597,ONT,2021-12-03
1101158,302018,RTR,2018-10-10
1101159,300114,RTR,2018-12-17
1101160,300557,ONT,2019-01-17
1101161,300918,RTR,2022-01-07
1101162,300810,RTR,2022-07-24
1101163,301433,ONT,2025-03-30
1101164,302038,ONT,2020-04-27
1101165,301367,RTR,2019-11-30
1101166,301193,RTR,2023-06-18
1101167,300299,ONT,2018-11-02
1101168,302304,RTR,2023-08-03
1101169,302283,ONT,2019-11-13
1101170,301295,ONT,2024-12-29
1101171,301279,RTR,2025-09-03
1101172,301828,RTR,2026-01-24
1101173,301915,ONT,2019-06-24
1101174,300700,ONT,2025-03-19
1101175,302415,SW,2025-02-15
1101176,300387,RTR,2020-09-08
1101177,301601,ONT,2019-07-27
1101178,301462,ONT,2019-07-29
1101179,301658,ONT,2020-09-16
1101180,300536,ONT,2021-02-19
1101181,301358,ONT,2025-10-05
1101182,300788,ONT,2025-08-21
1101183,302112,SW,2025-07-28
1101184,300716,ONT,2025-12-05
1101185,301944,ONT,2024-03-05
1101186,301920,RTR,2018-07-11
1101187,301091,RTR,2019-04-27
1101188,302197,ONT,2021-07-01
1101189,300047,SW,2025-06-13
1101190,300808,AP,2018-07-10
1101191,300966,RTR,2023-10-19
1101192,302319,SW,2021-11-12
1101193,301594,RTR,2021-10-19
1101194,300042,RTR,2018-08-21
1101195,301628,RTR,2025-02-07
1101196,300457,RTR,2019-02-05
1101197,300469,ONT,2020-01-14
1101198,300434,ONT,2024-08-18
1101199,300057,ONT,2023-03-08
1101200,301868,ONT,2025-01-30
1101201,300324,ONT,2022-12-21
1101202,300957,AP,2020-05-28
1101203,301413,ONT,2023-07-08
1101204,301130,RTR,2024-12-17
1101205,301076,ONT,2025-01-20
1101206,302123,ONT,2018-03-03
1101207,300014,RTR,2019-09-18
1101208,300100,AP,2019-01-25
1101209,302453,RTR,2023-12-14
1101210,300073,RTR,2025-11-28
1101211,300212,ONT,2025-09-15
1101212,300506,SW,2024-02-05
1101213,300270,AP,2025-01-07
1101214,301246,ONT,2019-04-02
1101215,301173,ONT,2024-05-28
1101216,301095,RTR,2019-12-25
1101217,301100,SW,2019-11-15
1101218,301481,ONT,2021-04-15
1101219,300555,SW,2025-01-21
1101220,302102,ONT,2025-06-20
1101221,302300,RTR,2018-08-13
1101222,300656,RTR,2019-09-14
1101223,301800,ONT,2018-11-30
1101224,300116,AP,2021-03-17
1101225,301036,RTR,2019-09-20
1101226,300262,RTR,2018-10-05
1101227,301311,ONT,2022-01-14
1101228,300148,ONT,2024-01-10
1101229,302482,AP,2019-06-22
1101230,302139,RTR,2019-02-20
1101231,301199,ONT,2025-08-14
1101232,301923,RTR,2018-04-26
1101233,301390,SW,2022-06-02
1101234,300230,ONT,2024-12-04
1101235,300258,ONT,2021-10-15
1101236,300880,ONT,2021-10-26
1101237,300675,ONT,2025-03-05
1101238,300079,RTR,2023-05-05
1101239,300540,RTR,2023-11-01
1101240,301836,ONT,2023-01-12
1101241,300448,ONT,2022-09-05
1101242,301539,ONT,2024-04-13
1101243,301320,ONT,2023-11-18
1101244,301257,RTR,2025-06-06
1101245,301309,AP,2025-06-18
1101246,301157,RTR,2026-04-22
1101247,301060,AP,2022-01-23
1101248,301750,ONT,2023-03-03
1101249,300094,ONT,2019-05-19
1101250,301517,RTR,2019-02-02
1101251,301418,AP,2023-04-25
1101252,302362,RTR,2023-04-16
1101253,301272,RTR,2025-02-01
1101254,301440,RTR,2019-04-11
1101255,301949,AP,2022-02-27
1101256,302369,RTR,2025-07-15
1101257,301992,ONT,2018-01-11
1101258,300265,ONT,2023-07-31
1101259,300519,RTR,2020-12-29
1101260,300433,RTR,2024-07-04
1101261,301331,ONT,2021-07-05
1101262,302099,ONT,2024-07-03
1101263,301936,ONT,2021-06-09
1101264,300422,ONT,2020-06-12
1101265,300936,AP,2022-10-13
1101266,301992,ONT,2024-11-12
1101267,300305,ONT,2022-08-04
1101268,302464,RTR,2020-03-26
1101269,300263,SW,2018-03-31
1101270,301765,RTR,2018-05-24
1101271,300175,ONT,2024-06-24
1101272,301185,RTR,2019-04-06
1101273,301287,RTR,2018-05-30
1101274,301856,SW,2020-10-09
1101275,300883,RTR,2020-09-24
1101276,300420,RTR,2021-09-30
1101277,300224,RTR,2020-12-15
1101278,302358,RTR,2018-07-30
1101279,301001,ONT,2026-03-13
1101280,301324,ONT,2020-11-16
1101281,301282,SW,2026-03-31
1101282,300499,RTR,2021-10-12
1101283,301362,ONT,2021-10-09
1101284,301098,ONT,2021-07-03
1101285,300389,ONT,2024-03-15
1101286,301562,RTR,2022-04-10
1101287,301239,ONT,2021-09-28
1101288,301355,ONT,2024-09-14
1101289,302397,RTR,2023-11-27
1101290,300423,RTR,2020-05-20
1101291,300098,ONT,2019-01-24
1101292,302024,RTR,2024-08-31
1101293,301103,RTR,2025-12-19
1101294,302010,ONT,2021-09-21
1101295,300103,ONT,2025-05-20
1101296,302130,RTR,2022-06-26
1101297,302224,SW,2024-01-25
1101298,301248,ONT,2023-08-18
1101299,300715,RTR,2023-07-06
1101300,301578,RTR,2023-01-28
1101301,301909,ONT,2025-01-11
1101302,300063,RTR,2024-09-30
1101303,301759,ONT,2024-12-08
1101304,302327,SW,2019-09-23
1101305,302077,AP,2022-08-05
1101306,301431,ONT,2021-10-30
1101307,301671,RTR,2018-09-04
1101308,301855,ONT,2020-02-01
1101309,302361,AP,2022-12-05
1101310,301861,RTR,2025-09-29
1101311,300215,SW,2018-12-06
1101312,301448,ONT,2023-06-29
1101313,300088,RTR,2022-11-24
1101314,301208,ONT,2023-01-25
1101315,301016,RTR,2021-09-05
1101316,300988,RTR,2024-03-31
1101317,301650,RTR,2019-10-13
1101318,301307,SW,2018-03-07
1101319,301044,ONT,2019-05-19
1101320,301724,RTR,2020-01-20
1101321,301768,ONT,2020-07-06
1101322,301155,RTR,2018-03-28
1101323,301276,RTR,2021-10-21
1101324,301482,ONT,2023-06-25
1101325,300391,ONT,2019-09-27
1101326,300085,RTR,2024-09-23
1101327,300553,SW,2023-11-26
1101328,300788,ONT,2019-08-06
1101329,302284,RTR,2025-01-31
1101330,302079,ONT,2024-05-20
1101331,300424,ONT,2018-12-09
1101332,302437,ONT,2023-02-01
1101333,301304,RTR,2022-01-11
1101334,300349,RTR,2023-07-26
1101335,301542,ONT,2019-07-31
1101336,300709,ONT,2020-11-02
1101337,300416,RTR,2019-07-25
1101338,300748,RTR,2024-11-05
1101339,302294,RTR,2022-03-06
1101340,301040,ONT,2020-08-12
1101341,300355,RTR,2023-10-23
1101342,300323,RTR,2024-11-12
1101343,302377,ONT,2019-02-28
1101344,301519,AP,2024-09-30
1101345,302467,RTR,2018-07-27
1101346,300232,ONT,2019-06-11
1101347,302008,RTR,2021-04-15
1101348,300012,RTR,2025-05-29
1101349,300248,RTR,2019-03-18
1101350,301122,SW,2018-09-03
1101351,301475,ONT,2018-12-06
1101352,301428,ONT,2019-12-13
1101353,300587,ONT,2024-06-18
1101354,302250,AP,2023-10-29
1101355,300296,AP,2024-07-07
1101356,301477,ONT,2018-08-02
1101357,300738,SW,2025-08-09
1101358,301772,RTR,2026-02-13
1101359,301999,AP,2022-07-06
1101360,302376,RTR,2022-07-03
1101361,300778,RTR,2025-09-08
1101362,301291,ONT,2021-10-20
1101363,302007,RTR,2021-04-25
1101364,302462,ONT,2020-03-18
1101365,300130,SW,2019-10-14
1101366,300614,RTR,2019-12-05
1101367,300225,RTR,2018-07-07
1101368,301916,ONT,2026-02-15
1101369,300381,RTR,2023-06-14
1101370,301551,ONT,2025-01-10
1101371,302090,ONT,2023-09-06
1101372,300110,ONT,2025-04-19
1101373,300080,RTR,2022-03-26
1101374,302497,RTR,2020-08-19
1101375,302058,SW,2018-05-24
1101376,301289,RTR,2023-02-28
1101377,300589,ONT,2023-10-02
1101378,302184,RTR,2018-06-22
1101379,300669,ONT,2019-03-17
1101380,302125,AP,2021-01-15
1101381,300871,RTR,2023-06-28
1101382,300589,RTR,2019-08-19
1101383,300096,RTR,2021-01-07
1101384,301274,ONT,2022-06-15
1101385,300122,ONT,2022-12-23
1101386,300002,RTR,2024-08-08
1101387,301692,RTR,2023-11-11
1101388,302081,RTR,2022-09-22
1101389,302454,RTR,2018-12-12
1101390,301548,RTR,2021-10-12
1101391,300687,ONT,2019-08-09
1101392,300081,ONT,2021-04-13
1101393,301475,ONT,2020-07-22
1101394,300723,ONT,2020-05-14
1101395,300623,ONT,2022-03-14
1101396,301600,RTR,2021-11-13
1101397,300824,ONT,2024-07-04
1101398,301720,ONT,2023-07-18
1101399,301252,RTR,2025-02-01
1101400,300307,ONT,2023-07-23
1101401,300533,ONT,2025-04-21
1101402,300324,SW,2021-09-26
1101403,300962,RTR,2022-04-13
1101404,300445,RTR,2023-05-03
1101405,302348,RTR,2025-03-17
1101406,302425,RTR,2025-10-10
1101407,300443,RTR,2023-04-02
1101408,300423,ONT,2023-07-26
1101409,300863,RTR,2018-10-24
1101410,300110,ONT,2020-04-07
1101411,302316,ONT,2022-10-30
1101412,301447,RTR,2024-04-27
1101413,300204,ONT,2021-01-13
1101414,301363,RTR,2021-10-13
1101415,301824,RTR,2024-09-29
1101416,301264,ONT,2020-10-29
1101417,302276,ONT,2024-01-17
1101418,301767,ONT,2025-01-03
1101419,301423,RTR,2025-03-07
1101420,302146,RTR,2025-10-10
1101421,301664,ONT,2022-07-19
1101422,301788,AP,2022-08-30
1101423,300341,AP,2020-04-26
1101424,301885,ONT,2023-01-12
1101425,301277,AP,2021-07-04
1101426,300009,ONT,2020-05-17
1101427,302491,RTR,2024-04-29
1101428,302470,ONT,2023-05-28
1101429,301827,AP,2020-06-06
1101430,301681,RTR,2025-02-23
1101431,301843,RTR,2022-01-08
1101432,300625,ONT,2019-10-30
1101433,300374,ONT,2022-05-03
1101434,302415,ONT,2022-05-20
1101435,301462,ONT,2021-09-05
1101436,300519,RTR,2018-03-31
1101437,301919,SW,2023-04-21
1101438,300624,RTR,2020-07-16
1101439,300140,RTR,2021-06-08
1101440,300016,ONT,2023-03-04
1101441,300976,RTR,2020-01-04
1101442,300418,RTR,2021-06-08
1101443,300530,RTR,2024-04-01
1101444,300689,AP,2019-06-30
1101445,300054,ONT,2020-06-29
1101446,301240,RTR,2024-10-20
1101447,300594,ONT,2020-05-14
1101448,301989,AP,2018-10-24
1101449,301159,RTR,2023-09-21
1101450,301268,ONT,2021-08-15
1101451,301212,RTR,2021-11-21
1101452,302125,RTR,2021-06-17
1101453,301020,RTR,2018-09-25
1101454,302157,RTR,2026-05-22
1101455,301104,RTR,2020-03-21
1101456,301471,ONT,2022-04-23
1101457,302318,ONT,2018-08-25
1101458,301932,AP,2025-09-24
1101459,300164,RTR,2024-10-06
1101460,301000,ONT,2019-06-10
1101461,301114,ONT,2025-06-19
1101462,301551,ONT,2021-05-14
1101463,301390,ONT,2024-03-08
1101464,302102,AP,2021-12-24
1101465,300422,AP,2021-09-19
1101466,300335,ONT,2020-06-28
1101467,301480,SW,2020-05-28
1101468,301553,ONT,2021-01-22
1101469,300229,ONT,2018-08-27
1101470,301042,RTR,2022-12-02
1101471,301614,ONT,2023-02-04
1101472,301840,ONT,2018-07-13
1101473,301747,ONT,2019-10-15
1101474,302456,ONT,2018-06-27
1101475,301661,ONT,2023-11-22
1101476,302401,SW,2019-06-17
1101477,301346,ONT,2021-09-26
1101478,301214,RTR,2022-09-04
1101479,300258,ONT,2022-11-15
1101480,301549,RTR,2025-06-30
1101481,300177,RTR,2022-02-09
1101482,300341,ONT,2024-06-23
1101483,302233,ONT,2020-12-02
1101484,302385,RTR,2022-12-29
1101485,302287,ONT,2018-01-19
1101486,301945,RTR,2020-01-05
1101487,301380,RTR,2025-07-25
1101488,301638,RTR,2024-10-26
1101489,301243,RTR,2018-06-09
1101490,301794,ONT,2018-03-11
1101491,300709,RTR,2020-02-01
1101492,300108,RTR,2019-02-14
1101493,300710,ONT,2025-08-08
1101494,300914,ONT,2024-12-18
1101495,301664,AP,2021-11-16
1101496,300698,RTR,2024-08-23
1101497,301584,ONT,2022-12-20
1101498,300460,ONT,2023-08-17
1101499,300021,RTR,2018-02-07
1101500,300023,RTR,2025-04-13
1101501,301447,SW,2018-10-20
1101502,302249,ONT,2022-06-06
1101503,300825,RTR,2021-10-14
1101504,301025,RTR,2019-08-29
1101505,300272,SW,2018-06-11
1101506,302078,AP,2019-06-24
1101507,300564,ONT,2021-02-04
1101508,301424,AP,2025-05-20
1101509,300172,ONT,2024-07-13
1101510,301972,RTR,2024-10-25
1101511,300166,RTR,2019-06-22
1101512,301435,ONT,2022-09-18
1101513,300466,SW,2019-12-21
1101514,302275,RTR,2018-07-19
1101515,301850,RTR,2019-01-18
1101516,300301,ONT,2023-09-27
1101517,301786,ONT,2018-04-08
1101518,300395,ONT,2019-01-22
1101519,300490,ONT,2026-05-04
1101520,301083,SW,2021-06-15
1101521,302254,ONT,2019-10-16
1101522,301357,RTR,2019-09-17
1101523,300107,RTR,2022-06-08
1101524,301410,AP,2022-12-06
1101525,302461,RTR,2024-11-01
1101526,301269,AP,2025-08-21
1101527,301955,RTR,2024-07-29
1101528,300909,ONT,2021-01-23
1101529,302278,AP,2024-12-07
1101530,300920,RTR,2021-02-22
1101531,300839,ONT,2018-04-25
1101532,300128,ONT,2025-11-01
1101533,300903,ONT,2021-04-25
1101534,302447,RTR,2025-08-02
1101535,300121,RTR,2018-02-06
1101536,302330,ONT,2020-12-07
1101537,302272,ONT,2019-09-16
1101538,301848,RTR,2024-02-24
1101539,301778,RTR,2021-07-18
1101540,300158,ONT,2024-08-27
1101541,301907,RTR,2020-08-14
1101542,300703,RTR,2025-06-28
1101543,301526,RTR,2018-04-18
1101544,300106,RTR,2025-05-02
1101545,301193,RTR,2025-11-07
1101546,300091,RTR,2018-07-25
1101547,302134,SW,2024-05-06
1101548,301219,ONT,2023-03-11
1101549,302454,RTR,2018-10-28
1101550,301899,RTR,2020-07-22
1101551,301339,ONT,2020-07-11
1101552,301750,RTR,2018-05-22
1101553,301583,RTR,2018-08-29
1101554,300666,SW,2019-04-29
1101555,300210,ONT,2025-07-07
1101556,302104,SW,2019-09-12
1101557,302484,RTR,2026-04-13
1101558,300391,ONT,2025-01-22
1101559,301849,RTR,2019-10-06
1101560,300400,ONT,2020-02-19
1101561,302282,ONT,2025-07-09
1101562,302419,ONT,2021-08-22
1101563,300514,ONT,2018-03-14
1101564,301459,RTR,2023-01-02
1101565,300904,ONT,2025-10-21
