service_order_id,account_id,order_type_cd,created_timestamp,status_cd
900512,300287,REPAIR,2025-03-21 05:40:46,C
900513,301147,REPAIR,2025-03-21 07:38:03,C
900514,300194,INSTALL,2025-03-21 10:52:38,C
900515,301599,UPGRADE,2025-03-21 11:40:23,C
900516,300924,INSTALL,2025-03-21 14:13:11,C
900517,300493,REPAIR,2025-03-22 03:20:32,X
900518,301469,UPGRADE,2025-03-22 08:10:44,C
900519,302177,REPAIR,2025-03-22 11:19:34,C
900520,302463,MOVE,2025-03-22 12:28:09,X
900521,301073,INSTALL,2025-03-22 23:18:28,C
900522,300407,INSTALL,2025-03-23 00:14:04,C
900523,301748,REPAIR,2025-03-23 00:44:21,C
900524,301288,REPAIR,2025-03-23 05:00:59,C
900525,300719,UPGRADE,2025-03-23 05:59:05,C
900526,301213,INSTALL,2025-03-23 08:52:18,C
900527,300539,INSTALL,2025-03-23 10:38:06,C
900528,301623,REPAIR,2025-03-23 21:02:58,C
900529,300036,REPAIR,2025-03-24 06:00:58,C
900530,300747,UPGRADE,2025-03-24 22:28:42,O
900531,302398,REPAIR,2025-03-25 00:55:15,O
900532,300086,REPAIR,2025-03-25 01:17:57,C
900533,300947,REPAIR,2025-03-25 01:31:28,C
900534,300844,REPAIR,2025-03-25 11:48:27,C
900535,300514,INSTALL,2025-03-25 17:19:03,C
900536,301189,REPAIR,2025-03-26 00:58:31,C
900537,302046,DISCONNECT,2025-03-26 04:50:25,C
900538,300583,INSTALL,2025-03-26 04:59:37,C
900539,300921,MOVE,2025-03-26 08:47:15,C
900540,301044,MOVE,2025-03-26 10:12:12,C
900541,301764,REPAIR,2025-03-26 16:12:35,C
900542,301539,UPGRADE,2025-03-26 22:19:24,C
900543,302478,INSTALL,2025-03-27 03:09:50,C
900544,301115,REPAIR,2025-03-27 05:26:45,O
900545,302216,REPAIR,2025-03-27 06:50:34,C
900546,301831,REPAIR,2025-03-27 08:09:33,O
900547,301645,UPGRADE,2025-03-27 20:23:10,C
900548,300755,UPGRADE,2025-03-28 02:05:46,C
900549,300406,UPGRADE,2025-03-28 16:43:20,C
900550,301684,REPAIR,2025-03-28 20:19:30,C
900551,302053,DISCONNECT,2025-03-29 00:02:53,C
900552,301191,REPAIR,2025-03-29 10:13:03,O
900553,300772,REPAIR,2025-03-29 12:29:01,C
900554,301487,MOVE,2025-03-29 17:08:16,C
900555,300395,INSTALL,2025-03-29 17:30:23,O
900556,302448,REPAIR,2025-03-29 21:08:16,C
900557,301252,REPAIR,2025-03-29 22:50:39,O
900558,301788,REPAIR,2025-03-30 00:31:02,C
900559,300400,MOVE,2025-03-30 01:10:12,C
900560,300685,UPGRADE,2025-03-30 02:23:44,C
900561,301334,DISCONNECT,2025-03-30 08:00:00,C
900562,302024,INSTALL,2025-03-31 04:52:06,C
900563,300420,MOVE,2025-03-31 07:32:59,C
900564,300876,INSTALL,2025-03-31 09:25:09,C
900565,300410,REPAIR,2025-03-31 11:27:43,C
900566,302019,MOVE,2025-03-31 13:10:07,C
900567,301493,REPAIR,2025-03-31 16:32:34,C
900568,300164,UPGRADE,2025-03-31 21:45:40,O
900569,301924,UPGRADE,2025-04-01 02:59:54,C
900570,301730,INSTALL,2025-04-01 07:46:38,C
900571,302495,INSTALL,2025-04-01 13:09:41,C
900572,301627,REPAIR,2025-04-01 14:26:41,C
900573,302287,REPAIR,2025-04-01 15:21:21,C
900574,302416,REPAIR,2025-04-01 21:37:37,C
900575,300294,UPGRADE,2025-04-01 23:09:19,C
900576,300321,REPAIR,2025-04-02 02:09:59,O
900577,300690,INSTALL,2025-04-02 23:47:39,C
900578,301886,INSTALL,2025-04-03 02:55:31,C
900579,302400,INSTALL,2025-04-03 07:12:27,C
900580,301503,INSTALL,2025-04-03 07:23:20,C
900581,301215,REPAIR,2025-04-03 07:55:18,C
900582,301125,UPGRADE,2025-04-03 11:11:26,C
900583,301930,INSTALL,2025-04-03 17:43:19,C
900584,302219,DISCONNECT,2025-04-03 18:46:49,O
900585,300615,MOVE,2025-04-04 02:40:37,C
900586,300476,REPAIR,2025-04-04 04:56:29,C
900587,300223,REPAIR,2025-04-04 16:33:27,C
900588,300961,UPGRADE,2025-04-04 16:52:50,C
900589,301548,UPGRADE,2025-04-04 20:20:42,C
900590,302036,DISCONNECT,2025-04-04 20:53:30,X
900591,300276,DISCONNECT,2025-04-05 00:36:50,C
900592,302126,INSTALL,2025-04-05 00:53:59,C
900593,302134,REPAIR,2025-04-05 01:03:03,C
900594,300631,INSTALL,2025-04-05 06:25:34,C
900595,302029,MOVE,2025-04-05 22:11:40,C
900596,301484,MOVE,2025-04-06 05:42:56,C
900597,301897,DISCONNECT,2025-04-06 07:48:48,C
900598,300550,REPAIR,2025-04-06 11:31:58,C
900599,302434,REPAIR,2025-04-06 11:47:30,C
900600,302262,INSTALL,2025-04-06 13:40:24,C
900601,301156,REPAIR,2025-04-06 17:19:14,C
900602,301908,REPAIR,2025-04-06 17:23:48,C
900603,302173,REPAIR,2025-04-06 21:43:44,C
900604,301038,REPAIR,2025-04-06 23:36:07,C
900605,301965,MOVE,2025-04-07 13:33:55,C
900606,301014,REPAIR,2025-04-07 14:42:01,C
900607,300203,REPAIR,2025-04-08 01:01:22,C
900608,300929,REPAIR,2025-04-08 03:21:00,O
900609,301601,DISCONNECT,2025-04-08 08:48:45,O
900610,300704,REPAIR,2025-04-08 09:03:12,C
900611,302423,INSTALL,2025-04-08 12:40:09,C
900612,300459,INSTALL,2025-04-08 14:38:28,C
900613,302425,MOVE,2025-04-08 20:00:02,C
900614,300162,UPGRADE,2025-04-08 23:33:27,C
900615,302052,REPAIR,2025-04-09 06:24:27,C
900616,301399,REPAIR,2025-04-09 11:17:49,C
900617,301266,DISCONNECT,2025-04-09 11:29:23,C
900618,302257,MOVE,2025-04-09 13:46:44,C
900619,301175,REPAIR,2025-04-09 18:10:23,X
900620,301809,DISCONNECT,2025-04-09 18:10:36,C
900621,301774,UPGRADE,2025-04-09 19:11:23,O
900622,301395,UPGRADE,2025-04-09 19:35:44,X
900623,301494,DISCONNECT,2025-04-09 23:23:16,O
900624,301894,MOVE,2025-04-09 23:57:10,O
900625,300797,REPAIR,2025-04-10 00:52:38,O
900626,300600,REPAIR,2025-04-10 04:03:33,C
900627,300092,REPAIR,2025-04-10 04:45:44,O
900628,300348,UPGRADE,2025-04-10 05:01:19,C
900629,302325,REPAIR,2025-04-10 07:31:59,C
900630,301258,REPAIR,2025-04-10 08:23:02,C
900631,301904,REPAIR,2025-04-10 10:01:41,C
900632,301642,REPAIR,2025-04-10 11:13:03,C
900633,301239,DISCONNECT,2025-04-10 12:11:50,X
900634,301928,REPAIR,2025-04-10 17:05:14,C
900635,302420,REPAIR,2025-04-10 17:44:50,O
900636,300720,DISCONNECT,2025-04-10 19:35:40,C
900637,300739,UPGRADE,2025-04-10 20:51:00,C
900638,300495,MOVE,2025-04-10 22:22:59,O
900639,301283,UPGRADE,2025-04-10 23:02:29,C
900640,301978,UPGRADE,2025-04-11 06:35:54,C
900641,302461,DISCONNECT,2025-04-11 09:32:23,C
900642,301340,REPAIR,2025-04-11 11:32:36,O
900643,300707,INSTALL,2025-04-11 12:17:35,C
900644,300297,DISCONNECT,2025-04-11 17:18:46,C
900645,302364,UPGRADE,2025-04-11 17:39:21,C
900646,300287,MOVE,2025-04-11 18:00:13,X
900647,301146,UPGRADE,2025-04-11 18:34:11,C
900648,301713,REPAIR,2025-04-11 22:13:41,C
900649,302319,REPAIR,2025-04-12 08:54:37,C
900650,300038,MOVE,2025-04-12 09:14:37,C
900651,302033,DISCONNECT,2025-04-12 15:46:08,C
900652,302306,REPAIR,2025-04-12 18:38:24,C
900653,302497,UPGRADE,2025-04-12 18:41:06,O
900654,302334,DISCONNECT,2025-04-13 03:52:00,X
900655,301569,REPAIR,2025-04-13 04:24:29,X
900656,302397,REPAIR,2025-04-13 12:45:50,O
900657,302277,REPAIR,2025-04-13 17:45:25,C
900658,301032,REPAIR,2025-04-13 19:58:18,O
900659,301205,MOVE,2025-04-14 03:20:18,C
900660,300034,MOVE,2025-04-14 03:58:56,C
900661,302355,REPAIR,2025-04-14 13:03:08,C
900662,300537,DISCONNECT,2025-04-14 13:06:26,C
900663,302362,INSTALL,2025-04-14 13:22:58,C
900664,301782,UPGRADE,2025-04-14 17:35:08,C
900665,302033,UPGRADE,2025-04-14 17:57:37,C
900666,301170,UPGRADE,2025-04-14 20:27:11,C
900667,302500,REPAIR,2025-04-14 22:55:54,O
900668,300261,REPAIR,2025-04-15 14:48:00,O
900669,300163,UPGRADE,2025-04-15 14:55:12,C
900670,302051,DISCONNECT,2025-04-15 20:47:50,C
900671,301049,DISCONNECT,2025-04-15 21:57:04,X
900672,300407,UPGRADE,2025-04-16 04:14:59,C
900673,301866,UPGRADE,2025-04-16 09:52:59,C
900674,300603,REPAIR,2025-04-16 13:36:59,C
900675,300946,MOVE,2025-04-16 16:24:56,C
900676,302306,DISCONNECT,2025-04-16 20:38:28,C
900677,302088,DISCONNECT,2025-04-16 23:34:25,C
900678,300799,REPAIR,2025-04-17 00:25:56,C
900679,301954,REPAIR,2025-04-17 07:39:58,C
900680,301140,INSTALL,2025-04-17 12:15:09,C
900681,301343,REPAIR,2025-04-17 18:16:40,C
900682,300856,REPAIR,2025-04-17 20:53:18,C
900683,302213,INSTALL,2025-04-18 05:08:48,C
900684,301771,REPAIR,2025-04-18 07:22:31,C
900685,301231,UPGRADE,2025-04-18 07:34:46,C
900686,300872,REPAIR,2025-04-18 09:14:43,X
900687,301244,REPAIR,2025-04-18 23:07:31,C
900688,301664,REPAIR,2025-04-19 04:49:49,C
900689,302050,DISCONNECT,2025-04-19 07:17:18,O
900690,300070,INSTALL,2025-04-19 08:46:17,X
900691,301618,DISCONNECT,2025-04-19 09:33:00,C
900692,301884,INSTALL,2025-04-19 10:20:42,C
900693,302146,REPAIR,2025-04-19 10:55:05,C
900694,300870,UPGRADE,2025-04-19 19:22:03,C
900695,301867,INSTALL,2025-04-19 20:58:15,X
900696,302035,INSTALL,2025-04-19 22:37:04,C
900697,302202,UPGRADE,2025-04-20 01:00:41,O
900698,301401,REPAIR,2025-04-20 09:49:19,C
900699,300540,REPAIR,2025-04-20 14:09:13,C
900700,300363,REPAIR,2025-04-20 20:48:05,C
900701,301705,UPGRADE,2025-04-21 02:11:32,C
900702,301799,REPAIR,2025-04-21 03:08:58,C
900703,300206,INSTALL,2025-04-21 03:10:35,C
900704,301318,MOVE,2025-04-21 08:09:23,C
900705,300162,UPGRADE,2025-04-21 13:25:25,O
900706,301958,DISCONNECT,2025-04-21 15:51:13,C
900707,302127,REPAIR,2025-04-21 18:38:15,C
900708,302391,REPAIR,2025-04-21 21:16:32,O
900709,300760,REPAIR,2025-04-21 23:02:05,C
900710,301904,REPAIR,2025-04-22 00:50:58,C
900711,301416,INSTALL,2025-04-22 03:36:08,C
900712,300963,INSTALL,2025-04-22 06:18:31,C
900713,302153,UPGRADE,2025-04-22 10:23:01,C
900714,300636,INSTALL,2025-04-22 11:16:52,X
900715,300369,INSTALL,2025-04-22 15:38:05,C
900716,302075,MOVE,2025-04-22 20:15:07,C
900717,301403,REPAIR,2025-04-22 20:18:58,O
900718,301503,UPGRADE,2025-04-22 22:23:59,C
900719,300404,INSTALL,2025-04-22 23:39:53,C
900720,302165,INSTALL,2025-04-23 03:19:56,C
900721,301337,REPAIR,2025-04-23 04:54:04,C
900722,300776,REPAIR,2025-04-23 08:01:56,C
900723,300806,UPGRADE,2025-04-23 11:12:00,C
900724,300066,INSTALL,2025-04-23 12:27:10,C
900725,301361,UPGRADE,2025-04-23 13:14:41,C
900726,302277,DISCONNECT,2025-04-23 19:23:20,C
900727,301072,DISCONNECT,2025-04-23 21:07:58,C
900728,301336,REPAIR,2025-04-24 02:57:43,C
900729,301852,REPAIR,2025-04-24 04:15:35,C
900730,300120,UPGRADE,2025-04-24 11:04:15,C
900731,302226,REPAIR,2025-04-24 11:53:45,C
900732,301376,INSTALL,2025-04-24 15:22:35,C
900733,300560,REPAIR,2025-04-24 19:08:18,C
900734,301240,DISCONNECT,2025-04-24 20:35:02,C
900735,301590,UPGRADE,2025-04-25 08:55:22,C
900736,302079,DISCONNECT,2025-04-25 18:45:57,X
900737,302048,REPAIR,2025-04-25 19:33:50,C
900738,300422,INSTALL,2025-04-25 20:35:40,C
900739,300061,REPAIR,2025-04-25 20:42:44,O
900740,300836,UPGRADE,2025-04-25 21:13:27,O
900741,300346,REPAIR,2025-04-26 16:23:56,C
900742,301286,INSTALL,2025-04-27 02:26:05,C
900743,301731,REPAIR,2025-04-27 06:41:41,C
900744,301404,REPAIR,2025-04-27 09:10:22,C
900745,302064,UPGRADE,2025-04-27 09:57:41,C
900746,300235,UPGRADE,2025-04-27 10:39:09,C
900747,301299,INSTALL,2025-04-27 16:48:25,C
900748,301640,INSTALL,2025-04-27 17:32:15,C
900749,300009,INSTALL,2025-04-27 19:40:49,O
900750,300551,INSTALL,2025-04-27 20:29:18,O
900751,301944,REPAIR,2025-04-27 22:34:54,C
900752,301332,REPAIR,2025-04-27 23:15:22,C
900753,302003,MOVE,2025-04-28 03:33:19,C
900754,300737,DISCONNECT,2025-04-28 05:51:39,C
900755,301019,MOVE,2025-04-28 06:03:43,C
900756,300261,INSTALL,2025-04-28 12:26:42,C
900757,301227,UPGRADE,2025-04-28 20:08:01,C
900758,301912,INSTALL,2025-04-28 20:37:10,C
900759,301890,UPGRADE,2025-04-29 13:51:53,C
900760,300145,INSTALL,2025-04-29 17:06:43,C
900761,300425,MOVE,2025-04-29 18:39:51,C
900762,300516,REPAIR,2025-04-30 01:08:26,C
900763,302071,REPAIR,2025-04-30 01:48:37,X
900764,301307,REPAIR,2025-04-30 02:39:20,C
900765,301915,REPAIR,2025-04-30 06:20:50,C
900766,300709,DISCONNECT,2025-04-30 07:36:50,C
900767,301465,REPAIR,2025-04-30 08:06:47,C
900768,302231,INSTALL,2025-04-30 13:43:47,C
900769,300889,UPGRADE,2025-04-30 13:57:00,O
900770,300105,REPAIR,2025-04-30 14:51:01,C
900771,300847,REPAIR,2025-04-30 16:35:24,O
900772,300009,DISCONNECT,2025-04-30 17:42:00,C
900773,302227,INSTALL,2025-04-30 22:13:48,C
900774,300255,REPAIR,2025-05-01 03:34:53,C
900775,302169,REPAIR,2025-05-01 05:30:43,C
900776,302321,MOVE,2025-05-01 09:09:47,C
900777,300492,UPGRADE,2025-05-01 10:50:39,O
900778,301634,UPGRADE,2025-05-01 11:34:39,C
900779,300806,REPAIR,2025-05-01 16:59:04,C
900780,301813,UPGRADE,2025-05-01 18:26:23,C
900781,302065,INSTALL,2025-05-01 19:30:24,C
900782,300856,REPAIR,2025-05-02 06:42:06,C
900783,300218,REPAIR,2025-05-02 08:10:49,C
900784,300685,UPGRADE,2025-05-02 15:31:53,O
900785,300380,REPAIR,2025-05-02 16:50:45,C
900786,300537,REPAIR,2025-05-03 00:28:19,C
900787,302220,INSTALL,2025-05-03 01:24:25,C
900788,302479,REPAIR,2025-05-03 01:41:54,C
900789,302065,REPAIR,2025-05-03 07:12:37,C
900790,300770,INSTALL,2025-05-03 11:43:41,C
900791,302317,INSTALL,2025-05-03 14:26:59,C
900792,301464,REPAIR,2025-05-03 19:23:34,C
900793,302427,REPAIR,2025-05-04 11:12:59,C
900794,301248,REPAIR,2025-05-04 12:13:58,O
900795,301992,REPAIR,2025-05-04 18:27:35,O
900796,300765,REPAIR,2025-05-05 06:15:43,C
900797,300156,REPAIR,2025-05-05 07:31:32,C
900798,300704,UPGRADE,2025-05-05 07:39:26,C
900799,301308,UPGRADE,2025-05-05 09:01:21,C
900800,300192,INSTALL,2025-05-05 09:15:44,C
900801,301048,INSTALL,2025-05-05 09:35:30,C
900802,300474,MOVE,2025-05-05 10:02:51,C
900803,300397,REPAIR,2025-05-05 10:40:40,C
900804,300691,REPAIR,2025-05-06 03:09:50,C
900805,302358,UPGRADE,2025-05-06 06:03:57,C
900806,302195,REPAIR,2025-05-06 06:06:09,C
900807,302031,UPGRADE,2025-05-06 06:48:02,C
900808,301486,MOVE,2025-05-06 06:48:39,C
900809,302316,REPAIR,2025-05-06 08:56:18,O
900810,301493,REPAIR,2025-05-06 11:38:50,O
900811,301982,INSTALL,2025-05-06 17:09:40,X
900812,300767,REPAIR,2025-05-06 21:39:32,C
900813,300367,REPAIR,2025-05-07 03:58:43,C
900814,301783,UPGRADE,2025-05-07 08:31:25,O
900815,301015,DISCONNECT,2025-05-07 08:43:30,C
900816,300374,REPAIR,2025-05-07 12:58:15,C
900817,300904,INSTALL,2025-05-07 17:14:43,C
900818,302045,REPAIR,2025-05-07 23:19:53,C
900819,300776,REPAIR,2025-05-08 01:44:04,C
900820,300954,DISCONNECT,2025-05-08 07:10:51,C
900821,300756,REPAIR,2025-05-08 12:53:40,X
900822,300231,MOVE,2025-05-08 14:28:34,C
900823,301047,UPGRADE,2025-05-08 20:30:02,C
900824,301166,DISCONNECT,2025-05-08 20:50:21,C
900825,300261,REPAIR,2025-05-08 20:58:10,O
900826,301380,INSTALL,2025-05-09 00:01:51,O
900827,300248,INSTALL,2025-05-09 04:55:55,C
900828,301486,DISCONNECT,2025-05-09 05:23:42,C
900829,301881,REPAIR,2025-05-10 01:06:39,C
900830,301733,UPGRADE,2025-05-10 03:21:24,C
900831,302302,UPGRADE,2025-05-10 07:45:57,C
900832,301040,INSTALL,2025-05-10 20:44:41,C
900833,301700,INSTALL,2025-05-11 04:39:58,C
900834,300690,INSTALL,2025-05-11 08:29:31,C
900835,301020,INSTALL,2025-05-11 15:58:13,C
900836,301291,REPAIR,2025-05-11 16:09:14,C
900837,302039,INSTALL,2025-05-11 16:15:00,C
900838,300446,UPGRADE,2025-05-11 18:34:21,C
900839,300089,REPAIR,2025-05-11 18:38:44,C
900840,300669,REPAIR,2025-05-11 19:27:02,O
900841,302106,REPAIR,2025-05-12 08:37:50,C
900842,301197,MOVE,2025-05-12 12:50:06,C
900843,301866,REPAIR,2025-05-12 12:58:49,C
900844,300982,INSTALL,2025-05-12 13:08:17,C
900845,302343,UPGRADE,2025-05-12 20:27:37,C
900846,300866,REPAIR,2025-05-12 20:39:47,C
900847,300444,UPGRADE,2025-05-12 22:06:20,O
900848,301644,UPGRADE,2025-05-13 00:05:23,C
900849,300833,UPGRADE,2025-05-13 01:04:49,C
900850,300157,INSTALL,2025-05-13 09:12:16,C
900851,300390,MOVE,2025-05-13 10:38:43,C
900852,302242,REPAIR,2025-05-13 11:55:53,C
900853,301244,INSTALL,2025-05-13 19:27:08,C
900854,301850,DISCONNECT,2025-05-13 19:58:28,C
900855,301909,MOVE,2025-05-13 22:53:07,C
900856,301656,REPAIR,2025-05-14 02:37:12,O
900857,301065,REPAIR,2025-05-14 10:53:33,X
900858,301158,REPAIR,2025-05-14 14:06:28,C
900859,300768,MOVE,2025-05-14 14:56:07,C
900860,301535,INSTALL,2025-05-14 20:40:53,O
900861,300672,UPGRADE,2025-05-14 21:23:44,C
900862,302012,REPAIR,2025-05-15 01:17:11,C
900863,302423,REPAIR,2025-05-15 04:03:45,C
900864,300716,INSTALL,2025-05-15 08:22:34,C
900865,302460,REPAIR,2025-05-15 09:55:30,C
900866,300305,DISCONNECT,2025-05-15 10:12:32,C
900867,300224,INSTALL,2025-05-15 13:32:18,C
900868,301061,MOVE,2025-05-15 15:28:47,C
900869,300737,INSTALL,2025-05-15 18:13:44,C
900870,301110,INSTALL,2025-05-15 18:23:18,C
900871,302367,DISCONNECT,2025-05-15 19:46:40,C
900872,301861,REPAIR,2025-05-15 22:05:07,C
900873,301693,REPAIR,2025-05-16 09:56:22,C
900874,301277,UPGRADE,2025-05-16 10:22:53,O
900875,301680,INSTALL,2025-05-16 12:20:52,C
900876,301377,REPAIR,2025-05-16 13:38:26,C
900877,301311,INSTALL,2025-05-16 19:58:08,C
900878,301631,REPAIR,2025-05-16 20:25:59,C
900879,301563,UPGRADE,2025-05-16 20:50:40,C
900880,300831,REPAIR,2025-05-17 02:13:05,C
900881,300829,DISCONNECT,2025-05-17 10:21:26,C
900882,301421,DISCONNECT,2025-05-17 12:28:26,C
900883,301040,UPGRADE,2025-05-17 13:25:43,C
900884,300408,REPAIR,2025-05-17 15:20:52,C
900885,301315,UPGRADE,2025-05-17 15:37:19,C
900886,302399,REPAIR,2025-05-17 20:38:08,C
900887,300226,REPAIR,2025-05-17 22:08:33,C
900888,300443,REPAIR,2025-05-17 22:11:06,C
900889,301147,REPAIR,2025-05-18 00:01:47,X
900890,301753,MOVE,2025-05-18 05:57:20,C
900891,301130,MOVE,2025-05-18 14:29:28,C
900892,302020,MOVE,2025-05-18 20:23:57,C
900893,301471,UPGRADE,2025-05-18 22:27:19,C
900894,301654,DISCONNECT,2025-05-18 22:28:56,O
900895,300635,REPAIR,2025-05-19 02:34:05,C
900896,300640,REPAIR,2025-05-19 05:52:32,C
900897,300839,DISCONNECT,2025-05-19 06:18:28,C
900898,300581,MOVE,2025-05-19 07:04:48,C
900899,301705,UPGRADE,2025-05-19 07:21:46,O
900900,301209,REPAIR,2025-05-19 07:52:42,O
900901,302400,REPAIR,2025-05-19 19:33:20,O
900902,301749,INSTALL,2025-05-19 23:27:38,C
900903,301194,UPGRADE,2025-05-20 00:38:10,O
900904,301086,DISCONNECT,2025-05-20 05:19:45,C
900905,300906,REPAIR,2025-05-20 05:54:54,C
900906,302114,UPGRADE,2025-05-20 07:17:34,C
900907,302152,UPGRADE,2025-05-20 07:24:43,C
900908,302358,UPGRADE,2025-05-20 10:02:20,C
900909,301169,MOVE,2025-05-20 17:41:36,C
900910,302194,INSTALL,2025-05-20 18:59:15,C
900911,301269,REPAIR,2025-05-20 22:40:50,C
900912,300056,REPAIR,2025-05-20 22:48:21,C
900913,302387,INSTALL,2025-05-21 01:14:30,O
900914,301873,REPAIR,2025-05-21 03:50:34,C
900915,302442,MOVE,2025-05-21 04:31:58,C
900916,302252,REPAIR,2025-05-21 04:54:53,C
900917,301914,REPAIR,2025-05-21 07:55:33,C
900918,302092,REPAIR,2025-05-21 11:38:13,C
900919,300004,REPAIR,2025-05-21 12:40:06,X
900920,301130,REPAIR,2025-05-21 18:16:56,C
900921,300279,REPAIR,2025-05-21 22:08:27,C
900922,300340,DISCONNECT,2025-05-22 02:05:18,C
900923,300674,INSTALL,2025-05-22 02:41:24,C
900924,301963,MOVE,2025-05-22 06:17:29,C
900925,301941,REPAIR,2025-05-22 07:26:19,C
900926,300927,UPGRADE,2025-05-22 08:28:27,C
900927,300904,DISCONNECT,2025-05-23 03:03:48,C
900928,300933,MOVE,2025-05-23 17:23:55,C
900929,302038,REPAIR,2025-05-23 22:28:33,C
900930,302147,DISCONNECT,2025-05-23 23:37:44,C
900931,302120,REPAIR,2025-05-24 08:59:51,C
900932,300035,INSTALL,2025-05-24 13:53:58,C
900933,300457,REPAIR,2025-05-24 14:19:36,C
900934,301789,MOVE,2025-05-24 18:15:14,C
900935,302259,DISCONNECT,2025-05-24 18:28:35,O
900936,301289,REPAIR,2025-05-24 22:43:40,C
900937,301399,REPAIR,2025-05-25 01:32:39,C
900938,302113,UPGRADE,2025-05-25 04:36:09,X
900939,301164,UPGRADE,2025-05-25 08:49:57,X
900940,301409,REPAIR,2025-05-25 09:20:00,C
900941,300796,UPGRADE,2025-05-25 12:04:08,C
900942,302221,UPGRADE,2025-05-25 12:11:31,C
900943,300330,INSTALL,2025-05-25 22:11:37,C
900944,301678,DISCONNECT,2025-05-26 00:54:07,C
900945,301958,INSTALL,2025-05-26 04:05:53,O
900946,301616,REPAIR,2025-05-26 06:53:09,C
900947,300205,MOVE,2025-05-26 11:05:59,C
900948,301650,REPAIR,2025-05-26 12:27:52,C
900949,300389,REPAIR,2025-05-26 15:38:05,C
900950,300546,REPAIR,2025-05-27 03:49:13,C
900951,300632,REPAIR,2025-05-27 05:53:11,C
900952,301558,MOVE,2025-05-27 06:54:24,C
900953,300639,REPAIR,2025-05-27 07:45:19,C
900954,301152,INSTALL,2025-05-27 08:06:54,C
900955,300637,UPGRADE,2025-05-27 08:36:28,C
900956,302283,UPGRADE,2025-05-27 09:55:18,C
900957,300034,MOVE,2025-05-27 15:40:03,C
900958,300677,REPAIR,2025-05-27 15:48:39,C
900959,300563,REPAIR,2025-05-27 18:50:41,C
900960,300741,REPAIR,2025-05-27 21:55:27,C
900961,301998,MOVE,2025-05-28 11:25:05,C
900962,301013,REPAIR,2025-05-28 18:14:52,C
900963,301283,REPAIR,2025-05-28 19:49:35,C
900964,300294,REPAIR,2025-05-28 20:26:29,C
900965,302230,UPGRADE,2025-05-28 22:07:24,C
900966,300074,MOVE,2025-05-29 03:40:51,C
900967,302476,DISCONNECT,2025-05-29 07:32:18,C
900968,300186,UPGRADE,2025-05-29 07:38:30,C
900969,300965,UPGRADE,2025-05-29 07:59:02,C
900970,300480,UPGRADE,2025-05-29 13:27:40,C
900971,300749,REPAIR,2025-05-29 17:20:40,C
900972,302145,INSTALL,2025-05-29 17:27:55,C
900973,301358,DISCONNECT,2025-05-29 17:32:34,O
900974,302050,REPAIR,2025-05-30 00:42:58,C
900975,301153,REPAIR,2025-05-30 02:54:39,O
900976,302484,REPAIR,2025-05-30 04:10:49,C
900977,300610,REPAIR,2025-05-30 15:53:56,C
900978,300264,REPAIR,2025-05-30 16:04:54,C
900979,301104,REPAIR,2025-05-30 19:11:50,X
900980,301905,INSTALL,2025-05-30 19:14:11,C
900981,300434,UPGRADE,2025-05-30 20:50:28,C
900982,301554,MOVE,2025-05-31 04:03:13,C
900983,301860,REPAIR,2025-05-31 04:05:40,C
900984,301235,MOVE,2025-05-31 07:11:42,C
900985,301118,REPAIR,2025-05-31 07:54:05,X
900986,301351,UPGRADE,2025-05-31 09:41:20,O
900987,300672,REPAIR,2025-05-31 14:56:21,C
900988,300346,INSTALL,2025-05-31 18:32:49,C
900989,302114,UPGRADE,2025-05-31 19:12:47,C
900990,301470,UPGRADE,2025-06-01 05:05:52,O
900991,300702,REPAIR,2025-06-01 05:41:26,C
900992,300597,REPAIR,2025-06-01 06:17:24,C
900993,301491,REPAIR,2025-06-01 16:07:19,C
900994,300240,REPAIR,2025-06-01 16:10:14,O
900995,302218,REPAIR,2025-06-01 23:31:16,C
900996,300746,REPAIR,2025-06-02 06:36:08,C
900997,301602,INSTALL,2025-06-02 13:56:27,C
900998,302064,UPGRADE,2025-06-02 16:58:50,C
900999,302171,UPGRADE,2025-06-02 17:56:27,C
901000,300604,UPGRADE,2025-06-02 20:33:26,C
901001,300515,REPAIR,2025-06-03 01:26:21,C
901002,300366,REPAIR,2025-06-03 01:45:59,C
901003,302172,REPAIR,2025-06-03 03:10:03,C
901004,302023,INSTALL,2025-06-03 09:02:42,C
901005,300691,INSTALL,2025-06-03 09:34:16,C
901006,301185,INSTALL,2025-06-03 12:12:16,C
901007,301816,REPAIR,2025-06-03 16:36:33,C
901008,300631,REPAIR,2025-06-03 16:39:07,C
901009,302295,MOVE,2025-06-03 21:28:48,C
901010,301775,UPGRADE,2025-06-03 22:31:22,C
901011,301540,UPGRADE,2025-06-03 23:13:46,C
901012,302405,REPAIR,2025-06-04 02:34:07,O
901013,300062,INSTALL,2025-06-04 04:25:30,C
901014,300092,MOVE,2025-06-04 09:18:49,O
901015,301388,INSTALL,2025-06-04 12:43:52,C
901016,301384,MOVE,2025-06-04 16:49:29,C
901017,300133,INSTALL,2025-06-05 05:51:43,C
901018,301190,UPGRADE,2025-06-05 20:11:44,C
901019,301757,UPGRADE,2025-06-05 21:08:43,C
901020,300651,REPAIR,2025-06-05 22:58:21,C
901021,302230,REPAIR,2025-06-05 23:34:37,O
901022,302341,UPGRADE,2025-06-05 23:50:52,C
901023,301940,MOVE,2025-06-06 00:02:48,C
