plan_history_id,account_id,plan_cd,effective_start,effective_end
664,300526,BUSINESS1G,2018-09-23,2021-10-04
665,300526,FIBER500,2021-10-05,
666,300527,BASIC100,2018-10-09,
667,300528,BASIC100,2018-03-15,2019-12-16
668,300528,GIG1,2019-12-17,
669,300529,BASIC100,2025-05-06,
670,300530,BUSINESS500,2019-04-06,2020-09-29
671,300530,BUSINESS1G,2020-09-30,
672,300531,FIBER500,2022-12-27,
673,300532,FIBER500,2018-09-18,2021-04-17
674,300532,GIG1,2021-04-18,
675,300533,BASIC100,2023-07-08,2026-03-21
676,300533,FIBER500,2026-03-22,
677,300534,BASIC100,2018-05-25,
678,300535,BASIC100,2020-06-21,
679,300536,BASIC100,2018-08-29,2019-05-02
680,300536,BUSINESS500,2019-05-03,
681,300537,FIBER500,2018-03-21,
682,300538,BUSINESS500,2020-05-18,
683,300539,BUSINESS500,2018-11-13,2020-04-02
684,300539,BUSINESS1G,2020-04-03,
685,300540,FIBER500,2018-04-03,
686,300541,BASIC100,2022-05-23,2025-02-06
687,300541,BUSINESS500,2025-02-07,
688,300542,GIG1,2019-04-07,
689,300543,BASIC100,2021-03-16,2021-10-11
690,300543,FIBER500,2021-10-12,
691,300544,GIG1,2025-03-06,
692,300545,FIBER500,2020-11-19,2022-12-19
693,300545,GIG1,2022-12-20,
694,300546,GIG1,2018-05-21,
695,300547,FIBER500,2020-01-27,
696,300548,FIBER500,2019-11-10,2022-05-04
697,300548,BUSINESS500,2022-05-05,
698,300549,BUSINESS500,2019-09-29,
699,300550,BASIC100,2024-09-06,
700,300551,BUSINESS500,2021-03-02,
701,300552,BUSINESS500,2020-06-19,2020-12-21
702,300552,BUSINESS1G,2020-12-22,
703,300553,GIG1,2020-01-15,
704,300554,FIBER500,2020-12-29,
705,300555,BASIC100,2026-01-17,
706,300556,BUSINESS1G,2022-08-11,2023-11-11
707,300556,GIG1,2023-11-12,
708,300557,BUSINESS500,2018-06-29,
709,300558,BUSINESS1G,2023-02-06,
710,300559,BUSINESS500,2025-06-28,
711,300560,GIG1,2018-04-22,2020-07-05
712,300560,BASIC100,2020-07-06,
713,300561,FIBER500,2025-12-07,
714,300562,FIBER500,2025-02-12,
715,300563,BUSINESS500,2022-03-23,
716,300564,BUSINESS1G,2022-09-01,
717,300565,GIG1,2020-03-21,2023-05-21
718,300565,FIBER500,2023-05-22,
719,300566,GIG1,2020-02-20,
720,300567,BUSINESS1G,2019-10-03,
721,300568,BUSINESS500,2025-11-03,
722,300569,BASIC100,2021-12-12,
723,300570,FIBER500,2023-10-20,
724,300571,BUSINESS1G,2024-07-14,
725,300572,BASIC100,2024-11-01,
726,300573,BUSINESS1G,2018-03-28,
727,300574,FIBER500,2020-03-24,
728,300575,GIG1,2024-04-30,
729,300576,BUSINESS500,2019-01-28,2020-07-09
730,300576,GIG1,2020-07-10,
731,300577,GIG1,2020-08-06,
732,300578,BASIC100,2021-09-13,
733,300579,GIG1,2018-01-31,
734,300580,FIBER500,2021-11-08,
735,300581,GIG1,2020-04-21,
736,300582,BUSINESS1G,2020-02-23,2021-07-03
737,300582,BUSINESS500,2021-07-04,
738,300583,FIBER500,2019-01-24,2022-03-31
739,300583,BASIC100,2022-04-01,
740,300584,GIG1,2018-05-02,
741,300585,BUSINESS500,2018-03-23,
742,300586,BUSINESS500,2020-09-29,
743,300587,BASIC100,2019-11-21,
744,300588,FIBER500,2023-05-22,2024-06-19
745,300588,GIG1,2024-06-20,
746,300589,GIG1,2023-05-21,
747,300590,BUSINESS1G,2020-02-25,
748,300591,GIG1,2019-08-20,2021-12-15
749,300591,BUSINESS500,2021-12-16,
750,300592,BASIC100,2025-08-24,
751,300593,GIG1,2021-07-27,2022-06-01
752,300593,BUSINESS500,2022-06-02,
753,300594,BASIC100,2024-06-20,2025-01-07
754,300594,FIBER500,2025-01-08,
755,300595,GIG1,2021-02-04,
756,300596,BUSINESS500,2018-10-02,2021-04-26
757,300596,GIG1,2021-04-27,
758,300597,BASIC100,2023-02-11,
759,300598,BUSINESS1G,2019-01-10,
760,300599,GIG1,2025-04-13,
761,300600,FIBER500,2020-04-13,
762,300601,BUSINESS1G,2024-11-04,
763,300602,BUSINESS1G,2018-04-27,
764,300603,BUSINESS500,2018-06-24,
765,300604,BUSINESS1G,2019-01-08,
766,300605,FIBER500,2019-06-11,2021-08-27
767,300605,BUSINESS1G,2021-08-28,
768,300606,BUSINESS1G,2020-06-30,
769,300607,FIBER500,2021-06-23,
770,300608,FIBER500,2024-02-02,
771,300609,FIBER500,2019-04-30,2022-04-10
772,300609,GIG1,2022-04-11,
773,300610,FIBER500,2024-10-22,
774,300611,FIBER500,2023-11-08,
775,300612,BUSINESS1G,2024-12-08,
776,300613,FIBER500,2022-03-11,
777,300614,GIG1,2021-02-18,
778,300615,BUSINESS500,2020-01-25,
779,300616,FIBER500,2021-02-15,
780,300617,FIBER500,2019-01-17,
781,300618,FIBER500,2023-10-21,
782,300619,BUSINESS500,2021-05-01,
783,300620,GIG1,2023-05-23,2025-04-21
784,300620,BUSINESS1G,2025-04-22,
785,300621,BUSINESS1G,2025-07-08,
786,300622,BASIC100,2022-03-30,
787,300623,BUSINESS500,2022-07-25,
788,300624,BASIC100,2025-03-01,
789,300625,BUSINESS1G,2021-02-14,
790,300626,BUSINESS500,2023-07-17,
791,300627,GIG1,2021-02-07,
792,300628,GIG1,2022-10-07,
793,300629,BUSINESS1G,2025-02-03,
794,300630,BUSINESS500,2020-12-02,
795,300631,GIG1,2021-12-01,2022-10-11
796,300631,BUSINESS1G,2022-10-12,
797,300632,BUSINESS500,2024-08-24,
798,300633,BUSINESS500,2024-06-25,
799,300634,BUSINESS500,2018-09-30,
800,300635,BUSINESS500,2019-06-29,
801,300636,BASIC100,2024-01-04,
802,300637,GIG1,2021-09-17,
803,300638,BUSINESS500,2023-02-20,2024-11-30
804,300638,BUSINESS1G,2024-12-01,
805,300639,GIG1,2023-02-10,2025-01-08
806,300639,BUSINESS1G,2025-01-09,
807,300640,FIBER500,2026-01-12,
808,300641,BUSINESS500,2025-03-19,
809,300642,BUSINESS1G,2023-04-16,2025-08-16
810,300642,FIBER500,2025-08-17,
811,300643,BASIC100,2020-02-01,2022-04-01
812,300643,GIG1,2022-04-02,
813,300644,BUSINESS500,2024-03-31,
814,300645,GIG1,2019-08-02,
815,300646,BUSINESS1G,2024-12-10,
816,300647,BASIC100,2024-12-22,
817,300648,BASIC100,2020-02-26,
818,300649,GIG1,2023-07-30,
819,300650,BASIC100,2025-09-26,
820,300651,BUSINESS500,2026-01-26,
821,300652,BUSINESS500,2022-02-23,
822,300653,BUSINESS500,2022-05-20,
823,300654,GIG1,2018-01-15,
824,300655,BUSINESS500,2023-02-13,
825,300656,BASIC100,2021-05-03,2023-09-23
826,300656,FIBER500,2023-09-24,
827,300657,GIG1,2024-10-29,2025-12-19
828,300657,BUSINESS1G,2025-12-20,
829,300658,GIG1,2024-03-15,
830,300659,BUSINESS500,2023-07-28,
831,300660,BASIC100,2023-07-06,
832,300661,BUSINESS500,2024-07-27,
833,300662,FIBER500,2018-01-18,
834,300663,BASIC100,2024-10-29,
835,300664,BUSINESS500,2018-06-21,
836,300665,BUSINESS1G,2023-01-19,
837,300666,BUSINESS1G,2019-07-31,
838,300667,GIG1,2019-06-07,
839,300668,BUSINESS500,2020-03-31,2022-04-05
840,300668,FIBER500,2022-04-06,
841,300669,GIG1,2021-10-09,2024-06-10
842,300669,BUSINESS500,2024-06-11,
843,300670,BUSINESS500,2018-10-25,
844,300671,BASIC100,2024-03-29,2024-12-02
845,300671,GIG1,2024-12-03,
846,300672,GIG1,2019-06-18,
847,300673,BUSINESS500,2025-08-07,
848,300674,BUSINESS1G,2022-09-13,2025-06-18
849,300674,BUSINESS500,2025-06-19,
850,300675,GIG1,2025-12-20,
851,300676,BASIC100,2019-06-08,
852,300677,GIG1,2023-01-13,
853,300678,BASIC100,2023-08-09,2024-07-26
854,300678,BUSINESS500,2024-07-27,
855,300679,GIG1,2019-03-17,2021-06-16
856,300679,BASIC100,2021-06-17,
857,300680,BUSINESS1G,2019-03-09,
858,300681,GIG1,2020-02-05,2022-07-02
859,300681,BUSINESS500,2022-07-03,
860,300682,BASIC100,2023-02-22,2025-03-28
861,300682,GIG1,2025-03-29,
862,300683,BUSINESS500,2022-11-28,2023-11-06
863,300683,BUSINESS1G,2023-11-07,
864,300684,GIG1,2025-03-01,
865,300685,BUSINESS1G,2024-01-10,
866,300686,FIBER500,2018-10-21,2021-08-17
867,300686,BUSINESS500,2021-08-18,
868,300687,FIBER500,2018-11-05,2020-01-25
869,300687,GIG1,2020-01-26,
870,300688,BASIC100,2024-11-15,
871,300689,FIBER500,2019-05-14,2020-02-25
872,300689,BUSINESS1G,2020-02-26,
873,300690,BUSINESS1G,2021-06-10,2022-10-24
874,300690,GIG1,2022-10-25,
875,300691,BUSINESS1G,2018-10-08,
876,300692,FIBER500,2020-12-28,
877,300693,BUSINESS500,2020-12-21,2022-01-22
878,300693,BASIC100,2022-01-23,
879,300694,BUSINESS500,2019-02-03,2022-04-29
880,300694,BUSINESS1G,2022-04-30,
881,300695,GIG1,2024-06-17,
882,300696,BUSINESS500,2020-03-21,
883,300697,BUSINESS1G,2020-04-09,2023-05-29
884,300697,FIBER500,2023-05-30,
885,300698,BUSINESS1G,2022-04-22,
886,300699,BASIC100,2024-10-17,2026-06-21
887,300699,BUSINESS1G,2026-06-22,
888,300700,BUSINESS500,2020-01-25,2021-08-03
889,300700,BASIC100,2021-08-04,
890,300701,FIBER500,2018-05-25,2021-06-13
891,300701,BUSINESS1G,2021-06-14,
892,300702,FIBER500,2025-03-09,
893,300703,FIBER500,2018-06-12,2019-06-27
894,300703,BUSINESS500,2019-06-28,
895,300704,BUSINESS1G,2018-10-04,2021-03-24
896,300704,FIBER500,2021-03-25,
897,300705,BUSINESS500,2021-10-09,
898,300706,FIBER500,2018-07-31,2020-09-04
899,300706,BUSINESS1G,2020-09-05,
900,300707,BUSINESS1G,2023-09-07,
901,300708,BUSINESS500,2021-01-05,
902,300709,GIG1,2025-08-15,
903,300710,FIBER500,2024-01-03,
904,300711,GIG1,2018-10-28,2019-10-23
905,300711,BUSINESS1G,2019-10-24,
906,300712,FIBER500,2020-09-01,2022-03-24
907,300712,GIG1,2022-03-25,
908,300713,BUSINESS500,2022-10-17,2023-07-15
909,300713,GIG1,2023-07-16,
910,300714,BUSINESS1G,2024-08-09,
911,300715,BUSINESS1G,2019-11-11,
912,300716,GIG1,2020-02-19,
913,300717,GIG1,2024-02-20,
914,300718,BUSINESS1G,2023-06-01,
915,300719,BUSINESS1G,2023-04-21,
916,300720,BASIC100,2024-05-04,
917,300721,GIG1,2019-04-11,2022-01-06
918,300721,FIBER500,2022-01-07,
919,300722,BUSINESS1G,2019-12-28,
920,300723,FIBER500,2023-10-25,
921,300724,GIG1,2022-07-21,
922,300725,BUSINESS500,2023-04-22,
923,300726,GIG1,2020-03-21,
924,300727,BUSINESS1G,2018-01-20,2019-04-19
925,300727,BASIC100,2019-04-20,
926,300728,BUSINESS1G,2022-02-18,
927,300729,BASIC100,2024-04-12,
928,300730,GIG1,2020-05-27,
929,300731,BUSINESS500,2021-12-06,
930,300732,BASIC100,2023-11-08,
931,300733,FIBER500,2018-10-02,2021-09-07
932,300733,GIG1,2021-09-08,
933,300734,BUSINESS1G,2024-06-15,
934,300735,FIBER500,2024-04-13,2025-02-27
935,300735,BUSINESS1G,2025-02-28,
936,300736,BASIC100,2022-07-31,
937,300737,BUSINESS1G,2019-05-18,2021-07-20
938,300737,GIG1,2021-07-21,
939,300738,BUSINESS500,2019-10-19,
940,300739,BASIC100,2025-04-27,
941,300740,BASIC100,2024-05-02,
942,300741,BUSINESS1G,2020-02-29,2021-07-04
943,300741,FIBER500,2021-07-05,
944,300742,FIBER500,2024-09-05,
945,300743,FIBER500,2024-05-06,2025-08-04
946,300743,GIG1,2025-08-05,
947,300744,FIBER500,2019-06-29,
948,300745,GIG1,2023-09-09,
949,300746,GIG1,2022-03-31,
950,300747,FIBER500,2022-09-10,
951,300748,BASIC100,2021-11-17,
952,300749,BASIC100,2020-07-09,2022-09-28
953,300749,FIBER500,2022-09-29,
954,300750,GIG1,2019-06-18,
955,300751,BUSINESS500,2022-05-20,
956,300752,BUSINESS1G,2024-10-28,
957,300753,FIBER500,2018-08-15,
958,300754,BUSINESS500,2024-07-11,2025-05-20
959,300754,FIBER500,2025-05-21,
960,300755,BASIC100,2022-02-21,
961,300756,BUSINESS500,2023-08-12,2026-03-21
962,300756,FIBER500,2026-03-22,
963,300757,BUSINESS1G,2018-04-29,
964,300758,BUSINESS500,2023-03-29,2023-11-16
965,300758,BASIC100,2023-11-17,
966,300759,BASIC100,2020-11-26,
967,300760,BUSINESS500,2023-06-08,
968,300761,BUSINESS500,2024-12-29,
969,300762,BUSINESS500,2021-07-24,
970,300763,GIG1,2020-08-05,2022-05-06
971,300763,BASIC100,2022-05-07,
972,300764,FIBER500,2025-08-31,
973,300765,GIG1,2021-07-04,
974,300766,BUSINESS500,2021-08-14,
975,300767,FIBER500,2024-11-09,
976,300768,BASIC100,2022-11-05,
977,300769,BASIC100,2021-02-14,
978,300770,BUSINESS500,2021-06-06,2024-08-13
979,300770,FIBER500,2024-08-14,
980,300771,GIG1,2020-01-27,
981,300772,FIBER500,2019-10-20,
982,300773,FIBER500,2025-07-29,
983,300774,GIG1,2018-08-23,
984,300775,BUSINESS1G,2022-04-08,
985,300776,BUSINESS1G,2024-03-21,
986,300777,BASIC100,2025-06-05,
987,300778,GIG1,2020-04-27,
988,300779,FIBER500,2022-12-18,
989,300780,BUSINESS1G,2018-07-16,
990,300781,FIBER500,2024-05-15,
991,300782,BUSINESS1G,2024-10-18,
992,300783,BUSINESS500,2022-09-08,
993,300784,BASIC100,2018-03-02,
994,300785,BASIC100,2020-11-21,
995,300786,BUSINESS500,2024-02-25,2025-11-21
996,300786,FIBER500,2025-11-22,
997,300787,FIBER500,2024-05-31,
998,300788,GIG1,2018-01-15,
999,300789,FIBER500,2018-10-23,
1000,300790,GIG1,2023-08-31,
1001,300791,BUSINESS500,2025-11-28,
1002,300792,BUSINESS500,2024-11-21,
1003,300793,BASIC100,2023-03-25,2025-04-18
1004,300793,FIBER500,2025-04-19,
1005,300794,BUSINESS1G,2020-06-22,
1006,300795,BASIC100,2023-01-20,
1007,300796,BUSINESS500,2019-09-07,
1008,300797,BASIC100,2019-12-09,
1009,300798,BUSINESS500,2022-07-30,
1010,300799,FIBER500,2020-08-15,2023-04-30
1011,300799,GIG1,2023-05-01,
1012,300800,FIBER500,2025-03-27,
1013,300801,BUSINESS1G,2022-11-29,
1014,300802,BUSINESS500,2020-05-14,
1015,300803,BUSINESS1G,2020-05-20,
1016,300804,BUSINESS1G,2020-04-09,2020-11-28
1017,300804,BUSINESS500,2020-11-29,
1018,300805,BUSINESS1G,2022-06-15,
1019,300806,FIBER500,2022-07-05,
1020,300807,GIG1,2022-11-18,
1021,300808,BUSINESS1G,2023-11-05,2025-08-14
1022,300808,BASIC100,2025-08-15,
1023,300809,GIG1,2024-01-16,2025-12-13
1024,300809,BUSINESS1G,2025-12-14,
1025,300810,FIBER500,2022-11-20,2025-06-12
1026,300810,GIG1,2025-06-13,
1027,300811,BASIC100,2025-02-25,
1028,300812,BUSINESS500,2025-06-05,
1029,300813,GIG1,2023-08-15,2025-04-02
1030,300813,BASIC100,2025-04-03,
1031,300814,BUSINESS500,2022-12-03,
1032,300815,GIG1,2018-10-31,
1033,300816,FIBER500,2020-09-07,
1034,300817,GIG1,2023-06-09,
1035,300818,FIBER500,2024-01-17,
1036,300819,FIBER500,2018-01-04,
1037,300820,GIG1,2020-04-24,2022-01-27
1038,300820,BUSINESS500,2022-01-28,
1039,300821,BUSINESS500,2021-01-23,
1040,300822,BUSINESS500,2022-10-08,2025-07-31
1041,300822,BASIC100,2025-08-01,
1042,300823,FIBER500,2018-05-11,
1043,300824,BASIC100,2025-03-21,
1044,300825,BUSINESS1G,2023-08-13,2025-08-21
1045,300825,GIG1,2025-08-22,
1046,300826,FIBER500,2022-04-06,
1047,300827,BUSINESS500,2022-10-15,
1048,300828,FIBER500,2019-11-08,2022-07-31
1049,300828,BASIC100,2022-08-01,
1050,300829,BUSINESS1G,2022-10-27,2025-04-05
1051,300829,BUSINESS500,2025-04-06,
1052,300830,BUSINESS1G,2019-03-24,
1053,300831,FIBER500,2018-12-25,2020-08-09
1054,300831,BASIC100,2020-08-10,
1055,300832,BUSINESS500,2021-08-03,
1056,300833,FIBER500,2025-04-22,
1057,300834,GIG1,2020-10-16,
1058,300835,BASIC100,2018-12-17,2022-02-19
1059,300835,BUSINESS500,2022-02-20,
1060,300836,FIBER500,2022-12-10,
1061,300837,BUSINESS1G,2018-06-18,
1062,300838,BUSINESS500,2022-11-11,2023-07-17
1063,300838,FIBER500,2023-07-18,
1064,300839,BUSINESS1G,2020-04-30,2021-04-08
1065,300839,FIBER500,2021-04-09,
1066,300840,BUSINESS500,2021-12-12,
1067,300841,BASIC100,2018-11-18,2021-07-31
1068,300841,FIBER500,2021-08-01,
1069,300842,FIBER500,2025-11-21,
1070,300843,FIBER500,2019-05-03,
1071,300844,BUSINESS1G,2023-07-17,2024-01-21
1072,300844,GIG1,2024-01-22,
1073,300845,GIG1,2023-02-15,2025-09-21
1074,300845,BUSINESS500,2025-09-22,
1075,300846,BASIC100,2024-05-09,
1076,300847,BUSINESS500,2025-07-15,
1077,300848,GIG1,2022-04-18,2023-09-02
1078,300848,BASIC100,2023-09-03,
1079,300849,GIG1,2018-07-31,
1080,300850,BUSINESS1G,2022-05-31,
1081,300851,GIG1,2023-10-19,
1082,300852,BUSINESS500,2025-09-14,
1083,300853,FIBER500,2019-10-30,
1084,300854,GIG1,2018-01-16,2018-07-19
1085,300854,BUSINESS1G,2018-07-20,
1086,300855,GIG1,2020-09-17,
1087,300856,BASIC100,2018-06-20,
1088,300857,BUSINESS500,2021-07-28,
1089,300858,BASIC100,2022-08-04,
1090,300859,FIBER500,2018-11-04,
1091,300860,BUSINESS500,2023-05-22,
1092,300861,BUSINESS500,2024-02-08,
1093,300862,FIBER500,2020-04-27,
1094,300863,BUSINESS1G,2018-11-07,
1095,300864,BASIC100,2019-10-31,
1096,300865,BASIC100,2020-06-15,
1097,300866,FIBER500,2020-09-17,
1098,300867,BUSINESS500,2023-12-26,
1099,300868,BUSINESS1G,2020-02-22,
1100,300869,GIG1,2018-01-13,
1101,300870,BUSINESS1G,2018-01-01,
1102,300871,BASIC100,2020-11-30,
1103,300872,GIG1,2022-06-15,
1104,300873,BUSINESS500,2024-11-14,
1105,300874,BUSINESS1G,2025-02-27,
1106,300875,GIG1,2025-09-18,
1107,300876,FIBER500,2018-02-04,
1108,300877,BUSINESS1G,2022-12-08,2024-08-20
1109,300877,FIBER500,2024-08-21,
1110,300878,BASIC100,2020-05-29,2021-09-21
1111,300878,BUSINESS1G,2021-09-22,
1112,300879,BASIC100,2018-03-30,
1113,300880,BASIC100,2024-01-10,2025-03-29
1114,300880,BUSINESS1G,2025-03-30,
1115,300881,BUSINESS500,2020-07-26,
1116,300882,BUSINESS1G,2024-07-31,
1117,300883,FIBER500,2020-07-25,
1118,300884,BUSINESS500,2025-04-17,
1119,300885,FIBER500,2022-04-27,2024-03-19
1120,300885,BASIC100,2024-03-20,
1121,300886,BASIC100,2020-11-23,
1122,300887,FIBER500,2020-03-21,2021-10-21
1123,300887,GIG1,2021-10-22,
1124,300888,FIBER500,2020-12-25,
1125,300889,BASIC100,2024-10-14,
1126,300890,BASIC100,2021-06-23,
1127,300891,FIBER500,2024-05-25,
1128,300892,BASIC100,2023-06-18,
1129,300893,BUSINESS500,2023-07-11,
1130,300894,BUSINESS1G,2018-10-21,2019-10-28
1131,300894,BUSINESS500,2019-10-29,
1132,300895,BUSINESS1G,2021-02-14,
1133,300896,FIBER500,2023-11-10,
1134,300897,BUSINESS500,2019-11-20,2022-06-20
1135,300897,GIG1,2022-06-21,
1136,300898,BASIC100,2018-10-03,
1137,300899,BASIC100,2025-02-26,
1138,300900,BASIC100,2020-06-23,
1139,300901,FIBER500,2020-05-02,2023-05-27
1140,300901,BUSINESS1G,2023-05-28,
1141,300902,BUSINESS1G,2018-12-12,
1142,300903,FIBER500,2019-03-13,2020-04-21
1143,300903,BUSINESS500,2020-04-22,
1144,300904,GIG1,2024-12-15,
1145,300905,FIBER500,2018-09-03,
1146,300906,BUSINESS500,2023-08-01,2026-04-01
1147,300906,BASIC100,2026-04-02,
1148,300907,BASIC100,2022-01-30,
1149,300908,BUSINESS1G,2024-08-25,
1150,300909,BUSINESS1G,2023-03-06,2025-01-20
1151,300909,BASIC100,2025-01-21,
1152,300910,GIG1,2020-05-15,
1153,300911,BUSINESS500,2018-02-23,
1154,300912,GIG1,2020-02-09,
1155,300913,BASIC100,2021-12-03,2024-07-29
1156,300913,GIG1,2024-07-30,
1157,300914,BUSINESS1G,2025-02-24,
1158,300915,GIG1,2018-09-17,
1159,300916,BUSINESS500,2022-07-11,2023-07-16
1160,300916,GIG1,2023-07-17,
1161,300917,FIBER500,2024-09-20,2025-06-19
1162,300917,GIG1,2025-06-20,
1163,300918,BUSINESS500,2024-05-05,
1164,300919,GIG1,2023-04-06,
1165,300920,GIG1,2023-05-21,
1166,300921,BUSINESS500,2026-01-09,
1167,300922,BUSINESS1G,2023-10-20,
1168,300923,FIBER500,2023-05-21,2024-03-18
1169,300923,BUSINESS1G,2024-03-19,
1170,300924,BUSINESS500,2020-10-20,
1171,300925,GIG1,2024-07-12,
1172,300926,BUSINESS500,2026-01-04,
1173,300927,BUSINESS1G,2023-04-09,2024-07-22
1174,300927,BASIC100,2024-07-23,
1175,300928,BUSINESS1G,2023-04-05,
1176,300929,GIG1,2018-02-01,2018-09-29
1177,300929,BUSINESS1G,2018-09-30,
1178,300930,BASIC100,2020-08-28,
1179,300931,BUSINESS1G,2021-11-13,
1180,300932,BUSINESS1G,2024-11-29,
1181,300933,BASIC100,2023-06-13,
1182,300934,GIG1,2023-09-21,
1183,300935,BUSINESS1G,2024-12-18,
1184,300936,FIBER500,2023-01-26,
1185,300937,BASIC100,2025-07-12,
1186,300938,GIG1,2022-01-21,
1187,300939,FIBER500,2021-03-03,
1188,300940,GIG1,2024-10-10,
1189,300941,BUSINESS500,2021-05-15,2022-03-26
1190,300941,BUSINESS1G,2022-03-27,
1191,300942,BUSINESS1G,2020-04-13,2021-08-13
1192,300942,BUSINESS500,2021-08-14,
1193,300943,BASIC100,2025-01-12,
1194,300944,BUSINESS500,2020-04-30,2020-12-25
1195,300944,FIBER500,2020-12-26,
1196,300945,BUSINESS500,2022-10-12,2024-11-12
1197,300945,FIBER500,2024-11-13,
1198,300946,BUSINESS1G,2025-04-28,
1199,300947,BUSINESS500,2024-05-03,2026-02-15
1200,300947,BASIC100,2026-02-16,
1201,300948,GIG1,2024-08-07,
1202,300949,BUSINESS500,2022-07-05,
1203,300950,FIBER500,2021-01-28,2021-11-27
1204,300950,BASIC100,2021-11-28,
1205,300951,GIG1,2025-08-22,
1206,300952,BASIC100,2019-11-20,
1207,300953,BUSINESS500,2022-04-21,2023-08-17
1208,300953,FIBER500,2023-08-18,
1209,300954,BUSINESS500,2024-08-11,
1210,300955,BASIC100,2021-07-16,2022-08-13
1211,300955,BUSINESS500,2022-08-14,
1212,300956,BUSINESS1G,2022-06-19,2024-03-15
1213,300956,GIG1,2024-03-16,
1214,300957,BUSINESS500,2024-07-26,
1215,300958,BASIC100,2019-12-24,2022-07-08
1216,300958,BUSINESS500,2022-07-09,
1217,300959,BASIC100,2021-07-23,
1218,300960,BUSINESS1G,2025-11-11,
1219,300961,BASIC100,2024-01-27,
1220,300962,BUSINESS1G,2021-03-17,
1221,300963,FIBER500,2024-12-04,
1222,300964,BUSINESS1G,2022-12-17,
1223,300965,GIG1,2023-01-12,
1224,300966,BUSINESS1G,2023-04-19,2024-06-27
1225,300966,GIG1,2024-06-28,
1226,300967,FIBER500,2019-05-04,
1227,300968,BUSINESS1G,2023-02-28,
1228,300969,BASIC100,2021-02-05,
1229,300970,BUSINESS500,2021-06-03,2022-06-17
1230,300970,BASIC100,2022-06-18,
1231,300971,GIG1,2021-07-14,
1232,300972,BUSINESS1G,2023-02-21,
1233,300973,BUSINESS1G,2022-03-19,2023-10-11
1234,300973,BUSINESS500,2023-10-12,
1235,300974,GIG1,2023-10-05,
1236,300975,BUSINESS500,2021-07-14,2022-10-25
1237,300975,BUSINESS1G,2022-10-26,
1238,300976,GIG1,2025-02-23,
1239,300977,GIG1,2022-10-17,2023-08-02
1240,300977,BUSINESS500,2023-08-03,
1241,300978,BUSINESS1G,2025-03-29,
1242,300979,BUSINESS500,2021-06-30,2024-02-07
1243,300979,BUSINESS1G,2024-02-08,
1244,300980,FIBER500,2022-05-12,2023-05-09
1245,300980,BASIC100,2023-05-10,
1246,300981,BUSINESS1G,2023-06-24,
1247,300982,BASIC100,2022-10-17,
1248,300983,GIG1,2021-04-21,
1249,300984,BUSINESS500,2025-02-04,
1250,300985,BUSINESS500,2019-09-27,2020-11-09
1251,300985,FIBER500,2020-11-10,
1252,300986,BUSINESS1G,2019-09-23,2022-10-05
1253,300986,BUSINESS500,2022-10-06,
1254,300987,BASIC100,2019-01-29,
1255,300988,GIG1,2025-09-14,
1256,300989,BUSINESS500,2023-06-01,
1257,300990,BUSINESS1G,2022-01-09,
1258,300991,FIBER500,2024-10-27,2025-05-28
1259,300991,BASIC100,2025-05-29,
1260,300992,BUSINESS500,2025-09-09,
1261,300993,BASIC100,2025-10-21,
1262,300994,GIG1,2023-10-13,
1263,300995,GIG1,2018-12-13,
1264,300996,FIBER500,2024-08-30,
1265,300997,BUSINESS500,2024-01-14,
1266,300998,BUSINESS500,2024-02-20,
1267,300999,BUSINESS1G,2022-03-03,2024-08-20
1268,300999,BASIC100,2024-08-21,
1269,301000,GIG1,2024-02-13,
1270,301001,BUSINESS1G,2025-05-07,
1271,301002,GIG1,2024-04-17,
1272,301003,FIBER500,2018-04-23,
1273,301004,BASIC100,2020-12-24,
1274,301005,GIG1,2021-12-04,2024-07-23
1275,301005,FIBER500,2024-07-24,
1276,301006,GIG1,2018-02-10,
1277,301007,FIBER500,2022-09-05,
1278,301008,BUSINESS500,2020-07-14,
1279,301009,BASIC100,2025-01-22,
1280,301010,GIG1,2024-02-03,
1281,301011,FIBER500,2019-08-16,
1282,301012,BASIC100,2023-09-16,
1283,301013,GIG1,2021-05-31,2024-01-09
1284,301013,BUSINESS1G,2024-01-10,
1285,301014,FIBER500,2020-03-03,
1286,301015,GIG1,2025-07-16,
1287,301016,BUSINESS1G,2025-12-22,
1288,301017,FIBER500,2023-08-15,
1289,301018,BUSINESS1G,2022-07-29,
1290,301019,FIBER500,2018-03-15,
1291,301020,GIG1,2022-11-18,
1292,301021,BUSINESS500,2019-07-05,
1293,301022,BUSINESS1G,2025-07-17,
1294,301023,BASIC100,2024-11-03,
1295,301024,BUSINESS1G,2022-06-27,2025-07-27
1296,301024,FIBER500,2025-07-28,
1297,301025,BUSINESS500,2025-02-16,
1298,301026,BASIC100,2021-05-30,
1299,301027,BUSINESS1G,2020-11-17,
1300,301028,GIG1,2024-05-23,
1301,301029,BUSINESS500,2025-05-05,
1302,301030,BUSINESS500,2022-05-16,2023-08-01
1303,301030,FIBER500,2023-08-02,
1304,301031,BASIC100,2024-11-21,2025-05-29
1305,301031,GIG1,2025-05-30,
1306,301032,GIG1,2025-03-27,
1307,301033,GIG1,2019-04-20,
1308,301034,BUSINESS500,2022-02-24,
1309,301035,BUSINESS500,2024-08-10,2025-05-28
1310,301035,FIBER500,2025-05-29,
1311,301036,BUSINESS500,2020-04-26,
