snapshot_id,snapshot_date,account_id,balance,status_cd
10277,2025-06-30,300869,10.08,CURRENT
10278,2025-06-30,301056,188.4,CURRENT
10279,2025-06-30,301737,29.37,30
10280,2025-06-30,302496,69.61,CURRENT
10281,2025-06-30,300050,257.06,CURRENT
10282,2025-06-30,301557,70.23,60
10283,2025-06-30,300823,18.46,CURRENT
10284,2025-06-30,302305,68.89,CURRENT
10285,2025-06-30,300612,79.54,CURRENT
10286,2025-06-30,301073,188.5,CURRENT
10287,2025-06-30,301755,26.06,CURRENT
10288,2025-06-30,302442,49.75,60
10289,2025-06-30,301935,199.01,CURRENT
10290,2025-06-30,301098,39.1,CURRENT
10291,2025-06-30,300472,73.0,CURRENT
10292,2025-06-30,301572,48.15,CURRENT
10293,2025-06-30,301017,59.87,CURRENT
10294,2025-06-30,302207,164.54,CURRENT
10295,2025-06-30,300291,149.05,90+
10296,2025-06-30,302116,89.05,CURRENT
10297,2025-06-30,301120,59.89,CURRENT
10298,2025-06-30,300650,133.01,CURRENT
10299,2025-06-30,302061,118.53,30
10300,2025-06-30,302246,202.16,30
10301,2025-06-30,301286,152.39,CURRENT
10302,2025-06-30,301004,135.87,CURRENT
10303,2025-06-30,300021,146.91,CURRENT
10304,2025-06-30,302258,49.52,CURRENT
10305,2025-06-30,301608,132.96,CURRENT
10306,2025-06-30,300335,175.62,30
10307,2025-06-30,300133,43.72,60
10308,2025-06-30,301827,43.27,CURRENT
10309,2025-06-30,301856,71.34,90+
10310,2025-06-30,302108,78.82,CURRENT
10311,2025-06-30,301393,60.96,CURRENT
10312,2025-06-30,302326,45.85,90+
10313,2025-06-30,300710,42.74,60
10314,2025-06-30,301074,66.82,CURRENT
10315,2025-06-30,300774,54.17,CURRENT
10316,2025-06-30,302284,77.44,CURRENT
10317,2025-06-30,301334,18.16,CURRENT
10318,2025-06-30,301215,113.68,CURRENT
10319,2025-06-30,301892,93.9,CURRENT
10320,2025-06-30,301339,35.07,CURRENT
10321,2025-06-30,301826,82.65,CURRENT
10322,2025-06-30,302020,162.57,CURRENT
10323,2025-06-30,302434,17.82,60
10324,2025-06-30,301865,22.43,CURRENT
10325,2025-06-30,302350,190.41,CURRENT
10326,2025-06-30,302043,206.81,CURRENT
10327,2025-06-30,300611,102.21,CURRENT
10328,2025-06-30,302423,47.69,CURRENT
10329,2025-06-30,302380,65.11,30
10330,2025-06-30,300556,87.93,CURRENT
10331,2025-06-30,302065,85.31,CURRENT
10332,2025-06-30,302070,100.96,30
10333,2025-06-30,300438,43.12,30
10334,2025-06-30,302178,53.53,CURRENT
10335,2025-06-30,301208,131.84,CURRENT
10336,2025-06-30,302358,165.28,CURRENT
10337,2025-06-30,300685,158.39,30
10338,2025-06-30,300533,34.96,CURRENT
10339,2025-06-30,300813,43.49,CURRENT
10340,2025-06-30,301736,45.09,CURRENT
10341,2025-06-30,301543,93.93,CURRENT
10342,2025-06-30,300968,34.03,CURRENT
10343,2025-06-30,300275,71.44,CURRENT
10344,2025-06-30,300217,81.58,CURRENT
10345,2025-06-30,301996,24.48,CURRENT
10346,2025-06-30,300110,175.04,CURRENT
10347,2025-06-30,300419,240.58,CURRENT
10348,2025-06-30,302148,28.19,CURRENT
10349,2025-06-30,300739,75.07,60
10350,2025-06-30,300363,44.11,CURRENT
10351,2025-06-30,302275,122.39,CURRENT
10352,2025-06-30,300527,59.81,CURRENT
10353,2025-06-30,300147,97.26,CURRENT
10354,2025-06-30,301768,15.04,CURRENT
10355,2025-06-30,300129,38.49,CURRENT
10356,2025-06-30,301077,127.68,60
10357,2025-06-30,300183,71.24,CURRENT
10358,2025-06-30,300369,144.65,30
10359,2025-06-30,301607,85.38,CURRENT
10360,2025-06-30,302255,69.32,CURRENT
10361,2025-06-30,301678,112.42,CURRENT
10362,2025-06-30,302092,46.53,CURRENT
10363,2025-06-30,300859,147.04,CURRENT
10364,2025-06-30,301919,121.26,CURRENT
10365,2025-06-30,301509,263.63,60
10366,2025-06-30,300223,42.4,CURRENT
10367,2025-06-30,301275,61.97,CURRENT
10368,2025-06-30,301638,43.4,CURRENT
10369,2025-06-30,301100,38.35,CURRENT
10370,2025-06-30,300408,12.2,CURRENT
10371,2025-06-30,300285,54.02,CURRENT
10372,2025-06-30,300792,58.94,CURRENT
10373,2025-06-30,300918,180.56,CURRENT
10374,2025-06-30,301989,114.28,CURRENT
10375,2025-06-30,300816,52.85,CURRENT
10376,2025-06-30,300413,61.7,CURRENT
10377,2025-06-30,300785,89.98,CURRENT
10378,2025-06-30,300280,71.69,60
10379,2025-06-30,301739,61.98,CURRENT
10380,2025-06-30,300733,282.92,CURRENT
10381,2025-06-30,302403,61.78,CURRENT
10382,2025-06-30,301188,120.75,CURRENT
10383,2025-06-30,302398,39.54,CURRENT
10384,2025-06-30,301921,174.22,CURRENT
10385,2025-06-30,301337,145.62,CURRENT
10386,2025-06-30,301454,130.26,CURRENT
10387,2025-06-30,301651,72.95,CURRENT
10388,2025-06-30,301293,178.87,CURRENT
10389,2025-06-30,301249,69.64,CURRENT
10390,2025-06-30,301449,101.39,CURRENT
10391,2025-06-30,302047,67.07,CURRENT
10392,2025-06-30,300970,162.21,90+
10393,2025-06-30,300509,41.54,CURRENT
10394,2025-06-30,301671,67.9,CURRENT
10395,2025-06-30,300911,139.08,CURRENT
10396,2025-06-30,302208,444.0,CURRENT
10397,2025-06-30,301903,105.24,CURRENT
10398,2025-06-30,300333,70.56,CURRENT
10399,2025-06-30,302034,160.13,CURRENT
10400,2025-06-30,301110,50.02,CURRENT
10401,2025-06-30,301026,36.85,60
10402,2025-06-30,302439,183.39,CURRENT
10403,2025-06-30,301620,156.15,CURRENT
10404,2025-06-30,300427,70.53,CURRENT
10405,2025-06-30,300481,44.87,CURRENT
10406,2025-06-30,300740,302.51,CURRENT
10407,2025-06-30,302440,31.44,CURRENT
10408,2025-06-30,300030,144.72,CURRENT
10409,2025-06-30,301475,323.86,CURRENT
10410,2025-06-30,301134,137.35,CURRENT
10411,2025-06-30,301883,124.36,CURRENT
10412,2025-06-30,300425,76.86,CURRENT
10413,2025-06-30,301450,50.48,CURRENT
10414,2025-06-30,301014,73.18,CURRENT
10415,2025-06-30,300386,43.25,CURRENT
10416,2025-06-30,300316,39.19,CURRENT
10417,2025-06-30,301972,59.51,CURRENT
10418,2025-06-30,301690,19.69,CURRENT
10419,2025-06-30,300163,44.3,CURRENT
10420,2025-06-30,300675,100.49,CURRENT
10421,2025-06-30,301062,123.88,CURRENT
10422,2025-06-30,300828,66.72,CURRENT
10423,2025-06-30,302433,196.4,CURRENT
10424,2025-06-30,300409,131.28,CURRENT
10425,2025-06-30,300537,91.23,CURRENT
10426,2025-06-30,300767,75.7,CURRENT
10427,2025-06-30,300482,117.38,CURRENT
10428,2025-06-30,301201,128.09,CURRENT
10429,2025-06-30,302320,68.62,CURRENT
10430,2025-06-30,301319,90.72,CURRENT
10431,2025-06-30,300928,122.61,CURRENT
10432,2025-06-30,301032,29.13,CURRENT
10433,2025-06-30,301665,202.44,30
10434,2025-06-30,300045,68.28,CURRENT
10435,2025-06-30,301467,74.59,CURRENT
10436,2025-06-30,302109,80.37,CURRENT
10437,2025-06-30,300843,55.75,30
10438,2025-06-30,301573,65.52,CURRENT
10439,2025-06-30,301267,37.27,CURRENT
10440,2025-06-30,301064,77.88,CURRENT
10441,2025-06-30,301956,99.62,CURRENT
10442,2025-06-30,300398,83.56,CURRENT
10443,2025-06-30,301310,57.18,CURRENT
10444,2025-06-30,302166,52.37,CURRENT
10445,2025-06-30,301782,55.48,CURRENT
10446,2025-06-30,301436,49.45,30
10447,2025-06-30,301111,84.96,CURRENT
10448,2025-06-30,301072,44.31,CURRENT
10449,2025-06-30,301670,167.77,CURRENT
10450,2025-06-30,301030,107.36,90+
10451,2025-06-30,301773,45.04,CURRENT
10452,2025-06-30,302267,110.73,CURRENT
10453,2025-06-30,300717,131.51,CURRENT
10454,2025-06-30,302452,47.57,CURRENT
10455,2025-06-30,302339,152.88,CURRENT
10456,2025-06-30,302001,72.57,CURRENT
10457,2025-06-30,301220,95.97,CURRENT
10458,2025-06-30,301796,35.23,CURRENT
10459,2025-06-30,301595,28.26,CURRENT
10460,2025-06-30,300134,85.49,CURRENT
10461,2025-06-30,300082,49.01,30
10462,2025-06-30,301172,92.94,CURRENT
10463,2025-06-30,300946,56.66,CURRENT
10464,2025-06-30,300344,201.75,CURRENT
10465,2025-06-30,300404,90.51,90+
10466,2025-06-30,300337,97.78,CURRENT
10467,2025-06-30,302391,86.24,60
10468,2025-06-30,300148,16.21,CURRENT
10469,2025-06-30,301355,68.57,CURRENT
10470,2025-06-30,302291,75.59,CURRENT
10471,2025-06-30,302283,133.41,CURRENT
10472,2025-06-30,302357,128.26,CURRENT
10473,2025-06-30,300777,117.62,CURRENT
10474,2025-06-30,301518,96.53,CURRENT
10475,2025-06-30,301578,45.97,CURRENT
10476,2025-06-30,301195,72.49,CURRENT
10477,2025-06-30,300328,103.21,CURRENT
10478,2025-06-30,300392,80.42,30
10479,2025-06-30,301254,151.83,CURRENT
10480,2025-06-30,300980,213.43,CURRENT
10481,2025-06-30,301292,154.64,CURRENT
10482,2025-06-30,300796,92.57,CURRENT
10483,2025-06-30,300299,113.66,30
10484,2025-06-30,300079,100.12,CURRENT
10485,2025-06-30,300039,39.19,60
10486,2025-06-30,302136,150.11,CURRENT
10487,2025-06-30,301039,54.0,CURRENT
10488,2025-06-30,300272,75.25,90+
10489,2025-06-30,301463,23.02,CURRENT
10490,2025-06-30,300400,60.63,CURRENT
10491,2025-06-30,300998,15.65,CURRENT
10492,2025-06-30,301814,88.18,CURRENT
10493,2025-06-30,301501,25.67,CURRENT
10494,2025-06-30,300906,87.06,CURRENT
10495,2025-06-30,300317,89.54,CURRENT
10496,2025-06-30,300736,103.45,60
10497,2025-06-30,300457,153.93,CURRENT
10498,2025-06-30,301600,61.62,CURRENT
10499,2025-06-30,302356,161.61,CURRENT
10500,2025-06-30,300436,3.59,CURRENT
10501,2025-06-30,301279,249.27,CURRENT
10502,2025-06-30,301389,70.77,CURRENT
10503,2025-06-30,302184,104.42,60
10504,2025-06-30,301519,174.72,60
10505,2025-06-30,302369,128.14,30
10506,2025-06-30,301221,50.75,CURRENT
10507,2025-06-30,301551,73.51,CURRENT
10508,2025-06-30,300403,167.69,CURRENT
10509,2025-06-30,301268,44.11,CURRENT
10510,2025-06-30,300145,50.22,90+
10511,2025-06-30,300603,53.71,60
10512,2025-06-30,300467,105.84,CURRENT
10513,2025-06-30,302248,81.06,CURRENT
10514,2025-06-30,300753,10.05,CURRENT
10515,2025-06-30,301162,45.95,CURRENT
10516,2025-06-30,300991,69.71,CURRENT
10517,2025-06-30,300230,265.32,CURRENT
10518,2025-06-30,300009,85.97,CURRENT
10519,2025-06-30,302154,95.31,CURRENT
10520,2025-06-30,302250,16.14,CURRENT
10521,2025-06-30,300401,171.23,90+
10522,2025-06-30,300584,79.43,CURRENT
10523,2025-06-30,302222,122.66,CURRENT
10524,2025-06-30,300827,135.26,CURRENT
10525,2025-06-30,300139,52.19,CURRENT
10526,2025-06-30,301855,125.95,CURRENT
10527,2025-06-30,301376,38.18,CURRENT
10528,2025-06-30,300802,93.97,CURRENT
10529,2025-06-30,301263,75.21,CURRENT
10530,2025-06-30,301687,91.96,CURRENT
10531,2025-06-30,301037,127.56,CURRENT
10532,2025-06-30,301657,88.55,90+
10533,2025-06-30,302315,77.11,60
10534,2025-06-30,301078,49.16,CURRENT
10535,2025-06-30,301714,190.62,30
10536,2025-06-30,302298,126.85,CURRENT
10537,2025-06-30,300532,49.33,CURRENT
10538,2025-06-30,301711,94.4,CURRENT
10539,2025-06-30,302387,170.24,CURRENT
10540,2025-06-30,301757,56.41,CURRENT
10541,2025-06-30,300494,163.71,CURRENT
10542,2025-06-30,300422,45.59,CURRENT
10543,2025-06-30,301772,165.83,30
10544,2025-06-30,300590,29.48,CURRENT
10545,2025-06-30,301823,123.78,90+
10546,2025-06-30,301076,61.43,CURRENT
10547,2025-06-30,302071,49.81,CURRENT
10548,2025-06-30,301472,43.19,CURRENT
10549,2025-06-30,300430,16.57,CURRENT
10550,2025-06-30,300642,101.37,CURRENT
10551,2025-06-30,300680,138.45,CURRENT
10552,2025-06-30,302064,116.64,CURRENT
10553,2025-06-30,302311,113.75,CURRENT
10554,2025-06-30,300793,69.41,30
10555,2025-06-30,300374,72.25,CURRENT
10556,2025-06-30,302418,130.71,CURRENT
10557,2025-06-30,300651,35.05,CURRENT
10558,2025-06-30,302059,83.49,CURRENT
10559,2025-06-30,300070,103.65,CURRENT
10560,2025-06-30,301880,185.83,CURRENT
10561,2025-06-30,301950,40.29,CURRENT
10562,2025-06-30,300465,221.07,CURRENT
10563,2025-06-30,301251,38.29,CURRENT
10564,2025-06-30,300683,127.49,CURRENT
10565,2025-06-30,301277,21.89,CURRENT
10566,2025-06-30,300729,188.53,CURRENT
10567,2025-06-30,301256,47.65,60
10568,2025-06-30,301192,35.22,CURRENT
10569,2025-06-30,301696,56.26,CURRENT
10570,2025-06-30,301846,150.86,CURRENT
10571,2025-06-30,301854,40.59,CURRENT
10572,2025-06-30,300545,55.77,CURRENT
10573,2025-06-30,301350,127.64,CURRENT
10574,2025-06-30,301384,117.21,CURRENT
10575,2025-06-30,301253,51.28,CURRENT
10576,2025-06-30,301766,21.4,60
10577,2025-06-30,301906,42.8,CURRENT
10578,2025-06-30,301378,104.59,CURRENT
10579,2025-06-30,301562,73.63,CURRENT
10580,2025-06-30,301897,117.76,CURRENT
10581,2025-06-30,302364,161.14,CURRENT
10582,2025-06-30,300567,123.44,CURRENT
10583,2025-06-30,300488,99.55,CURRENT
10584,2025-06-30,300814,102.53,CURRENT
10585,2025-06-30,301959,35.37,CURRENT
10586,2025-06-30,302230,19.74,CURRENT
10587,2025-06-30,301925,135.74,CURRENT
10588,2025-06-30,302410,85.23,CURRENT
10589,2025-06-30,300351,4.23,CURRENT
10590,2025-06-30,301635,52.47,CURRENT
10591,2025-06-30,301591,140.61,CURRENT
10592,2025-06-30,300568,161.36,CURRENT
10593,2025-06-30,300924,77.14,CURRENT
10594,2025-06-30,302292,34.69,CURRENT
10595,2025-06-30,300613,128.35,CURRENT
10596,2025-06-30,301345,54.25,CURRENT
10597,2025-06-30,300817,52.79,CURRENT
10598,2025-06-30,301621,105.13,CURRENT
10599,2025-06-30,301296,24.46,30
10600,2025-06-30,300555,150.59,CURRENT
10601,2025-06-30,302337,51.45,CURRENT
10602,2025-06-30,301377,66.84,CURRENT
10603,2025-06-30,301045,119.49,CURRENT
10604,2025-06-30,301645,56.44,CURRENT
10605,2025-06-30,301669,131.03,CURRENT
10606,2025-06-30,300449,74.25,CURRENT
10607,2025-06-30,302053,35.63,30
10608,2025-06-30,301309,206.23,CURRENT
10609,2025-06-30,300943,24.39,CURRENT
10610,2025-06-30,302231,231.65,CURRENT
10611,2025-06-30,300177,138.51,CURRENT
10612,2025-06-30,301065,54.75,30
10613,2025-06-30,302007,18.92,CURRENT
10614,2025-06-30,301271,27.07,CURRENT
10615,2025-06-30,302470,130.26,CURRENT
10616,2025-06-30,300232,22.22,CURRENT
10617,2025-06-30,301308,33.76,CURRENT
10618,2025-06-30,301992,98.95,CURRENT
10619,2025-06-30,300013,149.87,30
10620,2025-06-30,300064,142.18,CURRENT
10621,2025-06-30,300549,37.48,CURRENT
10622,2025-06-30,301616,29.94,CURRENT
10623,2025-06-30,300838,242.46,CURRENT
10624,2025-06-30,300743,83.18,CURRENT
10625,2025-06-30,302142,71.92,CURRENT
10626,2025-06-30,301061,44.38,CURRENT
10627,2025-06-30,300502,19.57,CURRENT
10628,2025-06-30,302240,117.59,60
10629,2025-06-30,301002,128.72,CURRENT
10630,2025-06-30,300874,61.49,30
10631,2025-06-30,300686,132.45,60
10632,2025-06-30,300061,56.73,CURRENT
10633,2025-06-30,300716,41.07,CURRENT
10634,2025-06-30,300587,52.85,CURRENT
10635,2025-06-30,300118,48.49,60
10636,2025-06-30,301707,85.46,CURRENT
10637,2025-06-30,301177,46.37,CURRENT
10638,2025-06-30,300842,36.24,CURRENT
10639,2025-06-30,300253,55.82,CURRENT
10640,2025-06-30,302351,38.69,CURRENT
10641,2025-06-30,300094,198.86,CURRENT
10642,2025-06-30,301654,8.63,30
10643,2025-06-30,301622,163.22,CURRENT
10644,2025-06-30,300406,136.35,CURRENT
10645,2025-06-30,302106,13.79,CURRENT
10646,2025-06-30,301878,132.41,CURRENT
10647,2025-06-30,302273,92.79,CURRENT
10648,2025-06-30,301955,35.8,CURRENT
10649,2025-06-30,301284,72.0,CURRENT
10650,2025-06-30,300643,7.69,CURRENT
10651,2025-06-30,301729,80.21,CURRENT
10652,2025-06-30,300296,52.53,CURRENT
10653,2025-06-30,301399,69.93,CURRENT
10654,2025-06-30,301806,81.82,CURRENT
10655,2025-06-30,301489,50.44,CURRENT
10656,2025-06-30,302168,236.89,CURRENT
10657,2025-06-30,301513,115.87,CURRENT
10658,2025-06-30,301777,109.48,CURRENT
10659,2025-06-30,301422,45.59,CURRENT
10660,2025-06-30,300362,56.71,CURRENT
10661,2025-06-30,300575,73.71,CURRENT
10662,2025-06-30,300570,248.77,CURRENT
10663,2025-06-30,302401,63.04,60
10664,2025-06-30,302224,157.39,CURRENT
10665,2025-06-30,302323,33.95,CURRENT
10666,2025-06-30,300107,35.67,CURRENT
10667,2025-06-30,300791,166.19,CURRENT
10668,2025-06-30,302197,173.21,CURRENT
10669,2025-06-30,301541,18.96,90+
10670,2025-06-30,300615,97.44,CURRENT
10671,2025-06-30,301724,41.69,CURRENT
10672,2025-06-30,301379,9.42,30
10673,2025-06-30,302022,91.29,30
10674,2025-06-30,302204,41.39,CURRENT
10675,2025-06-30,301812,100.0,CURRENT
10676,2025-06-30,300582,145.25,CURRENT
10677,2025-06-30,301821,195.24,CURRENT
10678,2025-06-30,302378,83.33,CURRENT
10679,2025-06-30,300454,196.64,30
10680,2025-06-30,302072,28.29,CURRENT
10681,2025-06-30,301173,113.26,CURRENT
10682,2025-06-30,300361,13.17,CURRENT
10683,2025-06-30,301598,154.12,CURRENT
10684,2025-06-30,301799,85.88,CURRENT
10685,2025-06-30,300679,72.94,CURRENT
10686,2025-06-30,301295,84.01,CURRENT
10687,2025-06-30,301410,35.51,CURRENT
10688,2025-06-30,301706,178.9,CURRENT
10689,2025-06-30,301390,82.51,CURRENT
10690,2025-06-30,301851,152.83,60
10691,2025-06-30,301917,61.25,CURRENT
10692,2025-06-30,300315,193.71,CURRENT
10693,2025-06-30,300809,146.52,CURRENT
10694,2025-06-30,300095,58.79,CURRENT
10695,2025-06-30,302463,105.64,CURRENT
10696,2025-06-30,300894,138.84,CURRENT
10697,2025-06-30,302211,46.23,CURRENT
10698,2025-06-30,301369,96.03,CURRENT
10699,2025-06-30,301886,50.31,CURRENT
10700,2025-06-30,301896,139.08,CURRENT
10701,2025-06-30,300724,56.17,CURRENT
10702,2025-06-30,300044,230.01,CURRENT
10703,2025-06-30,300850,26.64,CURRENT
10704,2025-06-30,302152,17.53,30
10705,2025-06-30,300308,173.22,CURRENT
10706,2025-06-30,301740,19.75,CURRENT
10707,2025-06-30,302172,142.57,CURRENT
10708,2025-06-30,300572,41.54,CURRENT
10709,2025-06-30,302317,101.27,CURRENT
10710,2025-06-30,300565,60.8,CURRENT
10711,2025-06-30,301681,63.43,CURRENT
10712,2025-06-30,301850,54.94,CURRENT
10713,2025-06-30,300728,122.23,CURRENT
10714,2025-06-30,300515,37.36,CURRENT
10715,2025-06-30,300892,23.31,CURRENT
10716,2025-06-30,301688,38.97,CURRENT
10717,2025-06-30,300897,64.71,CURRENT
10718,2025-06-30,302252,123.26,CURRENT
10719,2025-06-30,300020,67.77,CURRENT
10720,2025-06-30,302293,172.49,60
10721,2025-06-30,301898,70.7,CURRENT
10722,2025-06-30,301183,154.27,90+
10723,2025-06-30,300144,99.68,CURRENT
10724,2025-06-30,300365,108.24,CURRENT
10725,2025-06-30,301380,29.65,60
10726,2025-06-30,302243,80.67,CURRENT
10727,2025-06-30,300220,69.63,CURRENT
10728,2025-06-30,301200,57.74,30
10729,2025-06-30,302272,116.41,CURRENT
10730,2025-06-30,301831,62.14,CURRENT
10731,2025-06-30,302475,46.65,CURRENT
10732,2025-06-30,300042,58.96,CURRENT
10733,2025-06-30,300553,100.49,30
10734,2025-06-30,301127,115.0,CURRENT
10735,2025-06-30,301675,42.44,CURRENT
10736,2025-06-30,301920,77.44,CURRENT
10737,2025-06-30,301991,92.0,60
10738,2025-06-30,301901,67.3,30
10739,2025-06-30,300135,64.1,CURRENT
10740,2025-06-30,301537,41.99,CURRENT
10741,2025-06-30,302427,17.67,CURRENT
10742,2025-06-30,301873,102.81,CURRENT
10743,2025-06-30,301539,188.15,CURRENT
10744,2025-06-30,302456,112.13,CURRENT
10745,2025-06-30,302451,39.4,CURRENT
10746,2025-06-30,300480,165.13,CURRENT
10747,2025-06-30,301626,128.68,CURRENT
10748,2025-06-30,301185,185.23,CURRENT
10749,2025-06-30,300901,208.9,CURRENT
10750,2025-06-30,301563,21.91,CURRENT
10751,2025-06-30,301792,77.46,CURRENT
10752,2025-06-30,300795,81.87,CURRENT
10753,2025-06-30,300872,55.01,CURRENT
10754,2025-06-30,301697,153.14,CURRENT
10755,2025-06-30,301146,115.88,CURRENT
10756,2025-06-30,301297,45.73,CURRENT
10757,2025-06-30,301810,28.8,CURRENT
10758,2025-06-30,300609,73.43,CURRENT
10759,2025-06-30,302494,73.73,CURRENT
10760,2025-06-30,301166,67.83,CURRENT
10761,2025-06-30,301776,46.17,30
10762,2025-06-30,300396,148.25,CURRENT
10763,2025-06-30,301564,52.2,CURRENT
10764,2025-06-30,300069,138.03,CURRENT
10765,2025-06-30,300213,84.91,30
10766,2025-06-30,300015,166.37,CURRENT
10767,2025-06-30,301930,46.33,CURRENT
10768,2025-06-30,301122,84.21,30
10769,2025-06-30,302472,192.92,CURRENT
10770,2025-06-30,300578,157.61,CURRENT
10771,2025-06-30,302296,179.19,CURRENT
10772,2025-06-30,301313,17.25,CURRENT
10773,2025-06-30,300731,35.98,30
10774,2025-06-30,302173,162.27,30
10775,2025-06-30,301451,20.13,CURRENT
10776,2025-06-30,301028,67.79,CURRENT
10777,2025-06-30,302304,39.07,CURRENT
10778,2025-06-30,300944,60.32,CURRENT
10779,2025-06-30,302223,67.37,CURRENT
10780,2025-06-30,301816,126.28,CURRENT
10781,2025-06-30,301798,83.38,CURRENT
10782,2025-06-30,302422,53.96,CURRENT
10783,2025-06-30,302454,78.31,CURRENT
10784,2025-06-30,301876,71.89,CURRENT
10785,2025-06-30,300122,190.92,CURRENT
10786,2025-06-30,300552,100.17,CURRENT
10787,2025-06-30,300992,42.12,60
10788,2025-06-30,300355,98.55,CURRENT
10789,2025-06-30,301306,20.34,60
10790,2025-06-30,300759,57.94,CURRENT
10791,2025-06-30,301182,41.0,CURRENT
10792,2025-06-30,300076,37.41,CURRENT
10793,2025-06-30,300561,77.45,CURRENT
10794,2025-06-30,301482,50.69,CURRENT
10795,2025-06-30,301252,128.71,30
10796,2025-06-30,300987,75.5,CURRENT
10797,2025-06-30,301960,115.67,CURRENT
10798,2025-06-30,300962,117.74,CURRENT
10799,2025-06-30,301761,38.47,CURRENT
10800,2025-06-30,302290,52.31,30
10801,2025-06-30,300211,37.01,30
10802,2025-06-30,301015,86.8,CURRENT
10803,2025-06-30,302082,137.49,CURRENT
10804,2025-06-30,301455,103.47,CURRENT
10805,2025-06-30,300165,26.04,60
10806,2025-06-30,301241,75.67,30
10807,2025-06-30,302393,64.7,CURRENT
10808,2025-06-30,302469,56.29,CURRENT
10809,2025-06-30,302221,15.31,CURRENT
10810,2025-06-30,301247,108.18,CURRENT
10811,2025-06-30,300289,94.84,CURRENT
10812,2025-06-30,301163,34.29,CURRENT
10813,2025-06-30,300790,124.61,CURRENT
10814,2025-06-30,301655,100.39,CURRENT
10815,2025-06-30,300164,78.33,CURRENT
10816,2025-06-30,301993,86.31,30
10817,2025-06-30,301877,120.81,CURRENT
10818,2025-06-30,300334,39.36,CURRENT
10819,2025-06-30,301554,86.84,CURRENT
10820,2025-06-30,300384,166.62,CURRENT
10821,2025-06-30,300562,72.4,CURRENT
10822,2025-06-30,300117,48.78,CURRENT
10823,2025-06-30,301084,56.42,CURRENT
10824,2025-06-30,300623,32.68,CURRENT
10825,2025-06-30,302481,86.99,CURRENT
10826,2025-06-30,300569,3.34,CURRENT
10827,2025-06-30,301510,126.93,CURRENT
10828,2025-06-30,300431,124.54,CURRENT
10829,2025-06-30,301404,319.26,30
10830,2025-06-30,302193,118.92,CURRENT
10831,2025-06-30,301438,77.77,CURRENT
10832,2025-06-30,302328,163.38,30
10833,2025-06-30,300875,43.28,CURRENT
10834,2025-06-30,301911,134.85,CURRENT
10835,2025-06-30,300399,187.71,CURRENT
10836,2025-06-30,301238,62.78,30
10837,2025-06-30,301144,118.03,CURRENT
10838,2025-06-30,301386,35.16,CURRENT
10839,2025-06-30,300302,68.16,CURRENT
10840,2025-06-30,300783,98.8,CURRENT
10841,2025-06-30,301068,93.83,CURRENT
10842,2025-06-30,301443,125.65,CURRENT
10843,2025-06-30,300513,49.46,CURRENT
10844,2025-06-30,300389,37.62,30
10845,2025-06-30,302302,110.97,CURRENT
10846,2025-06-30,301548,101.61,CURRENT
10847,2025-06-30,300800,46.29,CURRENT
10848,2025-06-30,302390,20.04,CURRENT
10849,2025-06-30,300264,58.24,CURRENT
10850,2025-06-30,300667,60.53,CURRENT
10851,2025-06-30,301178,85.19,CURRENT
10852,2025-06-30,301779,53.36,CURRENT
10853,2025-06-30,302301,73.49,60
10854,2025-06-30,300939,201.17,CURRENT
10855,2025-06-30,301024,141.35,CURRENT
10856,2025-06-30,301508,147.89,CURRENT
10857,2025-06-30,301915,106.07,CURRENT
10858,2025-06-30,300347,206.24,30
10859,2025-06-30,300764,27.94,CURRENT
10860,2025-06-30,302342,291.69,30
10861,2025-06-30,300254,284.55,30
10862,2025-06-30,300628,55.84,CURRENT
10863,2025-06-30,302238,195.32,CURRENT
10864,2025-06-30,300984,86.22,CURRENT
10865,2025-06-30,302332,37.95,CURRENT
10866,2025-06-30,300089,81.99,CURRENT
10867,2025-06-30,300844,52.28,60
10868,2025-06-30,301401,28.95,CURRENT
10869,2025-06-30,301153,76.11,CURRENT
10870,2025-06-30,301852,194.65,CURRENT
10871,2025-06-30,302056,157.75,60
10872,2025-06-30,300248,112.42,CURRENT
10873,2025-06-30,301075,71.02,CURRENT
10874,2025-06-30,301730,68.26,CURRENT
10875,2025-06-30,300055,55.83,CURRENT
10876,2025-06-30,300958,85.67,CURRENT
10877,2025-06-30,302010,60.23,60
10878,2025-06-30,301679,146.2,CURRENT
10879,2025-06-30,301639,16.43,CURRENT
10880,2025-06-30,301245,57.04,CURRENT
10881,2025-06-30,300870,177.29,CURRENT
10882,2025-06-30,301042,62.17,CURRENT
10883,2025-06-30,302133,68.19,CURRENT
10884,2025-06-30,301932,142.88,CURRENT
10885,2025-06-30,300750,268.83,CURRENT
10886,2025-06-30,301887,65.07,CURRENT
10887,2025-06-30,300573,116.18,60
10888,2025-06-30,301521,180.37,CURRENT
10889,2025-06-30,300171,95.95,CURRENT
10890,2025-06-30,300101,71.35,CURRENT
10891,2025-06-30,302321,39.27,CURRENT
10892,2025-06-30,301047,8.19,CURRENT
10893,2025-06-30,300191,30.14,CURRENT
10894,2025-06-30,301135,91.2,CURRENT
10895,2025-06-30,301360,111.13,CURRENT
10896,2025-06-30,301496,34.3,CURRENT
10897,2025-06-30,302186,242.3,CURRENT
10898,2025-06-30,302190,44.84,CURRENT
10899,2025-06-30,301946,23.26,CURRENT
10900,2025-06-30,300478,69.64,30
