work_order_id,service_location_id,service_type_id,created_timestamp,status,priority,reported_channel
400862,301111,1,2025-04-27 08:59:10,COMPLETED,Priority,Mobile
400863,301356,2,2025-04-27 10:34:29,COMPLETED,Routine,Web
400864,300636,1,2025-04-28 06:05:17,COMPLETED,Routine,Phone
400865,300152,5,2025-04-28 10:06:01,OPEN,Routine,Mobile
400866,300542,10,2025-04-28 10:26:00,COMPLETED,Routine,Technician
400867,300922,8,2025-04-28 10:49:17,OPEN,Routine,Technician
400868,300423,1,2025-04-28 14:52:38,COMPLETED,Routine,Web
400869,301306,3,2025-04-28 17:05:46,COMPLETED,Routine,Technician
400870,301078,3,2025-04-29 16:01:08,COMPLETED,Routine,Web
400871,301343,5,2025-04-29 19:44:24,COMPLETED,Routine,Phone
400872,300316,2,2025-04-30 07:51:29,COMPLETED,Priority,Phone
400873,301249,8,2025-04-30 08:46:24,COMPLETED,Priority,Phone
400874,300288,2,2025-04-30 10:04:21,COMPLETED,Routine,Phone
400875,300983,3,2025-04-30 10:23:51,OPEN,Routine,Web
400876,300573,3,2025-04-30 21:54:37,OPEN,Routine,Phone
400877,300039,1,2025-04-30 22:10:55,COMPLETED,Routine,Web
400878,301210,8,2025-04-30 22:15:11,COMPLETED,Priority,Phone
400879,300519,4,2025-05-01 01:10:18,COMPLETED,Routine,Phone
400880,300463,7,2025-05-01 06:01:09,COMPLETED,Routine,Phone
400881,300044,12,2025-05-01 07:35:14,OPEN,Routine,Web
400882,301570,10,2025-05-01 11:26:37,COMPLETED,Routine,Phone
400883,300883,5,2025-05-01 23:53:15,COMPLETED,Routine,Technician
400884,301770,7,2025-05-02 06:59:52,COMPLETED,Routine,Phone
400885,301541,10,2025-05-02 09:56:21,COMPLETED,Emergency,Phone
400886,300941,9,2025-05-02 10:18:44,COMPLETED,Routine,Phone
400887,301349,3,2025-05-02 16:16:31,COMPLETED,Priority,Web
400888,300366,10,2025-05-02 18:15:32,COMPLETED,Routine,Web
400889,301560,10,2025-05-02 19:29:27,COMPLETED,Routine,Phone
400890,301527,4,2025-05-02 23:29:01,COMPLETED,Routine,Web
400891,301576,9,2025-05-03 00:27:00,OPEN,Priority,Phone
400892,301479,8,2025-05-03 01:26:40,COMPLETED,Routine,Phone
400893,301674,4,2025-05-03 02:24:49,COMPLETED,Priority,Technician
400894,300134,11,2025-05-03 03:42:58,OPEN,Priority,Phone
400895,301659,11,2025-05-03 04:37:16,OPEN,Routine,Phone
400896,301506,4,2025-05-03 06:58:11,COMPLETED,Routine,Mobile
400897,301359,8,2025-05-03 07:33:31,CANCELLED,Routine,Mobile
400898,301370,6,2025-05-03 08:02:02,COMPLETED,Emergency,Phone
400899,300487,11,2025-05-03 08:51:40,COMPLETED,Routine,Phone
400900,301680,1,2025-05-03 10:51:22,COMPLETED,Routine,Technician
400901,300230,6,2025-05-03 16:14:33,COMPLETED,Routine,Phone
400902,300189,1,2025-05-03 19:39:38,COMPLETED,Routine,Phone
400903,301113,4,2025-05-04 02:06:42,COMPLETED,Routine,Phone
400904,300488,12,2025-05-04 04:34:13,COMPLETED,Priority,Phone
400905,301094,8,2025-05-04 04:41:38,COMPLETED,Routine,Phone
400906,300274,9,2025-05-04 09:40:03,COMPLETED,Routine,Phone
400907,300460,11,2025-05-04 16:53:58,COMPLETED,Priority,Phone
400908,301142,4,2025-05-04 22:21:36,COMPLETED,Routine,Phone
400909,300336,9,2025-05-05 00:26:17,COMPLETED,Routine,Phone
400910,301576,8,2025-05-05 03:31:03,COMPLETED,Routine,Phone
400911,300902,5,2025-05-05 05:22:21,COMPLETED,Routine,Web
400912,300683,8,2025-05-05 06:35:11,COMPLETED,Emergency,Web
400913,301407,5,2025-05-05 07:36:29,COMPLETED,Routine,Phone
400914,301527,11,2025-05-05 07:42:33,COMPLETED,Routine,Web
400915,300738,7,2025-05-05 10:45:03,COMPLETED,Routine,Phone
400916,301340,5,2025-05-05 12:27:30,COMPLETED,Routine,Web
400917,301122,1,2025-05-05 16:55:57,OPEN,Routine,Phone
400918,301746,2,2025-05-05 16:59:13,COMPLETED,Routine,Phone
400919,301495,2,2025-05-05 20:27:40,COMPLETED,Routine,Technician
400920,301576,1,2025-05-05 22:45:59,OPEN,Routine,Phone
400921,300299,7,2025-05-05 23:33:19,COMPLETED,Priority,Phone
400922,300365,6,2025-05-06 04:50:01,COMPLETED,Priority,Phone
400923,300163,8,2025-05-06 08:38:29,COMPLETED,Routine,Web
400924,300109,6,2025-05-06 12:26:26,COMPLETED,Routine,Web
400925,301306,3,2025-05-06 20:38:02,COMPLETED,Priority,Web
400926,300414,4,2025-05-06 21:31:11,COMPLETED,Routine,Mobile
400927,301584,2,2025-05-07 02:26:48,COMPLETED,Routine,Mobile
400928,301507,1,2025-05-07 02:50:39,COMPLETED,Priority,Web
400929,300951,10,2025-05-07 05:36:17,COMPLETED,Routine,Phone
400930,301093,5,2025-05-07 06:59:41,COMPLETED,Routine,Web
400931,301493,3,2025-05-07 07:06:58,COMPLETED,Routine,Phone
400932,300937,8,2025-05-07 13:42:24,COMPLETED,Routine,Phone
400933,300018,8,2025-05-07 14:38:04,COMPLETED,Priority,Phone
400934,300967,7,2025-05-07 20:25:37,OPEN,Routine,Web
400935,301698,4,2025-05-07 23:06:03,OPEN,Routine,Technician
400936,301029,8,2025-05-08 00:32:07,OPEN,Routine,Web
400937,300567,3,2025-05-08 02:59:50,COMPLETED,Routine,Phone
400938,300137,10,2025-05-08 06:22:07,CANCELLED,Priority,Phone
400939,300350,9,2025-05-08 08:22:35,COMPLETED,Routine,Web
400940,301192,6,2025-05-08 12:20:04,COMPLETED,Priority,Technician
400941,300249,2,2025-05-08 17:09:33,OPEN,Routine,Technician
400942,301547,9,2025-05-08 18:12:51,COMPLETED,Routine,Phone
400943,301036,11,2025-05-08 23:42:19,COMPLETED,Routine,Web
400944,301325,3,2025-05-09 03:11:28,COMPLETED,Routine,Web
400945,300533,9,2025-05-09 08:54:09,OPEN,Routine,Web
400946,300773,4,2025-05-09 09:37:03,COMPLETED,Routine,Phone
400947,301642,9,2025-05-09 17:06:55,COMPLETED,Routine,Mobile
400948,301164,4,2025-05-09 18:25:18,COMPLETED,Priority,Phone
400949,300293,8,2025-05-09 20:22:33,COMPLETED,Routine,Phone
400950,301487,2,2025-05-09 20:52:29,COMPLETED,Routine,Phone
400951,301153,9,2025-05-09 22:43:19,COMPLETED,Routine,Phone
400952,300154,9,2025-05-10 00:24:15,COMPLETED,Routine,Mobile
400953,301348,4,2025-05-10 01:01:49,COMPLETED,Routine,Mobile
400954,300735,11,2025-05-10 12:13:02,COMPLETED,Priority,Phone
400955,300258,1,2025-05-10 13:36:15,OPEN,Routine,Mobile
400956,301254,11,2025-05-10 14:19:48,COMPLETED,Priority,Web
400957,300969,2,2025-05-10 21:58:19,COMPLETED,Routine,Mobile
400958,301159,7,2025-05-11 01:04:50,COMPLETED,Routine,Mobile
400959,300725,7,2025-05-11 10:21:46,COMPLETED,Routine,Phone
400960,300747,5,2025-05-11 22:33:37,COMPLETED,Routine,Phone
400961,300211,10,2025-05-12 10:57:10,COMPLETED,Routine,Web
400962,300543,10,2025-05-12 15:45:43,CANCELLED,Routine,Phone
400963,300537,2,2025-05-12 16:30:26,COMPLETED,Routine,Technician
400964,300096,8,2025-05-12 20:17:58,OPEN,Priority,Phone
400965,300571,8,2025-05-13 02:00:22,COMPLETED,Emergency,Mobile
400966,300512,8,2025-05-13 03:07:52,COMPLETED,Priority,Mobile
400967,300478,6,2025-05-13 09:02:43,COMPLETED,Routine,Phone
400968,300301,3,2025-05-13 09:33:53,COMPLETED,Routine,Web
400969,300301,12,2025-05-13 12:01:14,COMPLETED,Priority,Web
400970,301066,8,2025-05-13 14:46:31,COMPLETED,Routine,Mobile
400971,301084,3,2025-05-13 15:41:43,COMPLETED,Emergency,Phone
400972,301133,6,2025-05-13 23:34:50,COMPLETED,Routine,Phone
400973,301712,6,2025-05-14 00:14:35,COMPLETED,Routine,Phone
400974,300322,11,2025-05-14 09:07:45,COMPLETED,Priority,Phone
400975,300663,9,2025-05-15 00:28:24,OPEN,Routine,Phone
400976,301421,11,2025-05-15 01:07:02,COMPLETED,Routine,Mobile
400977,301729,1,2025-05-15 08:05:41,COMPLETED,Routine,Mobile
400978,300724,10,2025-05-15 10:46:58,COMPLETED,Routine,Phone
400979,300315,10,2025-05-15 12:56:05,COMPLETED,Emergency,Phone
400980,300085,9,2025-05-15 16:47:50,COMPLETED,Routine,Mobile
400981,300388,4,2025-05-16 07:28:26,COMPLETED,Priority,Phone
400982,300061,5,2025-05-16 11:08:31,COMPLETED,Routine,Web
400983,301266,11,2025-05-16 15:53:16,OPEN,Priority,Phone
400984,300600,11,2025-05-16 20:00:34,COMPLETED,Emergency,Technician
400985,301531,3,2025-05-16 23:18:43,COMPLETED,Routine,Mobile
400986,300387,2,2025-05-17 07:37:34,OPEN,Routine,Web
400987,301796,9,2025-05-17 08:48:51,COMPLETED,Emergency,Technician
400988,301438,10,2025-05-17 09:41:03,OPEN,Routine,Phone
400989,300922,1,2025-05-17 11:27:42,COMPLETED,Routine,Web
400990,300433,12,2025-05-17 18:52:25,COMPLETED,Routine,Phone
400991,300784,9,2025-05-17 19:16:18,COMPLETED,Priority,Mobile
400992,301348,4,2025-05-18 03:08:18,COMPLETED,Routine,Web
400993,301433,3,2025-05-18 09:27:37,COMPLETED,Emergency,Phone
400994,300708,1,2025-05-18 09:34:39,COMPLETED,Routine,Web
400995,300974,3,2025-05-18 16:15:44,COMPLETED,Routine,Mobile
400996,301166,7,2025-05-18 18:22:02,COMPLETED,Priority,Web
400997,300444,9,2025-05-18 22:07:35,COMPLETED,Routine,Phone
400998,301109,8,2025-05-19 01:19:41,COMPLETED,Routine,Technician
400999,301759,5,2025-05-19 04:52:14,CANCELLED,Routine,Web
401000,301274,4,2025-05-19 08:00:33,COMPLETED,Emergency,Technician
401001,300800,4,2025-05-19 08:50:24,COMPLETED,Routine,Web
401002,300668,12,2025-05-19 19:33:41,COMPLETED,Priority,Phone
401003,300709,2,2025-05-19 20:38:19,OPEN,Routine,Mobile
401004,300127,6,2025-05-20 01:48:53,COMPLETED,Routine,Phone
401005,301215,4,2025-05-20 02:41:32,COMPLETED,Routine,Phone
401006,300373,10,2025-05-20 05:49:40,COMPLETED,Routine,Web
401007,300961,10,2025-05-20 10:09:54,COMPLETED,Emergency,Mobile
401008,301532,8,2025-05-20 21:27:19,COMPLETED,Routine,Web
401009,301350,9,2025-05-20 23:11:39,COMPLETED,Routine,Web
401010,300082,4,2025-05-20 23:42:27,OPEN,Priority,Technician
401011,300317,4,2025-05-21 00:13:42,OPEN,Routine,Web
401012,301540,11,2025-05-21 07:10:54,COMPLETED,Routine,Phone
401013,300632,8,2025-05-21 11:45:55,COMPLETED,Routine,Phone
401014,300766,3,2025-05-21 12:33:43,COMPLETED,Emergency,Phone
401015,300539,8,2025-05-21 16:36:49,COMPLETED,Routine,Mobile
401016,301464,8,2025-05-21 18:33:49,COMPLETED,Priority,Mobile
401017,301488,7,2025-05-22 09:57:33,COMPLETED,Priority,Phone
401018,301332,10,2025-05-22 12:41:20,COMPLETED,Routine,Phone
401019,301710,11,2025-05-23 08:40:20,COMPLETED,Routine,Phone
401020,301057,2,2025-05-23 10:22:03,OPEN,Routine,Web
401021,301602,11,2025-05-23 15:08:46,COMPLETED,Routine,Web
401022,300398,9,2025-05-23 16:05:24,CANCELLED,Routine,Mobile
401023,300471,12,2025-05-23 20:17:16,COMPLETED,Priority,Phone
401024,301725,2,2025-05-24 00:26:41,CANCELLED,Routine,Web
401025,301154,8,2025-05-24 09:49:22,COMPLETED,Routine,Web
401026,301517,8,2025-05-24 12:32:29,COMPLETED,Routine,Mobile
401027,301140,1,2025-05-24 14:49:39,COMPLETED,Routine,Mobile
401028,300931,4,2025-05-24 16:15:20,COMPLETED,Routine,Web
401029,300995,6,2025-05-24 20:51:25,COMPLETED,Priority,Phone
401030,300208,10,2025-05-24 23:43:43,COMPLETED,Routine,Mobile
401031,301121,6,2025-05-25 04:22:05,COMPLETED,Routine,Phone
401032,300415,4,2025-05-25 04:50:55,COMPLETED,Routine,Web
401033,301416,5,2025-05-25 06:53:57,COMPLETED,Routine,Web
401034,300033,8,2025-05-25 10:12:11,COMPLETED,Routine,Mobile
401035,300982,4,2025-05-25 17:29:52,COMPLETED,Emergency,Technician
401036,300454,8,2025-05-25 17:45:27,COMPLETED,Routine,Mobile
401037,301078,12,2025-05-26 06:19:11,COMPLETED,Routine,Web
401038,300072,2,2025-05-26 12:00:33,COMPLETED,Routine,Web
401039,300056,10,2025-05-26 13:17:56,COMPLETED,Routine,Phone
401040,300163,9,2025-05-26 17:25:32,COMPLETED,Routine,Phone
401041,300590,3,2025-05-26 19:01:33,COMPLETED,Priority,Web
401042,301205,5,2025-05-26 22:59:48,COMPLETED,Routine,Technician
401043,300699,6,2025-05-27 00:45:31,COMPLETED,Routine,Phone
401044,301371,5,2025-05-27 03:26:52,COMPLETED,Priority,Phone
401045,300832,5,2025-05-27 04:34:20,COMPLETED,Routine,Phone
401046,300453,1,2025-05-27 04:59:29,COMPLETED,Routine,Web
401047,301299,1,2025-05-27 13:58:52,OPEN,Routine,Phone
401048,300090,10,2025-05-27 14:21:58,CANCELLED,Routine,Phone
401049,300673,7,2025-05-27 18:43:48,COMPLETED,Routine,Mobile
401050,300264,9,2025-05-27 18:49:07,COMPLETED,Emergency,Web
401051,300677,5,2025-05-27 21:59:26,COMPLETED,Routine,Phone
401052,300996,2,2025-05-28 07:53:32,COMPLETED,Routine,Phone
401053,301001,8,2025-05-28 08:01:41,COMPLETED,Routine,Mobile
401054,300172,9,2025-05-28 08:05:21,COMPLETED,Routine,Phone
401055,300311,9,2025-05-28 08:08:13,COMPLETED,Routine,Phone
401056,301111,2,2025-05-28 10:39:48,COMPLETED,Routine,Phone
401057,300706,2,2025-05-28 15:11:12,COMPLETED,Routine,Phone
401058,301735,12,2025-05-28 18:19:49,OPEN,Routine,Web
401059,301555,9,2025-05-28 18:57:47,COMPLETED,Routine,Web
401060,301310,4,2025-05-28 19:30:47,OPEN,Routine,Phone
401061,301526,6,2025-05-29 05:22:36,COMPLETED,Routine,Web
401062,301195,4,2025-05-29 07:42:19,COMPLETED,Routine,Phone
401063,301453,4,2025-05-29 08:41:38,COMPLETED,Priority,Web
401064,300528,8,2025-05-29 09:25:39,COMPLETED,Routine,Phone
401065,300490,4,2025-05-29 09:30:07,OPEN,Priority,Phone
401066,301276,8,2025-05-29 14:27:10,COMPLETED,Routine,Phone
401067,300543,12,2025-05-29 16:57:32,COMPLETED,Routine,Phone
401068,300264,12,2025-05-29 19:13:29,COMPLETED,Routine,Web
401069,300589,2,2025-05-29 20:55:25,COMPLETED,Routine,Technician
401070,301593,5,2025-05-30 06:50:10,COMPLETED,Routine,Phone
401071,300252,3,2025-05-30 13:06:05,COMPLETED,Routine,Web
401072,301165,5,2025-05-30 14:41:28,COMPLETED,Routine,Phone
401073,301676,4,2025-05-30 16:36:44,COMPLETED,Routine,Web
401074,300984,7,2025-05-30 17:04:02,COMPLETED,Routine,Technician
401075,300292,11,2025-05-30 20:10:42,OPEN,Routine,Phone
401076,301025,3,2025-05-30 20:25:01,COMPLETED,Priority,Phone
401077,301020,12,2025-05-30 22:14:46,COMPLETED,Routine,Phone
401078,301275,7,2025-05-31 05:24:24,COMPLETED,Routine,Technician
401079,300526,5,2025-05-31 06:52:30,COMPLETED,Routine,Mobile
401080,300223,4,2025-05-31 14:46:07,CANCELLED,Routine,Phone
401081,301677,3,2025-05-31 18:34:59,COMPLETED,Routine,Web
401082,300101,3,2025-06-01 01:34:23,COMPLETED,Routine,Phone
401083,300822,12,2025-06-01 04:02:30,COMPLETED,Routine,Phone
401084,300448,7,2025-06-01 10:30:15,COMPLETED,Emergency,Phone
401085,300978,7,2025-06-01 14:57:10,COMPLETED,Routine,Mobile
401086,300533,2,2025-06-01 17:56:29,COMPLETED,Priority,Phone
401087,301180,10,2025-06-01 22:40:42,OPEN,Priority,Mobile
401088,301018,11,2025-06-02 03:42:09,COMPLETED,Routine,Phone
401089,301344,5,2025-06-02 06:21:47,OPEN,Routine,Technician
401090,301073,8,2025-06-02 15:31:23,CANCELLED,Priority,Phone
401091,301399,3,2025-06-02 18:27:09,COMPLETED,Routine,Technician
401092,300364,9,2025-06-02 20:53:10,COMPLETED,Routine,Phone
401093,300593,5,2025-06-02 23:52:56,COMPLETED,Routine,Technician
401094,300576,8,2025-06-03 01:55:23,COMPLETED,Routine,Web
401095,301735,3,2025-06-03 13:35:39,COMPLETED,Routine,Technician
401096,300088,4,2025-06-03 14:36:50,COMPLETED,Routine,Phone
401097,300450,9,2025-06-03 18:48:29,CANCELLED,Routine,Mobile
401098,301624,10,2025-06-03 18:49:14,COMPLETED,Routine,Web
401099,300247,2,2025-06-03 18:52:38,COMPLETED,Priority,Phone
401100,300982,12,2025-06-03 21:43:32,COMPLETED,Priority,Technician
401101,300889,11,2025-06-03 23:24:28,COMPLETED,Routine,Mobile
401102,301294,12,2025-06-04 01:56:28,COMPLETED,Routine,Web
401103,301464,11,2025-06-04 02:01:39,OPEN,Routine,Web
401104,301367,11,2025-06-04 02:38:47,COMPLETED,Priority,Technician
401105,300195,8,2025-06-04 06:38:57,COMPLETED,Routine,Web
401106,301482,6,2025-06-04 09:45:15,COMPLETED,Routine,Mobile
401107,301472,10,2025-06-04 10:20:45,COMPLETED,Routine,Web
401108,300017,12,2025-06-04 16:23:42,COMPLETED,Routine,Web
401109,300845,2,2025-06-04 17:51:32,COMPLETED,Priority,Phone
401110,300182,10,2025-06-04 18:12:56,COMPLETED,Routine,Technician
401111,300223,8,2025-06-04 21:34:54,CANCELLED,Routine,Phone
401112,301398,6,2025-06-05 01:32:11,COMPLETED,Routine,Mobile
401113,300410,6,2025-06-05 02:22:57,COMPLETED,Priority,Phone
401114,301343,6,2025-06-05 10:27:26,COMPLETED,Priority,Technician
401115,301518,1,2025-06-05 10:30:52,COMPLETED,Routine,Phone
401116,301497,6,2025-06-06 01:54:25,COMPLETED,Priority,Phone
401117,300136,9,2025-06-06 10:15:57,COMPLETED,Routine,Phone
401118,300078,4,2025-06-07 00:55:02,COMPLETED,Routine,Mobile
401119,300776,5,2025-06-07 02:07:08,COMPLETED,Routine,Phone
401120,301398,3,2025-06-07 02:44:44,COMPLETED,Routine,Mobile
401121,300881,5,2025-06-07 07:28:53,OPEN,Routine,Web
401122,301278,9,2025-06-07 15:16:15,COMPLETED,Routine,Phone
401123,300547,12,2025-06-07 15:18:28,COMPLETED,Emergency,Mobile
401124,300048,5,2025-06-07 20:29:37,COMPLETED,Routine,Phone
401125,300483,4,2025-06-07 21:46:47,COMPLETED,Priority,Web
401126,301518,8,2025-06-07 23:57:45,COMPLETED,Priority,Phone
401127,301126,7,2025-06-08 00:13:22,COMPLETED,Routine,Web
401128,301292,11,2025-06-08 00:51:07,COMPLETED,Priority,Mobile
401129,301074,8,2025-06-08 01:55:07,OPEN,Routine,Mobile
401130,301001,10,2025-06-08 03:00:12,COMPLETED,Routine,Phone
401131,301054,11,2025-06-08 06:26:24,COMPLETED,Routine,Technician
401132,301702,5,2025-06-08 08:27:41,COMPLETED,Routine,Mobile
401133,301032,9,2025-06-08 08:30:31,COMPLETED,Routine,Web
401134,301464,9,2025-06-08 16:22:16,COMPLETED,Routine,Web
401135,301280,2,2025-06-08 18:13:17,COMPLETED,Routine,Mobile
401136,300499,9,2025-06-08 19:19:54,COMPLETED,Routine,Web
401137,301085,11,2025-06-09 01:56:10,COMPLETED,Priority,Phone
401138,300590,1,2025-06-09 07:52:47,COMPLETED,Priority,Technician
401139,300226,12,2025-06-09 11:42:19,COMPLETED,Routine,Phone
401140,300882,10,2025-06-09 11:58:51,COMPLETED,Routine,Technician
401141,301149,3,2025-06-09 16:03:57,COMPLETED,Routine,Mobile
401142,300100,2,2025-06-09 16:32:04,COMPLETED,Priority,Phone
401143,300965,8,2025-06-09 19:50:04,COMPLETED,Routine,Mobile
401144,301154,1,2025-06-10 00:05:20,COMPLETED,Routine,Phone
401145,301070,2,2025-06-10 03:14:04,COMPLETED,Emergency,Phone
401146,301756,12,2025-06-10 04:29:11,COMPLETED,Routine,Phone
401147,300704,5,2025-06-11 05:57:37,CANCELLED,Priority,Phone
401148,301043,12,2025-06-11 06:15:54,COMPLETED,Priority,Web
401149,300719,6,2025-06-11 08:22:21,COMPLETED,Routine,Phone
401150,301485,2,2025-06-11 09:00:50,COMPLETED,Routine,Web
401151,300111,10,2025-06-11 11:27:11,COMPLETED,Routine,Phone
401152,300368,10,2025-06-11 16:04:21,CANCELLED,Routine,Technician
401153,300397,8,2025-06-12 02:05:14,COMPLETED,Routine,Phone
401154,301441,11,2025-06-12 03:10:47,COMPLETED,Routine,Web
401155,300738,7,2025-06-12 04:06:08,COMPLETED,Routine,Phone
401156,301152,8,2025-06-12 05:06:47,COMPLETED,Routine,Phone
401157,300141,12,2025-06-12 10:33:44,OPEN,Priority,Phone
401158,301505,6,2025-06-13 01:22:04,OPEN,Routine,Phone
401159,301741,11,2025-06-13 03:20:13,COMPLETED,Priority,Phone
401160,301579,7,2025-06-13 06:54:48,COMPLETED,Routine,Web
401161,301461,4,2025-06-13 09:47:42,COMPLETED,Priority,Phone
401162,300855,5,2025-06-13 09:53:37,COMPLETED,Priority,Technician
401163,301394,4,2025-06-13 11:10:52,CANCELLED,Routine,Phone
401164,300496,10,2025-06-13 13:27:40,COMPLETED,Emergency,Web
401165,300664,9,2025-06-13 14:48:10,COMPLETED,Routine,Phone
401166,300292,7,2025-06-13 15:49:54,COMPLETED,Routine,Phone
401167,300441,12,2025-06-14 01:02:46,COMPLETED,Routine,Mobile
401168,300834,12,2025-06-14 01:19:23,COMPLETED,Routine,Web
401169,301519,1,2025-06-14 02:42:16,COMPLETED,Priority,Phone
401170,301100,1,2025-06-14 07:21:16,COMPLETED,Routine,Web
401171,300181,8,2025-06-14 14:05:00,OPEN,Priority,Mobile
401172,301434,5,2025-06-14 19:31:16,COMPLETED,Emergency,Phone
401173,300551,11,2025-06-14 23:19:19,CANCELLED,Routine,Technician
401174,300600,10,2025-06-15 02:45:04,COMPLETED,Routine,Web
401175,301703,3,2025-06-15 10:15:17,OPEN,Emergency,Phone
401176,300145,12,2025-06-15 10:51:22,COMPLETED,Routine,Web
401177,300312,12,2025-06-15 11:45:15,COMPLETED,Routine,Mobile
401178,300831,5,2025-06-15 12:48:11,COMPLETED,Priority,Web
401179,300634,7,2025-06-15 13:08:30,COMPLETED,Routine,Mobile
401180,301291,11,2025-06-15 15:22:49,COMPLETED,Routine,Phone
401181,301564,5,2025-06-15 22:05:42,COMPLETED,Routine,Phone
401182,301238,12,2025-06-16 01:22:35,COMPLETED,Routine,Phone
401183,300104,9,2025-06-16 05:51:16,COMPLETED,Routine,Phone
401184,301238,3,2025-06-16 10:20:33,OPEN,Routine,Web
401185,301744,6,2025-06-16 11:15:39,COMPLETED,Routine,Mobile
401186,300796,2,2025-06-16 13:21:29,OPEN,Routine,Mobile
401187,300353,7,2025-06-16 14:24:31,COMPLETED,Routine,Web
401188,301592,3,2025-06-16 14:56:42,COMPLETED,Priority,Mobile
401189,301679,1,2025-06-16 15:07:18,COMPLETED,Priority,Web
401190,301090,6,2025-06-16 19:38:23,COMPLETED,Routine,Mobile
401191,300783,11,2025-06-16 20:34:06,COMPLETED,Priority,Phone
401192,300594,12,2025-06-16 21:13:28,COMPLETED,Routine,Phone
401193,300377,1,2025-06-16 21:37:25,COMPLETED,Routine,Phone
401194,301030,12,2025-06-17 04:29:30,OPEN,Priority,Phone
401195,301471,1,2025-06-17 08:17:17,COMPLETED,Routine,Phone
401196,301153,10,2025-06-17 08:51:43,COMPLETED,Routine,Web
401197,300799,4,2025-06-17 21:13:31,COMPLETED,Routine,Phone
401198,301333,11,2025-06-17 22:05:02,COMPLETED,Routine,Phone
401199,301351,4,2025-06-17 22:32:14,COMPLETED,Routine,Mobile
401200,300684,5,2025-06-18 09:06:21,COMPLETED,Routine,Mobile
401201,300440,1,2025-06-18 14:33:25,COMPLETED,Routine,Phone
401202,301595,10,2025-06-18 16:51:48,COMPLETED,Priority,Mobile
401203,300227,11,2025-06-18 18:26:32,COMPLETED,Routine,Web
401204,301348,3,2025-06-18 20:43:53,OPEN,Routine,Phone
401205,300633,12,2025-06-19 00:41:14,COMPLETED,Priority,Mobile
401206,301761,12,2025-06-19 02:41:49,COMPLETED,Routine,Phone
401207,300711,5,2025-06-19 07:49:33,COMPLETED,Emergency,Web
401208,300917,3,2025-06-19 12:03:44,COMPLETED,Priority,Web
401209,301273,9,2025-06-19 17:35:04,COMPLETED,Priority,Web
401210,300651,4,2025-06-19 17:48:15,COMPLETED,Routine,Web
401211,300406,9,2025-06-20 04:37:32,COMPLETED,Priority,Phone
401212,300720,3,2025-06-20 06:51:42,COMPLETED,Routine,Phone
401213,300834,8,2025-06-20 08:39:38,COMPLETED,Routine,Phone
401214,300015,7,2025-06-20 09:19:19,OPEN,Priority,Phone
401215,300057,3,2025-06-20 10:11:05,COMPLETED,Routine,Phone
401216,300173,5,2025-06-20 14:49:04,COMPLETED,Routine,Web
401217,300216,7,2025-06-20 15:06:40,COMPLETED,Routine,Technician
401218,301516,9,2025-06-20 16:14:39,COMPLETED,Routine,Technician
401219,300056,9,2025-06-20 18:06:12,COMPLETED,Emergency,Mobile
401220,301716,3,2025-06-20 19:19:57,COMPLETED,Routine,Phone
401221,300195,10,2025-06-20 20:38:03,OPEN,Routine,Web
401222,300182,2,2025-06-20 20:40:47,OPEN,Priority,Technician
401223,300085,10,2025-06-20 23:59:22,OPEN,Routine,Web
401224,300784,11,2025-06-21 02:58:25,COMPLETED,Routine,Mobile
401225,301050,2,2025-06-21 04:52:23,COMPLETED,Routine,Mobile
401226,300182,8,2025-06-21 11:21:59,COMPLETED,Priority,Mobile
401227,300853,2,2025-06-21 12:01:05,COMPLETED,Routine,Phone
401228,301075,4,2025-06-21 17:35:53,OPEN,Routine,Mobile
401229,300313,10,2025-06-21 18:20:15,COMPLETED,Routine,Web
401230,301073,3,2025-06-22 03:22:44,COMPLETED,Routine,Phone
401231,301098,7,2025-06-22 08:47:32,COMPLETED,Emergency,Technician
401232,301016,12,2025-06-22 08:57:35,COMPLETED,Routine,Web
401233,301707,10,2025-06-22 11:40:28,COMPLETED,Routine,Web
401234,301133,10,2025-06-22 11:48:23,COMPLETED,Priority,Web
401235,300862,4,2025-06-22 15:04:44,COMPLETED,Priority,Web
401236,300412,10,2025-06-23 04:04:58,COMPLETED,Routine,Web
401237,301781,10,2025-06-23 08:28:21,COMPLETED,Routine,Web
401238,301478,2,2025-06-23 11:41:07,COMPLETED,Routine,Technician
401239,300397,3,2025-06-23 11:41:41,COMPLETED,Routine,Phone
401240,300841,11,2025-06-23 13:09:13,COMPLETED,Routine,Technician
401241,301012,5,2025-06-23 14:27:58,COMPLETED,Priority,Phone
401242,300264,11,2025-06-23 21:48:04,COMPLETED,Routine,Web
401243,300800,9,2025-06-23 22:20:16,COMPLETED,Routine,Technician
401244,300102,3,2025-06-24 05:05:10,COMPLETED,Priority,Web
401245,301454,6,2025-06-24 08:29:02,COMPLETED,Routine,Mobile
401246,301787,11,2025-06-24 09:12:41,COMPLETED,Priority,Phone
401247,300676,1,2025-06-24 21:02:20,COMPLETED,Emergency,Phone
401248,301534,5,2025-06-24 21:50:52,COMPLETED,Priority,Mobile
401249,301372,2,2025-06-24 23:41:21,CANCELLED,Emergency,Mobile
401250,301406,12,2025-06-25 02:09:30,COMPLETED,Emergency,Mobile
401251,301566,4,2025-06-25 05:12:15,COMPLETED,Routine,Mobile
