payment_id,invoice_id,payment_date,payment_amount
800795,600899,2025-06-21,876.67
800796,600900,2025-06-26,1138.18
800797,600901,2025-07-16,540.86
800798,600902,2025-06-13,1403.75
800799,600903,2025-07-13,1329.01
800800,600904,2025-06-15,479.63
800801,600905,2025-07-15,764.88
800802,600906,2025-07-04,913.63
800803,600907,2025-06-29,281.11
800804,600908,2025-07-07,1554.84
800805,600909,2025-06-28,937.3
800806,600910,2025-06-15,258.56
800807,600911,2025-07-12,937.82
800808,600912,2025-07-03,877.62
800809,600913,2025-07-03,893.54
800810,600914,2025-07-12,839.04
800811,600915,2025-07-23,1060.83
800812,600916,2025-07-17,1191.6
800813,600917,2025-07-28,197.84
800814,600918,2025-06-13,1191.01
800815,600919,2025-07-12,1500.26
800816,600920,2025-07-06,1867.86
800817,600921,2025-06-23,630.71
800818,600923,2025-07-22,1413.58
800819,600924,2025-06-19,1182.07
800820,600925,2025-07-07,928.16
800821,600926,2025-07-18,665.59
800822,600927,2025-07-23,726.67
800823,600929,2025-07-06,1827.6
800824,600930,2025-07-01,1779.15
800825,600931,2025-07-17,814.59
800826,600932,2025-06-20,1519.65
800827,600933,2025-07-13,1183.48
800828,600934,2025-07-18,758.21
800829,600935,2025-06-19,878.62
800830,600936,2025-07-20,1122.34
800831,600937,2025-06-19,1048.72
800832,600938,2025-07-26,538.74
800833,600940,2025-06-13,812.11
800834,600941,2025-07-14,579.43
800835,600942,2025-07-20,615.77
800836,600943,2025-07-20,1256.37
800837,600944,2025-07-10,195.84
800838,600945,2025-06-13,1322.77
800839,600947,2025-06-24,881.19
800840,600948,2025-07-12,1155.45
800841,600949,2025-07-08,807.14
800842,600950,2025-07-29,1652.0
800843,600951,2025-07-25,1309.25
800844,600952,2025-06-28,1422.06
800845,600953,2025-07-12,697.54
800846,600954,2025-06-25,1181.9
800847,600955,2025-07-03,717.62
800848,600956,2025-06-23,1046.74
800849,600957,2025-06-15,1066.11
800850,600958,2025-07-25,695.43
800851,600959,2025-07-07,1528.12
800852,600960,2025-06-12,583.94
800853,600961,2025-07-08,779.95
800854,600962,2025-07-18,549.94
800855,600963,2025-07-12,1109.41
800856,600964,2025-07-20,925.75
800857,600965,2025-07-10,1593.93
800858,600966,2025-07-20,782.43
800859,600967,2025-07-06,1490.18
800860,600968,2025-07-08,824.12
800861,600969,2025-07-21,873.26
800862,600970,2025-07-14,1124.86
800863,600971,2025-07-19,1269.54
800864,600972,2025-07-28,1303.67
800865,600973,2025-07-21,957.85
800866,600974,2025-06-30,1071.13
800867,600975,2025-07-31,536.23
800868,600976,2025-07-01,979.5
800869,600977,2025-07-16,861.84
800870,600978,2025-07-28,320.96
800871,600979,2025-07-24,567.21
800872,600980,2025-07-15,871.18
800873,600981,2025-08-01,1205.5
800874,600982,2025-07-29,1171.49
800875,600983,2025-07-17,1414.62
800876,600984,2025-07-26,485.39
800877,600985,2025-07-30,1945.16
800878,600987,2025-07-13,1370.92
800879,600988,2025-07-19,1144.22
800880,600989,2025-07-28,1747.63
800881,600990,2025-07-29,729.7
800882,600991,2025-08-02,430.44
800883,600992,2025-07-16,371.14
800884,600993,2025-07-15,1086.55
800885,600994,2025-07-20,1762.56
800886,600995,2025-07-30,1042.7
800887,600996,2025-07-03,1660.95
800888,600997,2025-08-03,816.09
800889,600998,2025-07-19,1745.55
800890,600999,2025-06-26,1721.93
800891,601000,2025-08-05,1310.0
800892,601001,2025-08-02,613.52
800893,601002,2025-07-25,628.2
800894,601004,2025-07-14,787.82
800895,601005,2025-06-30,1668.25
800896,601006,2025-07-03,919.06
800897,601007,2025-08-03,1494.53
800898,601008,2025-07-20,1372.32
800899,601009,2025-06-26,1710.62
800900,601010,2025-07-17,454.06
800901,601011,2025-07-05,600.96
800902,601012,2025-08-06,980.1
800903,601013,2025-06-24,1728.76
800904,601014,2025-07-11,667.04
800905,601015,2025-08-14,1248.61
800906,601016,2025-06-28,247.67
800907,601017,2025-07-03,1205.87
800908,601018,2025-07-24,1761.09
800909,601019,2025-07-28,1592.05
800910,601020,2025-07-20,658.19
800911,601021,2025-07-10,1331.28
800912,601022,2025-07-25,1532.93
800913,601023,2025-06-21,702.63
800914,601024,2025-07-18,916.28
800915,601025,2025-07-30,450.9
800916,601026,2025-07-14,1381.8
800917,601027,2025-06-26,731.89
800918,601028,2025-07-14,1269.13
800919,601029,2025-08-05,711.87
800920,601030,2025-07-11,1315.65
800921,601031,2025-07-20,1571.9
800922,601032,2025-08-11,446.61
800923,601033,2025-08-12,1105.21
800924,601034,2025-07-27,498.07
800925,601035,2025-08-06,314.74
800926,601036,2025-07-18,455.12
800927,601037,2025-07-02,798.24
800928,601038,2025-08-03,597.3
800929,601039,2025-07-19,942.33
800930,601040,2025-08-07,1235.64
800931,601041,2025-08-11,648.25
800932,601042,2025-07-19,1836.63
800933,601043,2025-08-01,909.22
800934,601044,2025-08-02,1032.48
800935,601045,2025-08-18,1654.76
800936,601046,2025-08-06,353.07
800937,601047,2025-08-04,1563.47
800938,601048,2025-08-10,315.05
800939,601049,2025-07-08,1612.73
800940,601050,2025-08-04,981.48
800941,601051,2025-07-02,1157.32
800942,601053,2025-07-17,1021.46
800943,601054,2025-08-15,1406.59
800944,601055,2025-07-09,1196.34
800945,601056,2025-07-15,800.19
800946,601057,2025-08-01,1016.84
800947,601058,2025-07-23,1323.98
800948,601059,2025-08-07,1638.67
800949,601060,2025-07-19,1173.14
800950,601061,2025-07-29,816.41
800951,601062,2025-07-16,1896.39
800952,601063,2025-07-17,1742.68
800953,601064,2025-07-20,1140.03
800954,601065,2025-07-27,1043.67
800955,601066,2025-07-10,1694.42
800956,601067,2025-08-06,417.06
800957,601068,2025-07-17,462.37
800958,601069,2025-08-11,309.1
800959,601070,2025-08-18,884.44
800960,601071,2025-08-10,1618.69
800961,601072,2025-07-14,1219.84
800962,601073,2025-07-26,776.42
800963,601075,2025-07-08,1834.66
800964,601076,2025-07-09,1207.87
800965,601077,2025-07-11,406.58
800966,601078,2025-08-10,699.34
800967,601079,2025-08-10,776.92
800968,601080,2025-08-12,1628.82
800969,601081,2025-08-06,1140.97
800970,601082,2025-07-25,1626.73
800971,601083,2025-07-12,831.87
800972,601084,2025-07-22,1103.65
800973,601085,2025-07-09,1278.61
800974,601086,2025-08-05,701.52
800975,601087,2025-08-20,399.53
800976,601088,2025-08-14,1154.51
800977,601089,2025-08-24,682.34
800978,601090,2025-08-14,578.33
800979,601091,2025-08-10,444.72
800980,601092,2025-07-31,1425.18
800981,601093,2025-08-09,994.32
800982,601094,2025-07-14,937.49
800983,601095,2025-07-12,1321.52
800984,601096,2025-07-14,1789.77
800985,601097,2025-07-23,672.3
800986,601098,2025-07-20,625.52
800987,601099,2025-08-12,515.74
800988,601100,2025-07-09,648.0
800989,601102,2025-08-07,983.06
800990,601103,2025-07-21,1251.04
800991,601104,2025-07-24,363.78
800992,601105,2025-08-07,1001.54
800993,601106,2025-08-18,1362.84
800994,601107,2025-08-09,986.45
800995,601108,2025-08-11,1051.59
800996,601109,2025-07-21,1090.54
800997,601110,2025-07-21,836.51
800998,601111,2025-07-23,874.38
800999,601112,2025-07-08,1113.82
801000,601113,2025-08-24,480.42
801001,601114,2025-08-21,555.12
801002,601115,2025-08-12,570.84
801003,601116,2025-08-08,1118.21
801004,601117,2025-07-27,1479.11
801005,601119,2025-08-23,1050.55
801006,601120,2025-08-11,1940.39
801007,601121,2025-08-12,1822.81
801008,601122,2025-07-21,1659.1
801009,601123,2025-07-23,210.54
801010,601124,2025-08-08,1295.58
801011,601125,2025-08-13,1629.56
801012,601126,2025-08-27,892.13
801013,601127,2025-07-29,1682.7
801014,601128,2025-08-21,1003.43
801015,601130,2025-08-08,1616.06
801016,601131,2025-07-27,1207.53
801017,601132,2025-07-18,684.73
801018,601133,2025-08-10,583.86
801019,601134,2025-07-31,961.67
801020,601135,2025-07-19,893.93
801021,601136,2025-08-04,1508.43
801022,601137,2025-08-09,1443.51
801023,601138,2025-08-17,1066.53
801024,601139,2025-07-30,861.72
801025,601140,2025-08-04,1317.42
801026,601144,2025-08-24,1135.45
801027,601145,2025-08-08,1001.64
801028,601146,2025-08-10,1523.26
801029,601148,2025-08-07,1519.95
801030,601150,2025-08-17,380.31
801031,601151,2025-07-24,1520.43
801032,601153,2025-08-16,290.42
801033,601154,2025-08-23,1314.4
801034,601156,2025-07-30,1782.7
801035,601157,2025-08-19,1045.32
801036,601158,2025-07-24,1180.62
801037,601159,2025-08-10,1539.62
801038,601160,2025-08-25,1190.7
801039,601161,2025-07-27,1690.08
801040,601162,2025-08-18,903.13
801041,601163,2025-08-19,1438.73
801042,601164,2025-07-29,1511.67
801043,601166,2025-09-05,434.2
801044,601167,2025-08-19,451.43
801045,601168,2025-08-19,1038.92
801046,601170,2025-08-26,327.98
801047,601171,2025-08-26,1188.07
801048,601172,2025-08-01,716.11
801049,601173,2025-07-25,1105.02
801050,601174,2025-08-25,171.25
801051,601175,2025-08-31,905.51
801052,601177,2025-08-03,1879.22
801053,601178,2025-07-31,1311.88
801054,601179,2025-07-31,845.14
801055,601180,2025-07-22,996.67
801056,601181,2025-08-16,1003.21
801057,601183,2025-08-13,527.83
801058,601184,2025-08-27,737.44
801059,601185,2025-07-19,1044.23
801060,601186,2025-08-05,1259.1
801061,601187,2025-08-09,1313.44
801062,601188,2025-08-04,423.06
801063,601189,2025-08-29,813.64
801064,601190,2025-08-22,1236.46
801065,601191,2025-08-28,1002.66
801066,601192,2025-08-23,832.82
801067,601193,2025-07-25,707.19
801068,601194,2025-08-28,562.92
801069,601195,2025-08-07,887.28
801070,601196,2025-08-15,875.8
801071,601197,2025-08-03,1071.58
801072,601198,2025-07-25,906.0
801073,601199,2025-07-27,539.3
801074,601200,2025-07-28,935.35
801075,601201,2025-09-08,256.51
801076,601203,2025-08-09,1678.69
801077,601204,2025-08-07,654.35
801078,601205,2025-08-28,1249.81
801079,601206,2025-09-07,1893.19
801080,601207,2025-08-24,1294.21
801081,601208,2025-07-31,1770.31
801082,601209,2025-08-07,1268.52
801083,601210,2025-08-28,821.78
801084,601211,2025-08-23,1441.73
801085,601212,2025-09-02,1206.88
801086,601213,2025-08-26,908.44
801087,601215,2025-08-07,1257.53
801088,601216,2025-09-09,779.59
801089,601217,2025-08-06,1174.88
801090,601219,2025-09-05,687.61
801091,601220,2025-08-27,962.34
801092,601221,2025-08-20,485.12
801093,601222,2025-08-23,588.91
801094,601223,2025-09-08,1079.41
801095,601224,2025-08-15,548.52
801096,601225,2025-08-15,721.72
801097,601226,2025-08-15,1149.46
801098,601227,2025-08-27,1328.14
801099,601228,2025-09-05,1524.91
801100,601229,2025-09-05,340.97
801101,601230,2025-08-09,844.03
801102,601231,2025-09-12,1192.1
801103,601232,2025-08-07,1149.61
801104,601233,2025-08-07,1100.52
801105,601234,2025-08-12,319.59
801106,601235,2025-08-10,696.09
801107,601236,2025-08-17,1493.1
801108,601237,2025-09-01,923.88
801109,601238,2025-08-31,1400.46
801110,601240,2025-09-16,1748.18
801111,601241,2025-08-31,867.52
801112,601242,2025-09-06,674.9
801113,601243,2025-08-24,1322.92
801114,601244,2025-08-30,592.43
801115,601245,2025-08-25,935.72
801116,601246,2025-09-12,575.65
801117,601247,2025-08-30,658.6
801118,601249,2025-09-15,1262.83
801119,601250,2025-09-11,1815.45
801120,601251,2025-08-29,1115.38
801121,601252,2025-09-15,1280.38
801122,601253,2025-09-10,1005.57
801123,601255,2025-08-24,1234.55
801124,601256,2025-09-21,1425.8
801125,601257,2025-08-07,386.51
801126,601258,2025-09-13,1177.73
801127,601259,2025-09-04,1803.14
801128,601260,2025-08-03,1305.13
801129,601261,2025-09-18,721.99
801130,601262,2025-08-28,821.67
801131,601264,2025-09-10,833.78
801132,601266,2025-09-04,746.45
801133,601267,2025-08-19,886.37
801134,601268,2025-08-11,667.82
801135,601269,2025-08-16,597.17
801136,601270,2025-08-08,711.86
801137,601271,2025-08-13,850.27
801138,601272,2025-09-03,1631.79
801139,601273,2025-08-02,898.31
801140,601274,2025-09-14,1608.51
801141,601275,2025-09-01,1656.89
801142,601276,2025-09-16,1544.33
801143,601277,2025-09-09,533.71
801144,601278,2025-09-19,484.4
801145,601279,2025-09-07,1697.19
801146,601280,2025-08-20,1874.0
801147,601281,2025-08-20,406.73
801148,601282,2025-08-17,718.4
801149,601283,2025-08-30,536.55
801150,601286,2025-08-14,1469.3
801151,601288,2025-08-17,940.52
801152,601289,2025-08-14,953.66
801153,601291,2025-08-18,515.6
801154,601292,2025-08-05,1604.08
801155,601293,2025-08-31,805.16
801156,601294,2025-08-25,1549.74
801157,601296,2025-08-13,989.27
801158,601297,2025-08-18,374.62
801159,601298,2025-09-09,1128.05
801160,601299,2025-08-10,478.21
801161,601300,2025-08-23,714.56
801162,601301,2025-09-18,1093.63
801163,601302,2025-09-09,1621.7
801164,601303,2025-08-14,1483.69
801165,601305,2025-09-17,407.96
801166,601306,2025-09-08,1170.36
801167,601307,2025-08-10,845.4
801168,601308,2025-09-16,1778.77
801169,601309,2025-08-24,526.94
801170,601310,2025-08-18,593.16
801171,601311,2025-08-14,345.21
801172,601312,2025-09-11,783.21
801173,601314,2025-09-13,748.37
801174,601315,2025-09-17,696.29
801175,601316,2025-09-08,264.77
801176,601317,2025-09-05,1053.38
801177,601318,2025-08-14,923.39
801178,601319,2025-09-12,1668.81
801179,601320,2025-09-24,849.56
801180,601322,2025-09-19,1720.6
801181,601323,2025-09-08,1630.27
801182,601324,2025-08-18,673.09
801183,601325,2025-08-18,1794.4
801184,601326,2025-09-06,491.24
801185,601327,2025-08-25,290.55
801186,601328,2025-08-16,536.63
801187,601329,2025-09-16,1001.26
801188,601330,2025-10-01,1572.58
801189,601331,2025-09-20,1162.09
801190,601332,2025-08-26,1358.92
801191,601333,2025-08-24,353.43
801192,601334,2025-09-25,1041.2
801193,601335,2025-09-16,1528.59
801194,601336,2025-08-29,529.5
801195,601337,2025-08-19,1227.49
801196,601339,2025-09-24,1046.85
801197,601341,2025-09-23,823.65
801198,601342,2025-08-21,1304.35
801199,601343,2025-09-08,1281.69
801200,601344,2025-08-16,1351.59
801201,601345,2025-09-20,328.11
801202,601346,2025-09-11,1234.43
801203,601347,2025-08-23,1000.07
801204,601348,2025-08-23,1003.93
801205,601349,2025-09-04,1443.4
801206,601350,2025-09-13,683.95
801207,601351,2025-08-22,1327.96
801208,601352,2025-09-23,396.72
801209,601353,2025-08-28,1278.8
801210,601354,2025-08-17,907.41
801211,601355,2025-09-06,1303.33
801212,601356,2025-09-17,918.64
801213,601357,2025-09-27,1785.76
801214,601359,2025-09-22,737.61
801215,601360,2025-08-26,964.43
801216,601361,2025-08-21,1260.02
801217,601363,2025-09-27,1242.0
801218,601365,2025-09-13,1301.86
801219,601366,2025-08-28,1377.84
801220,601367,2025-09-19,1012.18
801221,601368,2025-08-27,1086.66
801222,601369,2025-09-05,649.72
801223,601371,2025-08-22,1033.77
801224,601372,2025-10-03,871.94
801225,601373,2025-09-18,904.88
801226,601374,2025-09-04,1346.1
801227,601375,2025-09-13,1315.22
801228,601376,2025-08-25,1256.18
801229,601377,2025-10-08,885.98
801230,601378,2025-10-03,1418.3
801231,601379,2025-09-10,205.62
801232,601381,2025-09-03,1823.73
801233,601382,2025-09-12,1295.13
801234,601383,2025-09-20,1421.94
801235,601384,2025-09-09,1201.51
801236,601385,2025-09-27,655.3
801237,601386,2025-08-24,1598.82
801238,601387,2025-10-07,1955.9
801239,601388,2025-09-24,801.29
801240,601389,2025-08-31,740.8
801241,601390,2025-09-01,1208.3
801242,601391,2025-09-10,809.09
801243,601392,2025-09-11,292.56
801244,601393,2025-09-12,1208.34
801245,601394,2025-10-06,1321.54
801246,601395,2025-10-13,1364.55
801247,601396,2025-10-06,1183.16
801248,601397,2025-09-11,1488.34
801249,601398,2025-09-28,1314.71
801250,601399,2025-09-26,999.5
801251,601400,2025-08-29,730.82
801252,601401,2025-09-26,1246.64
801253,601402,2025-09-20,1559.76
801254,601403,2025-09-21,1386.19
801255,601404,2025-09-10,1588.83
801256,601405,2025-09-18,1956.25
801257,601406,2025-09-12,571.33
801258,601407,2025-08-31,561.77
801259,601408,2025-08-31,1084.11
801260,601409,2025-10-05,1133.3
801261,601410,2025-09-16,1024.59
801262,601411,2025-09-19,1698.5
801263,601412,2025-10-04,1757.52
801264,601413,2025-10-10,1059.46
801265,601414,2025-09-27,987.0
801266,601415,2025-09-05,1069.64
801267,601416,2025-09-08,629.31
801268,601418,2025-09-04,1032.81
801269,601420,2025-09-16,1052.39
801270,601421,2025-09-28,1302.35
801271,601422,2025-09-27,543.43
801272,601423,2025-09-05,915.79
801273,601424,2025-09-21,1111.93
801274,601425,2025-09-17,270.24
801275,601426,2025-08-25,1086.18
801276,601427,2025-10-04,1217.14
801277,601428,2025-10-08,336.57
801278,601431,2025-09-21,642.76
801279,601433,2025-10-13,1458.47
801280,601434,2025-10-08,939.97
801281,601435,2025-10-08,1034.83
801282,601436,2025-09-24,1324.31
801283,601437,2025-09-11,718.13
801284,601438,2025-08-29,1553.57
801285,601439,2025-09-19,1493.33
801286,601440,2025-09-15,1011.51
801287,601441,2025-08-30,751.89
801288,601442,2025-10-10,755.59
801289,601443,2025-09-05,811.68
801290,601444,2025-09-22,688.29
801291,601445,2025-09-01,932.26
801292,601446,2025-09-20,1320.66
801293,601447,2025-09-27,825.44
801294,601448,2025-10-01,789.27
801295,601449,2025-10-18,1185.81
801296,601450,2025-09-11,863.34
801297,601451,2025-10-12,1318.22
801298,601452,2025-09-10,1188.38
801299,601453,2025-09-13,530.83
801300,601454,2025-10-05,1557.11
801301,601455,2025-09-25,932.84
801302,601456,2025-10-04,1027.31
801303,601457,2025-10-17,1276.6
801304,601458,2025-09-29,1841.47
801305,601459,2025-10-05,1262.06
801306,601460,2025-09-01,429.68
801307,601461,2025-09-05,687.22
801308,601463,2025-09-18,1428.28
801309,601464,2025-10-08,744.09
801310,601465,2025-09-17,827.17
801311,601467,2025-09-27,346.06
801312,601468,2025-09-28,1540.24
801313,601469,2025-10-22,1006.67
801314,601470,2025-09-14,479.56
801315,601471,2025-10-18,1074.04
801316,601472,2025-10-11,495.96
801317,601473,2025-09-29,852.35
801318,601474,2025-10-13,1429.98
801319,601475,2025-10-20,1751.26
801320,601476,2025-10-17,1170.09
801321,601477,2025-09-17,1469.14
801322,601478,2025-10-10,947.98
801323,601479,2025-09-29,1671.08
801324,601480,2025-09-20,844.72
801325,601481,2025-09-14,576.34
801326,601484,2025-09-17,1342.56
801327,601485,2025-09-29,226.85
801328,601486,2025-10-11,1953.68
801329,601487,2025-09-27,824.56
801330,601488,2025-09-15,1104.14
801331,601489,2025-09-26,973.5
801332,601490,2025-10-16,556.54
801333,601491,2025-09-19,997.4
801334,601493,2025-10-16,920.68
801335,601494,2025-09-13,792.53
801336,601495,2025-10-01,896.31
801337,601496,2025-09-18,1288.93
801338,601497,2025-09-11,859.81
801339,601498,2025-09-18,992.41
801340,601499,2025-10-01,1288.99
801341,601500,2025-10-19,202.51
801342,601501,2025-10-15,1027.39
801343,601502,2025-10-22,1693.78
801344,601503,2025-10-22,207.49
801345,601504,2025-10-23,772.37
801346,601505,2025-09-22,1191.27
801347,601506,2025-10-08,1601.58
801348,601507,2025-10-11,1211.71
801349,601508,2025-10-13,606.64
801350,601509,2025-10-22,1100.9
801351,601511,2025-09-13,1296.98
801352,601512,2025-10-28,1456.9
801353,601513,2025-10-12,1001.85
801354,601514,2025-10-26,796.39
801355,601515,2025-10-20,669.13
801356,601516,2025-09-24,823.46
801357,601517,2025-10-13,1086.85
801358,601518,2025-09-28,1305.52
801359,601519,2025-10-11,1015.1
801360,601520,2025-10-14,1251.5
801361,601521,2025-10-12,1156.89
801362,601523,2025-09-13,941.77
801363,601525,2025-10-17,964.07
801364,601526,2025-10-06,422.0
801365,601528,2025-10-03,261.95
801366,601529,2025-09-23,1202.04
801367,601530,2025-09-27,1286.62
801368,601531,2025-10-11,448.97
801369,601532,2025-10-05,1112.47
801370,601533,2025-10-10,1636.74
801371,601534,2025-10-31,790.38
801372,601535,2025-09-27,1204.55
801373,601536,2025-09-24,452.41
801374,601537,2025-10-14,559.3
801375,601538,2025-10-02,882.73
801376,601539,2025-10-29,1102.0
801377,601540,2025-10-21,683.61
801378,601541,2025-10-02,1972.72
801379,601542,2025-09-19,1009.64
801380,601543,2025-10-02,1493.89
801381,601545,2025-10-21,1149.43
801382,601546,2025-09-26,1363.05
801383,601547,2025-10-24,553.49
801384,601548,2025-10-05,1447.43
801385,601549,2025-10-15,931.43
801386,601550,2025-10-16,931.81
801387,601551,2025-10-18,706.82
801388,601552,2025-09-14,1417.84
801389,601553,2025-10-10,1637.91
801390,601554,2025-10-05,924.7
801391,601555,2025-09-23,293.73
801392,601556,2025-10-21,193.88
801393,601557,2025-10-04,1339.13
801394,601558,2025-09-26,243.51
801395,601559,2025-10-09,1335.7
801396,601560,2025-10-20,983.14
801397,601561,2025-10-18,505.77
801398,601562,2025-09-30,1499.72
801399,601563,2025-09-21,838.88
801400,601564,2025-09-27,1695.13
801401,601565,2025-09-29,448.46
801402,601566,2025-10-13,400.57
801403,601567,2025-10-18,1787.58
801404,601568,2025-11-07,893.9
801405,601569,2025-10-22,1096.39
801406,601570,2025-11-06,824.74
801407,601571,2025-10-03,864.9
801408,601572,2025-11-07,1086.72
801409,601573,2025-10-01,1050.81
801410,601574,2025-11-02,1277.12
801411,601575,2025-10-30,380.25
801412,601577,2025-09-30,1280.73
801413,601578,2025-10-07,920.03
801414,601579,2025-10-10,592.26
801415,601580,2025-09-18,1502.72
801416,601581,2025-10-18,970.18
801417,601582,2025-10-04,1487.87
801418,601583,2025-10-16,1701.64
801419,601585,2025-09-30,1168.37
801420,601586,2025-10-13,924.23
801421,601587,2025-10-27,1306.68
801422,601588,2025-10-19,881.57
801423,601590,2025-10-22,1120.95
801424,601591,2025-10-21,657.78
801425,601592,2025-09-23,638.19
801426,601593,2025-10-08,852.49
801427,601594,2025-10-21,622.35
801428,601595,2025-09-27,102.04
801429,601596,2025-10-13,1495.38
801430,601597,2025-10-26,1714.9
801431,601598,2025-10-02,1086.08
801432,601599,2025-11-03,1416.47
801433,601600,2025-11-04,1834.1
801434,601601,2025-10-16,1225.02
801435,601602,2025-11-09,1706.01
801436,601603,2025-10-15,1698.18
801437,601604,2025-10-13,733.56
801438,601605,2025-11-16,973.79
801439,601607,2025-09-26,1193.28
801440,601608,2025-10-25,1414.93
801441,601609,2025-09-26,706.1
801442,601610,2025-10-14,320.73
801443,601611,2025-10-14,126.97
801444,601612,2025-10-13,1006.64
801445,601613,2025-10-12,699.46
801446,601614,2025-09-24,1120.67
801447,601615,2025-10-21,856.6
801448,601616,2025-10-09,233.64
801449,601617,2025-10-21,1033.95
801450,601618,2025-10-05,1242.93
801451,601619,2025-09-30,119.98
801452,601620,2025-11-04,823.04
801453,601621,2025-10-22,1294.55
801454,601622,2025-10-25,1121.47
801455,601623,2025-10-11,1061.92
801456,601624,2025-10-21,1538.36
801457,601625,2025-10-26,1582.43
801458,601626,2025-10-29,750.71
801459,601628,2025-11-02,1663.42
801460,601629,2025-11-07,1350.67
801461,601630,2025-11-03,1219.79
801462,601631,2025-10-16,786.1
801463,601632,2025-10-26,1261.02
801464,601633,2025-10-29,1162.34
801465,601634,2025-10-18,1569.82
801466,601635,2025-10-21,1080.6
801467,601636,2025-09-27,943.51
801468,601637,2025-11-09,459.28
801469,601638,2025-10-22,1707.15
801470,601639,2025-11-09,681.16
801471,601640,2025-11-07,1153.21
801472,601642,2025-11-14,1253.76
801473,601643,2025-10-12,1400.53
801474,601644,2025-10-15,1193.63
801475,601645,2025-11-03,767.52
801476,601646,2025-11-15,212.37
801477,601647,2025-10-30,910.8
801478,601648,2025-10-12,1379.43
801479,601649,2025-11-02,1289.07
801480,601650,2025-11-20,1515.01
801481,601651,2025-10-30,1193.95
801482,601652,2025-11-07,312.36
801483,601655,2025-11-10,927.09
801484,601657,2025-10-15,1120.34
801485,601658,2025-10-25,1170.11
801486,601659,2025-11-13,1126.16
801487,601660,2025-10-25,672.98
801488,601661,2025-11-09,1362.07
801489,601662,2025-11-05,324.12
801490,601663,2025-11-18,1680.19
801491,601664,2025-10-25,584.0
801492,601665,2025-10-27,1044.28
801493,601666,2025-11-02,1036.11
801494,601667,2025-11-11,995.86
801495,601668,2025-10-06,1322.37
801496,601670,2025-10-27,1404.37
801497,601671,2025-10-09,1222.76
801498,601672,2025-11-20,1293.91
801499,601673,2025-10-29,1200.32
801500,601674,2025-10-26,1321.05
801501,601675,2025-11-17,1539.17
801502,601676,2025-10-24,1313.32
801503,601677,2025-10-30,1224.58
801504,601678,2025-11-04,895.3
801505,601680,2025-10-10,1319.2
801506,601681,2025-11-13,386.96
801507,601682,2025-10-09,1678.9
801508,601683,2025-10-23,819.53
801509,601684,2025-10-26,479.09
801510,601686,2025-10-27,1740.45
801511,601687,2025-10-28,810.67
801512,601688,2025-11-05,994.64
801513,601689,2025-11-04,979.18
801514,601690,2025-10-19,1485.51
801515,601691,2025-10-26,1774.97
801516,601692,2025-11-12,1028.32
801517,601693,2025-11-10,828.28
801518,601694,2025-10-27,1118.96
801519,601695,2025-10-23,1445.06
801520,601696,2025-10-23,1311.71
801521,601697,2025-10-25,446.72
801522,601698,2025-11-09,488.93
801523,601699,2025-11-14,1630.38
801524,601700,2025-11-02,1282.45
801525,601701,2025-11-23,563.0
801526,601702,2025-10-11,751.88
801527,601703,2025-10-12,780.77
801528,601704,2025-10-25,1727.68
801529,601705,2025-11-30,1693.6
801530,601706,2025-10-16,680.23
801531,601707,2025-11-25,1678.74
801532,601708,2025-11-08,1291.14
801533,601709,2025-11-02,1114.83
801534,601711,2025-10-15,1448.0
801535,601712,2025-11-20,1151.77
801536,601713,2025-11-11,1385.37
801537,601714,2025-11-12,758.81
801538,601715,2025-11-06,464.61
801539,601716,2025-10-25,820.33
801540,601717,2025-10-31,1285.63
801541,601718,2025-11-07,674.8
801542,601719,2025-10-31,1414.23
801543,601720,2025-11-04,1139.26
801544,601721,2025-10-22,1302.06
801545,601722,2025-10-31,1566.57
801546,601723,2025-10-31,1035.67
801547,601724,2025-10-13,953.68
801548,601725,2025-10-21,814.73
801549,601726,2025-11-20,871.64
801550,601727,2025-11-20,1328.66
801551,601730,2025-11-03,614.9
801552,601732,2025-11-15,1778.24
801553,601735,2025-11-10,1047.88
801554,601736,2025-10-25,1358.5
801555,601737,2025-10-25,719.38
801556,601738,2025-10-22,652.37
801557,601739,2025-12-08,1216.32
801558,601740,2025-11-28,425.29
801559,601741,2025-11-09,1149.13
801560,601742,2025-11-10,1329.01
801561,601743,2025-12-03,1200.77
801562,601744,2025-11-20,408.97
801563,601745,2025-10-28,980.36
801564,601746,2025-11-19,690.95
801565,601747,2025-11-08,1170.42
801566,601748,2025-11-07,1832.46
801567,601750,2025-11-01,168.3
801568,601751,2025-10-20,353.77
801569,601752,2025-10-22,1362.32
801570,601753,2025-11-29,1042.39
801571,601755,2025-10-18,1300.31
801572,601756,2025-11-04,1010.02
801573,601757,2025-11-09,1050.72
801574,601758,2025-10-23,1474.77
801575,601759,2025-10-28,1241.95
801576,601760,2025-11-20,1148.52
801577,601761,2025-12-05,1857.94
801578,601762,2025-10-18,1680.51
801579,601763,2025-10-28,1479.93
801580,601764,2025-11-03,723.28
801581,601766,2025-11-27,237.22
801582,601767,2025-11-24,919.94
801583,601768,2025-11-15,1301.23
801584,601769,2025-11-16,642.22
801585,601770,2025-12-02,998.82
801586,601771,2025-11-03,1122.81
801587,601772,2025-10-22,963.79
801588,601773,2025-10-29,653.54
801589,601774,2025-11-20,802.32
801590,601776,2025-11-05,675.51
801591,601777,2025-11-04,1662.15
