invoice_id,work_order_id,invoice_date,labor_amount,parts_amount,invoice_total
600542,400643,2025-04-02,559.16,1006.8,1565.96
600543,400644,2025-04-02,548.97,325.82,874.79
600544,400645,2025-03-31,433.76,22.72,456.48
600545,400646,2025-04-01,795.23,1136.31,1931.54
600546,400647,2025-04-04,341.31,815.23,1156.54
600547,400650,2025-03-31,338.22,680.09,1018.31
600548,400651,2025-04-13,96.05,145.23,241.28
600549,400652,2025-04-10,287.87,861.3,1149.17
600550,400653,2025-04-08,513.16,514.07,1027.23
600551,400655,2025-04-04,406.68,95.34,502.02
600552,400658,2025-04-10,744.08,301.85,1045.93
600553,400659,2025-04-04,251.39,704.96,956.35
600554,400660,2025-04-01,664.42,445.25,1109.67
600555,400661,2025-04-13,724.89,52.67,777.56
600556,400662,2025-04-13,288.36,615.35,903.71
600557,400663,2025-04-01,706.01,460.2,1166.21
600558,400664,2025-04-07,139.49,546.54,686.03
600559,400665,2025-04-11,548.44,865.25,1413.69
600560,400666,2025-04-08,801.97,1016.31,1818.28
600561,400667,2025-04-05,705.56,485.42,1190.98
600562,400668,2025-04-12,814.17,872.09,1686.26
600563,400669,2025-04-15,284.42,1057.24,1341.66
600564,400670,2025-04-07,211.23,573.01,784.24
600565,400671,2025-04-07,510.64,348.17,858.81
600566,400672,2025-04-03,688.07,832.18,1520.25
600567,400673,2025-04-06,508.55,848.23,1356.78
600568,400674,2025-04-13,336.15,359.32,695.47
600569,400675,2025-04-03,571.68,871.36,1443.04
600570,400676,2025-04-03,728.79,755.26,1484.05
600571,400677,2025-04-12,417.6,521.66,939.26
600572,400678,2025-04-07,212.41,666.79,879.2
600573,400679,2025-04-04,131.08,514.34,645.42
600574,400680,2025-04-05,765.79,1001.76,1767.55
600575,400681,2025-04-08,392.44,300.43,692.87
600576,400682,2025-04-11,756.54,387.35,1143.89
600577,400685,2025-04-17,824.21,955.17,1779.38
600578,400686,2025-04-09,269.92,905.05,1174.97
600579,400687,2025-04-07,566.08,711.54,1277.62
600580,400688,2025-04-06,524.32,1150.35,1674.67
600581,400689,2025-04-08,774.23,332.57,1106.8
600582,400690,2025-04-15,537.42,949.24,1486.66
600583,400691,2025-04-10,400.67,539.66,940.33
600584,400692,2025-04-16,333.25,854.1,1187.35
600585,400693,2025-04-10,697.41,688.07,1385.48
600586,400694,2025-04-11,628.17,853.5,1481.67
600587,400695,2025-04-07,365.44,794.99,1160.43
600588,400696,2025-04-15,586.13,148.43,734.56
600589,400697,2025-04-07,488.6,465.49,954.09
600590,400698,2025-04-12,698.78,538.92,1237.7
600591,400699,2025-04-15,820.74,288.05,1108.79
600592,400700,2025-04-13,94.93,349.73,444.66
600593,400701,2025-04-08,330.85,14.89,345.74
600594,400702,2025-04-18,164.16,1028.78,1192.94
600595,400703,2025-04-09,481.57,236.41,717.98
600596,400705,2025-04-15,827.57,844.01,1671.58
600597,400706,2025-04-17,737.94,1044.76,1782.7
600598,400707,2025-04-20,802.07,122.73,924.8
600599,400708,2025-04-13,438.87,446.96,885.83
600600,400710,2025-04-10,748.14,368.42,1116.56
600601,400712,2025-04-10,730.91,854.67,1585.58
600602,400713,2025-04-20,485.6,288.27,773.87
600603,400714,2025-04-20,495.74,700.19,1195.93
600604,400716,2025-04-12,81.85,499.73,581.58
600605,400717,2025-04-12,762.59,796.05,1558.64
600606,400718,2025-04-11,349.68,678.74,1028.42
600607,400719,2025-04-17,681.93,272.86,954.79
600608,400720,2025-04-19,398.86,284.88,683.74
600609,400722,2025-04-16,644.38,1194.56,1838.94
600610,400724,2025-04-19,702.58,664.26,1366.84
600611,400725,2025-04-14,524.18,1026.16,1550.34
600612,400727,2025-04-10,412.6,422.41,835.01
600613,400728,2025-04-12,251.99,629.95,881.94
600614,400729,2025-04-11,342.67,1102.03,1444.7
600615,400731,2025-04-17,300.61,509.12,809.73
600616,400732,2025-04-11,700.14,227.78,927.92
600617,400733,2025-04-17,336.69,154.26,490.95
600618,400734,2025-04-19,502.19,1118.94,1621.13
600619,400735,2025-04-25,80.17,653.95,734.12
600620,400736,2025-04-24,826.6,193.75,1020.35
600621,400737,2025-04-12,408.62,204.62,613.24
600622,400738,2025-04-13,700.04,422.96,1123.0
600623,400739,2025-04-16,196.18,403.27,599.45
600624,400740,2025-04-19,753.38,866.9,1620.28
600625,400741,2025-04-22,741.79,611.94,1353.73
600626,400742,2025-04-21,762.77,239.82,1002.59
600627,400743,2025-04-23,388.06,712.68,1100.74
600628,400744,2025-04-18,487.67,285.1,772.77
600629,400745,2025-04-13,253.26,965.63,1218.89
600630,400746,2025-04-19,265.43,796.94,1062.37
600631,400747,2025-04-22,93.61,855.27,948.88
600632,400748,2025-04-22,528.95,353.8,882.75
600633,400749,2025-04-18,618.74,1127.09,1745.83
600634,400750,2025-04-24,492.05,1199.66,1691.71
600635,400751,2025-04-22,732.06,106.58,838.64
600636,400752,2025-04-17,579.3,368.37,947.67
600637,400753,2025-04-16,543.36,788.58,1331.94
600638,400754,2025-04-23,405.71,1100.66,1506.37
600639,400755,2025-04-17,152.97,792.87,945.84
600640,400757,2025-04-25,463.82,1004.57,1468.39
600641,400758,2025-04-23,664.67,848.41,1513.08
600642,400759,2025-04-16,80.09,1181.22,1261.31
600643,400761,2025-04-23,516.54,510.58,1027.12
600644,400762,2025-04-24,719.59,1051.2,1770.79
600645,400763,2025-04-24,449.34,405.54,854.88
600646,400764,2025-04-21,735.87,517.5,1253.37
600647,400765,2025-04-21,328.62,996.3,1324.92
600648,400766,2025-04-27,449.58,1041.85,1491.43
600649,400767,2025-04-22,697.85,85.5,783.35
600650,400768,2025-04-27,328.46,742.86,1071.32
600651,400769,2025-04-27,529.4,421.93,951.33
600652,400770,2025-04-15,731.39,686.19,1417.58
600653,400772,2025-04-20,637.51,542.42,1179.93
600654,400773,2025-04-28,177.84,444.07,621.91
600655,400774,2025-04-22,823.71,948.5,1772.21
600656,400775,2025-04-25,427.16,758.86,1186.02
600657,400777,2025-04-28,749.92,767.78,1517.7
600658,400778,2025-04-17,439.43,544.89,984.32
600659,400780,2025-04-20,538.38,1196.25,1734.63
600660,400785,2025-05-01,185.18,274.29,459.47
600661,400786,2025-04-21,75.52,276.48,352.0
600662,400787,2025-04-20,676.82,1067.12,1743.94
600663,400790,2025-04-28,393.67,949.98,1343.65
600664,400791,2025-04-30,450.23,400.81,851.04
600665,400792,2025-04-25,247.62,383.87,631.49
600666,400793,2025-04-28,573.09,144.8,717.89
600667,400794,2025-04-22,259.3,1164.33,1423.63
600668,400795,2025-04-23,740.44,551.24,1291.68
600669,400796,2025-04-29,230.54,246.59,477.13
600670,400797,2025-04-28,794.01,917.4,1711.41
600671,400798,2025-04-29,699.97,201.04,901.01
600672,400799,2025-04-27,520.58,523.56,1044.14
600673,400800,2025-04-23,379.22,126.71,505.93
600674,400801,2025-04-30,713.33,586.15,1299.48
600675,400802,2025-04-24,407.67,635.86,1043.53
600676,400803,2025-04-20,219.72,517.73,737.45
600677,400805,2025-04-30,458.1,880.44,1338.54
600678,400806,2025-04-27,253.15,896.97,1150.12
600679,400807,2025-05-01,650.74,103.45,754.19
600680,400808,2025-05-02,753.76,162.36,916.12
600681,400809,2025-04-30,627.59,744.58,1372.17
600682,400810,2025-04-30,721.95,529.13,1251.08
600683,400811,2025-04-29,631.81,88.99,720.8
600684,400812,2025-04-22,328.11,945.66,1273.77
600685,400813,2025-04-26,543.19,488.9,1032.09
600686,400814,2025-05-04,85.87,53.25,139.12
600687,400815,2025-05-01,220.32,884.21,1104.53
600688,400816,2025-04-24,578.7,161.32,740.02
600689,400817,2025-04-29,76.32,126.15,202.47
600690,400818,2025-04-24,700.73,743.39,1444.12
600691,400819,2025-04-27,786.11,1038.69,1824.8
600692,400820,2025-05-04,388.38,183.44,571.82
600693,400821,2025-05-03,357.45,45.72,403.17
600694,400822,2025-04-26,598.77,715.34,1314.11
600695,400825,2025-04-29,217.08,730.97,948.05
600696,400827,2025-04-24,269.04,1051.5,1320.54
600697,400828,2025-05-06,561.6,927.68,1489.28
600698,400829,2025-05-02,459.86,819.08,1278.94
600699,400830,2025-04-28,662.61,177.84,840.45
600700,400831,2025-04-29,187.24,194.78,382.02
600701,400832,2025-05-04,488.4,44.9,533.3
600702,400833,2025-04-26,399.82,935.14,1334.96
600703,400834,2025-04-28,715.86,526.64,1242.5
600704,400835,2025-04-29,638.48,2.1,640.58
600705,400836,2025-04-25,796.82,819.57,1616.39
600706,400837,2025-04-29,702.82,207.19,910.01
600707,400838,2025-05-08,379.59,989.7,1369.29
600708,400839,2025-04-26,257.24,114.39,371.63
600709,400840,2025-05-04,262.03,348.33,610.36
600710,400841,2025-05-03,161.55,897.8,1059.35
600711,400842,2025-05-06,689.32,1095.88,1785.2
600712,400843,2025-05-01,187.58,892.44,1080.02
600713,400844,2025-05-03,651.0,716.26,1367.26
600714,400845,2025-04-28,683.95,104.38,788.33
600715,400848,2025-05-09,614.54,298.66,913.2
600716,400849,2025-05-02,390.1,766.2,1156.3
600717,400850,2025-05-08,765.9,347.87,1113.77
600718,400851,2025-05-01,190.75,201.91,392.66
600719,400852,2025-05-06,102.04,807.54,909.58
600720,400854,2025-04-29,535.14,126.4,661.54
600721,400856,2025-05-05,625.65,903.83,1529.48
600722,400857,2025-04-28,649.07,826.91,1475.98
600723,400858,2025-05-01,562.54,997.13,1559.67
600724,400860,2025-05-04,794.19,583.66,1377.85
600725,400861,2025-05-03,464.72,313.03,777.75
600726,400862,2025-05-01,387.37,551.0,938.37
600727,400863,2025-05-01,795.98,1073.97,1869.95
600728,400864,2025-05-04,193.42,365.05,558.47
600729,400866,2025-05-09,494.66,732.34,1227.0
600730,400868,2025-05-10,234.18,1197.79,1431.97
600731,400869,2025-05-07,166.44,514.59,681.03
600732,400870,2025-05-05,263.18,82.19,345.37
600733,400871,2025-05-12,91.32,175.15,266.47
600734,400872,2025-05-11,406.13,1176.75,1582.88
600735,400873,2025-05-04,687.31,968.13,1655.44
600736,400874,2025-05-04,425.58,290.39,715.97
600737,400877,2025-05-12,572.66,1169.35,1742.01
600738,400878,2025-05-14,479.17,424.41,903.58
600739,400879,2025-05-10,458.34,428.76,887.1
600740,400880,2025-05-09,296.86,214.39,511.25
600741,400882,2025-05-04,581.05,502.59,1083.64
600742,400883,2025-05-10,413.38,788.59,1201.97
600743,400884,2025-05-14,617.58,395.33,1012.91
600744,400885,2025-05-03,189.33,583.19,772.52
600745,400886,2025-05-03,627.46,1116.85,1744.31
600746,400887,2025-05-05,342.81,6.76,349.57
600747,400888,2025-05-04,668.43,840.26,1508.69
600748,400889,2025-05-10,399.03,1146.36,1545.39
600749,400890,2025-05-07,470.83,176.91,647.74
600750,400892,2025-05-07,467.65,871.73,1339.38
600751,400893,2025-05-11,650.47,710.79,1361.26
600752,400896,2025-05-15,180.89,806.92,987.81
600753,400898,2025-05-15,192.29,374.06,566.35
600754,400899,2025-05-17,806.09,429.18,1235.27
600755,400900,2025-05-06,352.32,1105.88,1458.2
600756,400901,2025-05-14,501.17,2.57,503.74
600757,400902,2025-05-07,601.94,681.47,1283.41
600758,400903,2025-05-07,837.38,255.42,1092.8
600759,400904,2025-05-09,516.22,433.72,949.94
600760,400905,2025-05-08,179.91,1164.5,1344.41
600761,400906,2025-05-12,511.09,905.29,1416.38
600762,400907,2025-05-10,208.3,1028.94,1237.24
600763,400908,2025-05-05,845.07,265.3,1110.37
600764,400909,2025-05-12,574.57,172.01,746.58
600765,400910,2025-05-07,427.42,270.7,698.12
600766,400911,2025-05-09,674.0,146.52,820.52
600767,400912,2025-05-11,295.63,1084.41,1380.04
600768,400913,2025-05-13,606.42,500.4,1106.82
600769,400914,2025-05-06,310.95,553.78,864.73
600770,400915,2025-05-19,296.41,398.77,695.18
600771,400916,2025-05-17,774.39,72.67,847.06
600772,400918,2025-05-13,764.87,463.51,1228.38
600773,400919,2025-05-06,556.16,49.7,605.86
600774,400921,2025-05-11,676.73,915.27,1592.0
600775,400922,2025-05-20,494.68,473.43,968.11
600776,400923,2025-05-18,840.23,621.37,1461.6
600777,400924,2025-05-12,625.13,1001.02,1626.15
600778,400925,2025-05-12,88.01,818.42,906.43
600779,400926,2025-05-18,494.37,527.78,1022.15
600780,400927,2025-05-13,89.64,376.28,465.92
600781,400928,2025-05-11,139.18,923.0,1062.18
600782,400929,2025-05-15,539.14,321.37,860.51
600783,400930,2025-05-09,114.66,1113.09,1227.75
600784,400931,2025-05-16,560.1,741.53,1301.63
600785,400932,2025-05-09,231.27,824.25,1055.52
600786,400933,2025-05-08,111.75,974.9,1086.65
600787,400937,2025-05-10,684.71,593.69,1278.4
600788,400939,2025-05-22,669.96,261.22,931.18
600789,400940,2025-05-20,334.77,200.71,535.48
600790,400942,2025-05-13,252.82,976.61,1229.43
600791,400943,2025-05-22,660.33,1151.12,1811.45
600792,400944,2025-05-23,188.7,58.75,247.45
600793,400946,2025-05-22,310.04,79.06,389.1
600794,400947,2025-05-13,833.64,668.22,1501.86
600795,400948,2025-05-13,373.11,712.59,1085.7
600796,400949,2025-05-10,421.31,711.11,1132.42
600797,400950,2025-05-19,286.26,963.63,1249.89
600798,400951,2025-05-17,848.98,139.92,988.9
600799,400952,2025-05-14,673.11,43.14,716.25
600800,400953,2025-05-23,473.2,876.14,1349.34
600801,400954,2025-05-12,144.56,667.03,811.59
600802,400956,2025-05-19,771.41,267.35,1038.76
600803,400957,2025-05-23,581.41,408.99,990.4
600804,400958,2025-05-18,661.08,1102.8,1763.88
600805,400959,2025-05-12,364.05,434.81,798.86
600806,400960,2025-05-25,814.02,551.08,1365.1
600807,400961,2025-05-14,292.72,299.14,591.86
600808,400963,2025-05-14,324.49,23.69,348.18
600809,400965,2025-05-15,375.44,792.83,1168.27
600810,400966,2025-05-27,422.08,262.66,684.74
600811,400967,2025-05-20,353.34,209.84,563.18
600812,400968,2025-05-25,394.6,141.79,536.39
600813,400969,2025-05-19,363.53,1067.66,1431.19
600814,400970,2025-05-26,589.27,1020.31,1609.58
600815,400971,2025-05-25,196.43,154.2,350.63
600816,400972,2025-05-23,605.12,880.52,1485.64
600817,400973,2025-05-28,627.46,396.65,1024.11
600818,400974,2025-05-15,515.06,12.92,527.98
600819,400976,2025-05-20,495.99,694.42,1190.41
600820,400977,2025-05-19,739.65,580.07,1319.72
600821,400978,2025-05-22,183.51,244.39,427.9
600822,400979,2025-05-27,545.87,349.51,895.38
600823,400980,2025-05-22,447.68,923.37,1371.05
600824,400981,2025-05-22,625.96,230.29,856.25
600825,400982,2025-05-21,412.39,775.16,1187.55
600826,400984,2025-05-23,115.84,67.71,183.55
600827,400985,2025-05-17,335.16,525.6,860.76
600828,400987,2025-05-19,312.08,297.96,610.04
600829,400989,2025-05-19,402.93,276.91,679.84
600830,400990,2025-05-18,436.0,1121.43,1557.43
600831,400991,2025-05-22,472.44,781.19,1253.63
600832,400992,2025-05-31,693.62,725.85,1419.47
600833,400993,2025-05-24,790.64,529.34,1319.98
600834,400994,2025-05-31,247.19,104.6,351.79
600835,400995,2025-06-01,336.07,1013.64,1349.71
600836,400996,2025-05-27,578.56,239.36,817.92
600837,400997,2025-05-30,365.5,1093.47,1458.97
600838,400998,2025-05-31,594.46,541.87,1136.33
600839,401000,2025-05-23,319.74,258.49,578.23
600840,401001,2025-05-24,598.61,150.11,748.72
600841,401002,2025-05-24,635.16,524.48,1159.64
600842,401004,2025-05-28,743.28,1191.43,1934.71
600843,401005,2025-05-30,727.97,3.37,731.34
600844,401006,2025-06-03,482.7,1183.52,1666.22
600845,401007,2025-05-27,636.27,1024.37,1660.64
600846,401008,2025-06-03,710.92,973.12,1684.04
600847,401009,2025-05-21,477.19,675.53,1152.72
600848,401012,2025-05-25,641.66,643.8,1285.46
600849,401013,2025-05-28,782.46,831.65,1614.11
600850,401014,2025-05-29,729.44,764.98,1494.42
600851,401015,2025-05-28,214.39,876.73,1091.12
600852,401016,2025-05-27,477.01,375.12,852.13
600853,401017,2025-06-03,84.46,897.05,981.51
600854,401018,2025-06-02,631.61,908.85,1540.46
600855,401019,2025-05-31,561.97,1156.27,1718.24
600856,401021,2025-05-28,746.36,296.74,1043.1
600857,401023,2025-06-05,515.05,289.56,804.61
600858,401025,2025-05-28,234.96,595.99,830.95
600859,401026,2025-05-26,150.33,424.04,574.37
600860,401027,2025-05-29,216.36,402.9,619.26
600861,401028,2025-06-07,405.4,851.95,1257.35
600862,401029,2025-06-07,391.31,520.68,911.99
600863,401030,2025-06-04,415.17,236.66,651.83
600864,401031,2025-06-07,650.86,1037.14,1688.0
600865,401032,2025-05-28,410.91,951.71,1362.62
600866,401033,2025-06-01,331.89,1175.37,1507.26
600867,401034,2025-06-01,115.6,597.67,713.27
600868,401035,2025-06-01,513.16,767.38,1280.54
600869,401036,2025-05-27,305.39,1044.12,1349.51
600870,401037,2025-06-08,264.56,511.58,776.14
600871,401038,2025-05-27,457.22,227.69,684.91
600872,401039,2025-06-01,737.91,559.78,1297.69
600873,401040,2025-05-29,775.49,827.77,1603.26
600874,401041,2025-06-03,333.68,853.76,1187.44
600875,401042,2025-05-29,817.37,930.01,1747.38
600876,401043,2025-06-02,540.16,45.9,586.06
600877,401044,2025-06-02,818.68,737.95,1556.63
600878,401045,2025-06-07,123.44,770.39,893.83
600879,401046,2025-06-02,634.86,1077.15,1712.01
600880,401049,2025-05-30,512.45,310.94,823.39
600881,401050,2025-06-03,661.0,1157.34,1818.34
600882,401051,2025-06-10,283.89,1054.23,1338.12
600883,401052,2025-06-09,146.79,1049.04,1195.83
600884,401053,2025-06-04,94.32,169.32,263.64
600885,401054,2025-06-09,554.32,484.91,1039.23
600886,401055,2025-06-11,516.74,753.83,1270.57
600887,401056,2025-05-30,414.7,1184.49,1599.19
600888,401057,2025-06-03,481.02,120.25,601.27
600889,401059,2025-06-06,500.48,819.37,1319.85
600890,401061,2025-06-05,164.32,655.88,820.2
600891,401062,2025-06-08,590.51,11.12,601.63
600892,401063,2025-06-09,587.08,195.07,782.15
600893,401064,2025-06-09,228.35,258.22,486.57
600894,401066,2025-06-11,165.43,463.88,629.31
600895,401067,2025-06-06,587.05,496.89,1083.94
600896,401068,2025-06-08,665.84,661.3,1327.14
600897,401069,2025-06-08,301.18,129.65,430.83
600898,401070,2025-06-05,515.55,429.54,945.09
600899,401071,2025-06-04,220.89,655.78,876.67
600900,401072,2025-05-31,167.81,970.37,1138.18
600901,401073,2025-06-06,389.45,151.41,540.86
600902,401074,2025-05-31,757.5,646.25,1403.75
600903,401076,2025-06-08,468.03,860.98,1329.01
600904,401077,2025-06-07,223.37,256.26,479.63
600905,401078,2025-06-09,354.1,410.78,764.88
600906,401079,2025-06-14,238.45,675.18,913.63
600907,401081,2025-06-05,245.33,35.78,281.11
600908,401082,2025-06-13,503.94,1050.9,1554.84
600909,401083,2025-06-14,443.23,494.07,937.3
600910,401084,2025-06-09,134.92,123.64,258.56
600911,401085,2025-06-13,175.62,762.2,937.82
600912,401086,2025-06-11,426.65,450.97,877.62
600913,401088,2025-06-10,846.33,47.21,893.54
600914,401091,2025-06-15,759.1,79.94,839.04
600915,401092,2025-06-10,339.24,721.59,1060.83
600916,401093,2025-06-06,194.03,997.57,1191.6
600917,401094,2025-06-16,184.83,13.01,197.84
600918,401095,2025-06-13,698.38,492.63,1191.01
600919,401096,2025-06-08,723.13,777.13,1500.26
600920,401098,2025-06-16,737.85,1130.01,1867.86
600921,401099,2025-06-13,416.28,214.43,630.71
600922,401100,2025-06-08,470.86,735.33,1206.19
600923,401101,2025-06-12,498.64,914.94,1413.58
600924,401102,2025-06-09,545.26,636.81,1182.07
600925,401104,2025-06-05,755.54,172.62,928.16
600926,401105,2025-06-15,162.33,503.26,665.59
600927,401106,2025-06-13,687.83,38.84,726.67
600928,401107,2025-06-16,311.63,1017.83,1329.46
600929,401108,2025-06-12,831.76,995.84,1827.6
600930,401109,2025-06-18,835.89,943.26,1779.15
600931,401110,2025-06-18,325.62,488.97,814.59
600932,401112,2025-06-07,647.77,871.88,1519.65
600933,401113,2025-06-07,570.6,612.88,1183.48
600934,401114,2025-06-14,366.93,391.28,758.21
600935,401115,2025-06-12,344.69,533.93,878.62
600936,401116,2025-06-17,527.88,594.46,1122.34
600937,401117,2025-06-07,835.85,212.87,1048.72
600938,401118,2025-06-12,229.1,309.64,538.74
600939,401119,2025-06-11,364.39,567.15,931.54
600940,401120,2025-06-11,276.1,536.01,812.11
600941,401122,2025-06-15,169.61,409.82,579.43
600942,401123,2025-06-11,549.82,65.95,615.77
600943,401124,2025-06-08,263.95,992.42,1256.37
600944,401125,2025-06-15,181.61,14.23,195.84
600945,401126,2025-06-08,754.2,568.57,1322.77
600946,401127,2025-06-11,174.08,616.66,790.74
600947,401128,2025-06-09,615.01,266.18,881.19
600948,401130,2025-06-11,840.24,315.21,1155.45
600949,401131,2025-06-09,242.67,564.47,807.14
600950,401132,2025-06-17,743.48,908.52,1652.0
600951,401133,2025-06-17,593.02,716.23,1309.25
600952,401134,2025-06-20,374.44,1047.62,1422.06
600953,401135,2025-06-14,106.99,590.55,697.54
600954,401136,2025-06-17,189.65,992.25,1181.9
600955,401137,2025-06-12,216.18,501.44,717.62
600956,401138,2025-06-19,355.5,691.24,1046.74
600957,401139,2025-06-14,554.15,511.96,1066.11
600958,401140,2025-06-22,626.26,69.17,695.43
600959,401141,2025-06-13,506.25,1021.87,1528.12
600960,401142,2025-06-11,234.93,349.01,583.94
600961,401143,2025-06-18,309.93,470.02,779.95
600962,401144,2025-06-14,313.73,236.21,549.94
600963,401145,2025-06-22,109.85,999.56,1109.41
600964,401146,2025-06-18,190.0,735.75,925.75
600965,401148,2025-06-24,433.33,1160.6,1593.93
600966,401149,2025-06-25,515.02,267.41,782.43
600967,401150,2025-06-20,835.32,654.86,1490.18
600968,401151,2025-06-25,311.41,512.71,824.12
600969,401153,2025-06-24,636.4,236.86,873.26
600970,401154,2025-06-24,114.8,1010.06,1124.86
600971,401155,2025-06-15,78.41,1191.13,1269.54
600972,401156,2025-06-26,672.81,630.86,1303.67
600973,401159,2025-06-14,120.61,837.24,957.85
600974,401160,2025-06-15,800.25,270.88,1071.13
600975,401161,2025-06-21,299.55,236.68,536.23
600976,401162,2025-06-23,322.43,657.07,979.5
600977,401164,2025-06-17,612.37,249.47,861.84
600978,401165,2025-06-14,260.32,60.64,320.96
600979,401166,2025-06-20,225.85,341.36,567.21
600980,401167,2025-06-25,360.11,511.07,871.18
600981,401168,2025-06-19,670.04,535.46,1205.5
600982,401169,2025-06-15,328.89,842.6,1171.49
600983,401170,2025-06-20,404.99,1009.63,1414.62
600984,401172,2025-06-27,146.72,338.67,485.39
600985,401174,2025-06-18,787.91,1157.25,1945.16
600986,401176,2025-06-25,344.64,415.18,759.82
600987,401177,2025-06-24,464.12,906.8,1370.92
600988,401178,2025-06-17,711.04,433.18,1144.22
600989,401179,2025-06-27,765.78,981.85,1747.63
600990,401180,2025-06-27,152.52,577.18,729.7
600991,401181,2025-06-28,75.31,355.13,430.44
600992,401182,2025-06-29,99.29,271.85,371.14
600993,401183,2025-06-28,682.45,404.1,1086.55
600994,401185,2025-06-27,564.93,1197.63,1762.56
600995,401187,2025-06-26,350.8,691.9,1042.7
600996,401188,2025-06-27,614.96,1045.99,1660.95
600997,401189,2025-06-25,612.4,203.69,816.09
600998,401190,2025-06-29,610.76,1134.79,1745.55
600999,401191,2025-06-17,757.62,964.31,1721.93
601000,401192,2025-06-27,494.7,815.3,1310.0
601001,401193,2025-06-25,424.31,189.21,613.52
601002,401195,2025-06-25,276.49,351.71,628.2
601003,401196,2025-06-27,98.28,1028.18,1126.46
601004,401197,2025-07-01,507.27,280.55,787.82
601005,401198,2025-06-20,613.47,1054.78,1668.25
601006,401199,2025-06-28,408.07,510.99,919.06
601007,401200,2025-06-20,433.71,1060.82,1494.53
601008,401201,2025-06-22,330.44,1041.88,1372.32
601009,401202,2025-06-19,661.83,1048.79,1710.62
601010,401203,2025-06-19,104.46,349.6,454.06
601011,401205,2025-06-23,329.91,271.05,600.96
601012,401206,2025-07-02,203.79,776.31,980.1
601013,401207,2025-06-23,576.54,1152.22,1728.76
601014,401208,2025-07-01,614.77,52.27,667.04
601015,401209,2025-07-02,469.78,778.83,1248.61
601016,401210,2025-06-22,167.81,79.86,247.67
601017,401211,2025-06-22,423.28,782.59,1205.87
601018,401212,2025-06-25,713.37,1047.72,1761.09
601019,401213,2025-07-03,561.79,1030.26,1592.05
601020,401215,2025-06-27,443.71,214.48,658.19
601021,401216,2025-06-22,244.49,1086.79,1331.28
601022,401217,2025-06-23,545.54,987.39,1532.93
601023,401218,2025-06-21,345.88,356.75,702.63
601024,401219,2025-06-30,431.93,484.35,916.28
601025,401220,2025-06-25,395.47,55.43,450.9
601026,401224,2025-07-05,801.17,580.63,1381.8
601027,401225,2025-06-24,660.18,71.71,731.89
601028,401226,2025-06-22,206.04,1063.09,1269.13
601029,401227,2025-07-01,412.04,299.83,711.87
601030,401229,2025-06-22,602.5,713.15,1315.65
601031,401230,2025-06-30,458.64,1113.26,1571.9
601032,401231,2025-07-03,283.88,162.73,446.61
601033,401232,2025-07-04,466.71,638.5,1105.21
601034,401233,2025-07-01,180.88,317.19,498.07
601035,401234,2025-07-02,127.56,187.18,314.74
601036,401235,2025-06-27,345.53,109.59,455.12
601037,401236,2025-06-27,320.41,477.83,798.24
601038,401237,2025-06-28,86.69,510.61,597.3
601039,401238,2025-06-25,157.88,784.45,942.33
601040,401239,2025-06-25,465.01,770.63,1235.64
601041,401240,2025-06-28,311.21,337.04,648.25
601042,401241,2025-07-04,650.27,1186.36,1836.63
601043,401242,2025-06-29,333.55,575.67,909.22
601044,401243,2025-07-07,698.37,334.11,1032.48
601045,401244,2025-07-05,548.81,1105.95,1654.76
601046,401245,2025-07-04,87.21,265.86,353.07
601047,401246,2025-07-05,783.62,779.85,1563.47
601048,401247,2025-06-27,126.65,188.4,315.05
601049,401248,2025-07-08,818.63,794.1,1612.73
601050,401250,2025-06-30,558.38,423.1,981.48
601051,401251,2025-06-26,278.38,878.94,1157.32
601052,401252,2025-06-29,199.17,365.33,564.5
601053,401253,2025-06-30,248.89,772.57,1021.46
601054,401254,2025-07-09,289.3,1117.29,1406.59
601055,401255,2025-07-08,552.36,643.98,1196.34
601056,401256,2025-06-26,491.34,308.85,800.19
601057,401257,2025-06-27,310.26,706.58,1016.84
601058,401259,2025-07-09,736.28,587.7,1323.98
601059,401260,2025-07-05,529.45,1109.22,1638.67
601060,401261,2025-06-30,588.6,584.54,1173.14
601061,401262,2025-07-04,406.19,410.22,816.41
601062,401263,2025-07-06,743.81,1152.58,1896.39
601063,401264,2025-07-01,559.96,1182.72,1742.68
601064,401265,2025-06-28,666.41,473.62,1140.03
601065,401266,2025-07-08,728.43,315.24,1043.67
601066,401267,2025-06-28,508.97,1185.45,1694.42
601067,401268,2025-07-02,308.27,108.79,417.06
601068,401269,2025-07-10,99.76,362.61,462.37
601069,401271,2025-07-04,78.52,230.58,309.1
601070,401272,2025-07-11,446.61,437.83,884.44
601071,401273,2025-07-09,762.06,856.63,1618.69
601072,401274,2025-07-10,734.45,485.39,1219.84
601073,401277,2025-07-09,391.88,384.54,776.42
601074,401278,2025-07-08,806.95,24.75,831.7
601075,401282,2025-06-30,744.44,1090.22,1834.66
601076,401283,2025-07-09,303.79,904.08,1207.87
601077,401285,2025-07-06,351.94,54.64,406.58
601078,401286,2025-07-02,516.22,183.12,699.34
601079,401289,2025-07-11,174.12,602.8,776.92
601080,401290,2025-07-06,737.61,891.21,1628.82
601081,401291,2025-07-14,450.29,690.68,1140.97
601082,401292,2025-07-11,658.88,967.85,1626.73
601083,401293,2025-07-12,748.24,83.63,831.87
601084,401294,2025-07-03,432.55,671.1,1103.65
