work_order_part_id,work_order_id,part_id,quantity
1496,400974,73,2
1497,400974,99,3
1498,400974,30,1
1499,400977,16,1
1500,400978,190,3
1501,400978,189,1
1502,400981,146,1
1503,400981,171,3
1504,400982,102,1
1505,400983,71,1
1506,400983,4,3
1507,400984,193,2
1508,400984,18,2
1509,400985,85,1
1510,400985,148,2
1511,400985,200,1
1512,400986,156,2
1513,400986,61,3
1514,400986,191,3
1515,400987,68,1
1516,400987,104,1
1517,400987,100,3
1518,400988,189,1
1519,400988,35,1
1520,400990,91,2
1521,400990,144,3
1522,400990,105,2
1523,400992,135,3
1524,400992,163,2
1525,400993,110,1
1526,400993,122,3
1527,400993,44,2
1528,400995,106,1
1529,400995,34,1
1530,400995,118,2
1531,400996,7,1
1532,400996,70,1
1533,400996,106,1
1534,400997,31,2
1535,400997,26,2
1536,400997,117,3
1537,400998,169,2
1538,400998,38,2
1539,400998,54,1
1540,400999,167,3
1541,401000,111,1
1542,401000,198,1
1543,401000,127,1
1544,401001,160,1
1545,401001,137,1
1546,401002,67,3
1547,401002,199,1
1548,401003,183,3
1549,401004,61,1
1550,401004,163,3
1551,401004,56,1
1552,401005,188,3
1553,401008,117,1
1554,401008,7,1
1555,401008,81,3
1556,401009,23,1
1557,401010,138,2
1558,401011,189,3
1559,401011,103,1
1560,401011,149,2
1561,401013,59,2
1562,401013,196,1
1563,401013,62,2
1564,401014,113,3
1565,401014,167,3
1566,401015,197,3
1567,401015,23,1
1568,401015,91,3
1569,401017,82,3
1570,401019,104,3
1571,401020,40,1
1572,401020,195,2
1573,401020,91,3
1574,401021,174,2
1575,401021,92,3
1576,401022,154,3
1577,401022,193,3
1578,401022,137,1
1579,401024,56,1
1580,401024,110,1
1581,401024,9,3
1582,401025,194,1
1583,401025,133,3
1584,401026,48,2
1585,401026,153,1
1586,401026,171,3
1587,401027,54,3
1588,401027,62,3
1589,401027,89,2
1590,401028,124,3
1591,401029,142,1
1592,401031,25,3
1593,401031,102,3
1594,401033,183,1
1595,401033,46,2
1596,401033,90,3
1597,401034,176,1
1598,401034,34,3
1599,401035,90,3
1600,401036,164,2
1601,401036,92,3
1602,401036,143,1
1603,401038,52,2
1604,401038,170,2
1605,401038,74,1
1606,401040,165,3
1607,401041,79,2
1608,401041,111,1
1609,401042,85,1
1610,401042,56,3
1611,401043,51,2
1612,401043,83,3
1613,401043,161,1
1614,401044,60,3
1615,401046,90,2
1616,401046,3,2
1617,401047,47,1
1618,401048,152,2
1619,401048,69,1
1620,401048,181,3
1621,401049,147,1
1622,401049,195,1
1623,401050,92,2
1624,401051,46,1
1625,401053,74,1
1626,401053,117,2
1627,401053,182,3
1628,401056,68,1
1629,401056,12,1
1630,401056,84,2
1631,401057,105,1
1632,401057,122,3
1633,401057,56,3
1634,401058,105,1
1635,401058,118,1
1636,401058,68,3
1637,401059,24,1
1638,401059,63,3
1639,401059,81,2
1640,401060,97,1
1641,401060,110,3
1642,401060,3,2
1643,401061,54,3
1644,401062,42,3
1645,401063,111,3
1646,401064,25,2
1647,401064,65,2
1648,401066,131,1
1649,401067,109,3
1650,401067,106,2
1651,401067,14,2
1652,401068,82,2
1653,401068,97,1
1654,401068,103,2
1655,401069,80,1
1656,401069,54,1
1657,401069,164,3
1658,401071,154,1
1659,401071,26,1
1660,401073,89,3
1661,401073,101,2
1662,401074,4,2
1663,401074,153,2
1664,401074,185,1
1665,401076,110,3
1666,401076,79,3
1667,401076,166,2
1668,401078,83,3
1669,401079,46,3
1670,401080,105,3
1671,401080,175,1
1672,401081,42,1
1673,401081,22,3
1674,401081,80,3
1675,401082,79,3
1676,401082,38,3
1677,401083,139,1
1678,401085,93,2
1679,401085,194,3
1680,401086,108,1
1681,401086,184,2
1682,401089,26,3
1683,401089,143,2
1684,401090,149,3
1685,401090,131,3
1686,401091,138,2
1687,401092,30,2
1688,401093,173,2
1689,401098,98,1
1690,401098,22,2
1691,401098,11,3
1692,401099,30,3
1693,401099,163,3
1694,401099,24,3
1695,401100,159,2
1696,401101,8,2
1697,401101,18,3
1698,401101,41,3
1699,401103,105,2
1700,401104,190,3
1701,401104,95,2
1702,401104,61,3
1703,401105,62,3
1704,401105,138,3
1705,401105,120,1
1706,401106,71,2
1707,401107,7,1
1708,401108,129,2
1709,401108,93,1
1710,401109,143,3
1711,401110,28,3
1712,401110,159,1
1713,401113,171,1
1714,401113,181,2
1715,401114,54,1
1716,401114,92,2
1717,401115,7,1
1718,401115,49,3
1719,401115,121,2
1720,401116,17,2
1721,401116,100,1
1722,401117,51,3
1723,401119,28,2
1724,401119,185,3
1725,401120,50,1
1726,401122,11,2
1727,401122,100,2
1728,401123,120,2
1729,401123,111,2
1730,401123,190,2
1731,401124,122,1
1732,401127,73,3
1733,401127,62,3
1734,401128,93,1
1735,401128,10,1
1736,401130,75,1
1737,401131,127,1
1738,401131,55,2
1739,401132,79,2
1740,401132,4,1
1741,401132,117,2
1742,401133,184,3
1743,401134,103,3
1744,401134,2,2
1745,401134,107,2
1746,401135,184,2
1747,401135,122,2
1748,401136,53,2
1749,401137,131,1
1750,401137,62,1
1751,401139,15,3
1752,401139,34,2
1753,401139,160,3
1754,401140,143,1
1755,401142,63,1
1756,401142,13,2
1757,401142,73,1
1758,401146,92,2
1759,401148,173,3
1760,401148,32,1
1761,401149,133,1
1762,401149,95,2
1763,401153,48,3
1764,401154,99,1
1765,401154,22,2
1766,401154,98,1
1767,401156,160,1
1768,401157,33,1
1769,401158,166,2
1770,401158,157,3
1771,401158,99,3
1772,401159,122,2
1773,401163,20,3
1774,401165,188,2
1775,401166,63,1
1776,401166,166,2
1777,401166,177,3
1778,401170,129,3
1779,401170,177,3
1780,401171,54,3
1781,401172,29,1
1782,401173,55,1
1783,401173,57,2
1784,401173,134,1
1785,401174,182,3
1786,401174,185,3
1787,401178,163,2
1788,401179,37,2
1789,401179,193,2
1790,401180,92,3
1791,401181,103,2
1792,401182,137,1
1793,401182,5,2
1794,401183,56,3
1795,401184,163,1
1796,401184,180,2
1797,401186,138,2
1798,401186,187,2
1799,401187,1,1
1800,401187,131,3
1801,401187,178,2
1802,401188,117,1
1803,401189,55,2
1804,401192,132,1
1805,401192,21,1
1806,401192,49,3
1807,401193,125,1
1808,401193,31,2
1809,401194,20,3
1810,401194,92,2
1811,401194,60,3
1812,401195,176,1
1813,401195,88,3
1814,401196,23,3
1815,401197,104,1
1816,401197,114,2
1817,401197,3,1
1818,401199,146,2
1819,401199,83,2
1820,401200,183,1
1821,401201,130,2
1822,401201,114,3
1823,401201,12,3
1824,401203,154,2
1825,401203,128,2
1826,401203,195,3
1827,401204,75,2
1828,401204,81,1
1829,401205,115,1
1830,401205,17,3
1831,401205,2,3
1832,401206,110,2
1833,401206,185,3
1834,401207,4,2
1835,401207,196,2
1836,401208,175,3
1837,401209,59,1
1838,401209,138,3
1839,401210,16,2
1840,401211,140,3
1841,401212,132,2
1842,401213,79,3
1843,401213,52,3
1844,401213,159,3
1845,401214,78,2
1846,401214,82,1
1847,401214,136,1
1848,401215,175,2
1849,401215,63,3
1850,401215,189,3
1851,401216,94,1
1852,401216,145,1
1853,401217,62,2
1854,401217,25,2
1855,401217,58,3
1856,401218,113,3
1857,401218,197,3
1858,401220,16,3
1859,401220,28,3
1860,401220,48,1
1861,401222,165,3
1862,401222,123,2
1863,401222,143,2
1864,401223,166,3
1865,401223,129,1
1866,401223,93,2
1867,401224,149,3
1868,401224,1,1
1869,401225,7,1
1870,401225,127,3
1871,401227,120,3
1872,401228,107,1
1873,401229,160,1
1874,401229,7,1
1875,401229,145,2
1876,401230,166,3
1877,401231,54,1
1878,401231,161,2
1879,401232,44,1
1880,401232,15,2
1881,401232,185,1
1882,401233,87,1
1883,401233,107,1
1884,401233,77,1
1885,401234,123,3
1886,401234,138,3
1887,401234,181,2
1888,401236,146,2
1889,401236,185,1
1890,401236,104,1
1891,401237,128,2
1892,401237,153,1
1893,401237,79,2
1894,401238,57,3
1895,401238,92,1
1896,401238,104,3
1897,401239,40,1
1898,401240,7,3
1899,401240,177,3
1900,401240,140,2
1901,401241,35,2
1902,401241,115,2
1903,401242,183,2
1904,401243,53,2
1905,401243,9,1
1906,401244,170,3
1907,401244,186,3
1908,401245,107,2
1909,401245,83,2
1910,401245,141,2
1911,401246,103,2
1912,401246,138,3
1913,401247,57,1
1914,401250,76,1
1915,401251,130,2
1916,401251,187,2
1917,401251,149,3
1918,401252,173,2
1919,401252,27,2
1920,401253,24,1
1921,401254,80,2
1922,401255,38,1
1923,401255,191,3
1924,401255,3,3
1925,401256,154,1
1926,401256,79,3
1927,401257,185,1
1928,401258,118,3
1929,401259,58,3
1930,401260,195,2
1931,401260,185,3
1932,401260,33,1
1933,401261,100,2
1934,401261,111,3
1935,401261,40,2
1936,401262,94,1
1937,401262,56,1
1938,401263,193,2
1939,401263,131,3
1940,401264,44,1
1941,401265,56,3
1942,401265,158,3
1943,401265,190,3
1944,401266,100,3
1945,401266,77,3
1946,401267,120,1
1947,401267,8,3
1948,401267,75,1
1949,401268,163,3
1950,401269,172,2
1951,401269,22,3
1952,401269,178,3
1953,401271,25,2
1954,401271,34,2
1955,401271,46,3
1956,401272,48,1
1957,401272,10,1
1958,401272,145,2
1959,401273,99,2
1960,401273,167,1
1961,401273,179,3
1962,401276,144,1
1963,401276,105,1
1964,401277,27,1
1965,401278,111,2
1966,401280,162,3
1967,401282,158,3
1968,401282,22,3
1969,401283,198,1
1970,401283,38,1
1971,401284,145,2
1972,401286,139,2
1973,401286,11,2
1974,401287,62,2
1975,401289,39,2
1976,401289,96,1
1977,401290,20,2
1978,401291,123,1
1979,401291,179,3
1980,401292,152,3
1981,401292,15,2
1982,401292,140,3
1983,401293,197,1
1984,401295,155,1
1985,401295,63,2
1986,401296,41,3
1987,401296,7,2
1988,401297,180,1
1989,401297,175,2
1990,401298,89,3
1991,401298,75,3
1992,401298,44,2
1993,401299,55,3
1994,401301,17,3
1995,401301,79,1
1996,401301,51,3
1997,401302,58,1
1998,401302,188,2
1999,401302,113,1
2000,401303,178,2
2001,401303,191,2
2002,401304,120,1
2003,401304,117,1
2004,401304,111,2
2005,401305,176,3
2006,401305,196,2
2007,401307,114,3
2008,401309,153,1
2009,401309,170,3
2010,401310,123,2
2011,401310,74,2
2012,401310,67,3
2013,401312,132,3
2014,401312,145,3
2015,401313,51,2
2016,401313,24,2
2017,401313,31,2
2018,401314,73,1
2019,401314,66,1
2020,401315,54,2
2021,401315,191,1
2022,401318,109,3
2023,401318,33,2
2024,401318,21,1
2025,401319,98,2
2026,401320,164,2
2027,401320,176,1
2028,401321,193,2
2029,401321,25,3
2030,401321,73,1
2031,401323,185,1
2032,401326,159,2
2033,401328,183,2
2034,401328,31,1
2035,401331,72,3
2036,401331,182,2
2037,401332,117,3
2038,401332,26,2
2039,401332,60,1
2040,401334,37,3
2041,401334,180,3
2042,401334,196,2
2043,401335,54,2
2044,401336,188,1
2045,401336,3,3
2046,401336,133,2
2047,401337,163,1
2048,401338,74,2
2049,401338,109,2
2050,401339,14,2
2051,401339,107,1
2052,401339,53,3
2053,401340,54,1
2054,401340,150,1
2055,401343,65,2
2056,401343,165,1
2057,401344,171,1
2058,401344,122,3
2059,401346,29,3
2060,401347,170,1
2061,401347,65,3
2062,401350,47,2
2063,401350,172,2
2064,401351,165,3
2065,401352,108,3
2066,401352,39,1
2067,401353,54,3
2068,401353,17,2
2069,401354,26,2
2070,401355,48,2
2071,401355,178,2
2072,401355,107,1
2073,401356,50,3
2074,401356,149,2
2075,401357,84,3
2076,401357,52,1
2077,401357,73,3
2078,401358,100,2
2079,401358,96,1
2080,401359,34,3
2081,401360,62,3
2082,401360,80,2
2083,401361,125,2
2084,401362,58,1
2085,401362,16,3
2086,401363,139,2
2087,401363,163,2
2088,401364,181,1
2089,401365,198,1
2090,401366,21,1
2091,401366,184,2
2092,401366,122,3
2093,401367,44,2
2094,401369,87,1
2095,401370,147,1
2096,401373,43,1
2097,401373,138,1
2098,401376,133,1
2099,401377,156,2
2100,401377,7,1
2101,401377,77,2
2102,401378,154,3
2103,401378,56,1
2104,401378,77,3
2105,401379,109,2
2106,401379,154,3
2107,401379,20,1
2108,401380,125,2
2109,401381,52,3
2110,401381,185,2
2111,401381,144,1
2112,401383,93,1
2113,401383,28,2
2114,401383,182,2
2115,401385,196,1
2116,401385,172,2
2117,401389,49,1
2118,401389,152,1
2119,401389,62,2
2120,401390,196,1
2121,401392,19,1
2122,401392,156,1
2123,401392,48,2
2124,401393,38,1
2125,401394,196,2
2126,401396,198,2
2127,401396,83,3
2128,401398,13,1
2129,401398,82,2
2130,401399,147,2
2131,401399,26,1
2132,401399,52,2
2133,401400,82,2
2134,401400,23,3
2135,401400,196,1
2136,401402,74,2
2137,401402,9,2
2138,401402,72,2
2139,401403,164,1
2140,401403,43,3
2141,401404,82,3
2142,401404,166,1
2143,401405,128,2
2144,401405,46,3
2145,401405,95,3
2146,401406,33,2
2147,401406,85,1
2148,401407,183,3
2149,401407,16,2
2150,401407,73,3
2151,401408,162,1
2152,401409,24,1
2153,401409,185,1
2154,401410,56,1
2155,401410,34,3
2156,401410,191,1
2157,401412,187,1
2158,401412,190,2
2159,401412,184,2
2160,401413,34,2
2161,401414,9,3
2162,401415,138,2
2163,401415,139,2
2164,401416,129,3
2165,401416,60,1
2166,401421,199,2
2167,401423,58,1
2168,401423,195,1
2169,401424,159,1
2170,401426,173,1
2171,401427,50,2
2172,401427,56,1
2173,401428,78,1
2174,401429,160,1
2175,401429,111,2
2176,401429,93,2
2177,401430,128,3
2178,401432,6,3
2179,401432,104,3
2180,401432,115,2
2181,401433,62,1
2182,401434,142,2
2183,401435,71,2
2184,401435,125,2
2185,401435,77,1
2186,401437,20,3
2187,401439,97,3
2188,401439,109,2
2189,401440,159,3
2190,401440,183,3
2191,401443,3,3
2192,401444,161,1
2193,401446,96,3
2194,401446,25,3
2195,401446,181,2
2196,401447,100,1
2197,401447,57,1
2198,401447,21,1
2199,401450,146,1
2200,401450,137,2
2201,401452,53,1
2202,401452,179,1
2203,401453,7,2
2204,401453,131,3
2205,401453,157,3
2206,401454,8,3
2207,401454,68,3
2208,401454,65,2
2209,401456,80,1
2210,401456,36,3
2211,401456,82,2
2212,401458,151,2
2213,401459,200,3
2214,401459,33,3
2215,401459,175,1
2216,401460,151,3
2217,401464,20,3
2218,401464,178,3
2219,401464,49,3
2220,401465,34,3
2221,401467,188,1
2222,401467,144,1
2223,401467,21,2
2224,401468,184,1
2225,401468,169,3
2226,401469,188,2
2227,401469,76,1
2228,401470,33,3
2229,401470,196,3
2230,401470,152,1
2231,401471,158,1
2232,401471,14,3
2233,401473,51,1
2234,401473,145,1
2235,401473,47,1
2236,401474,144,2
2237,401475,15,1
2238,401475,34,1
2239,401476,104,2
2240,401476,46,1
2241,401477,161,1
2242,401477,33,2
2243,401477,15,3
2244,401478,120,2
2245,401479,1,2
2246,401480,4,3
2247,401481,124,3
2248,401481,78,3
2249,401482,170,1
2250,401482,45,2
2251,401483,186,2
2252,401484,192,1
2253,401484,190,2
2254,401484,86,1
2255,401486,161,2
2256,401486,43,2
2257,401486,79,1
2258,401487,48,2
2259,401487,91,1
2260,401487,121,3
2261,401488,119,2
2262,401488,187,3
2263,401488,82,2
2264,401489,86,2
2265,401490,52,2
2266,401491,187,1
2267,401492,81,1
2268,401492,7,2
2269,401494,103,2
2270,401494,1,2
2271,401496,26,2
2272,401496,48,1
2273,401497,22,3
2274,401498,13,2
2275,401498,177,3
2276,401499,165,3
2277,401499,1,2
2278,401500,103,2
2279,401501,3,2
2280,401501,45,2
2281,401501,72,2
2282,401502,175,1
2283,401503,172,1
2284,401503,32,3
2285,401504,34,2
2286,401504,154,2
2287,401505,69,3
2288,401505,20,2
2289,401507,97,1
2290,401508,119,1
2291,401508,129,1
2292,401510,102,3
2293,401513,31,1
2294,401513,12,1
2295,401514,78,2
2296,401514,46,2
2297,401515,128,1
2298,401515,25,2
2299,401516,94,1
2300,401516,75,1
2301,401517,102,1
2302,401518,196,1
2303,401518,7,2
2304,401518,11,1
2305,401519,23,2
2306,401519,188,2
2307,401520,200,1
2308,401520,53,2
2309,401521,31,2
2310,401521,60,2
2311,401521,153,1
2312,401522,164,2
2313,401522,114,2
2314,401523,130,2
2315,401523,75,3
2316,401524,191,3
2317,401524,187,3
2318,401524,193,2
2319,401526,124,1
2320,401526,133,2
2321,401527,179,2
2322,401527,93,2
2323,401529,61,3
2324,401529,179,2
2325,401532,45,2
2326,401532,10,3
2327,401533,67,1
2328,401533,123,1
2329,401534,23,1
2330,401535,19,1
2331,401535,172,1
2332,401535,124,3
2333,401536,176,2
2334,401536,93,1
2335,401537,135,2
2336,401538,184,1
2337,401538,154,2
2338,401539,46,1
2339,401539,63,1
2340,401540,142,3
2341,401540,41,2
2342,401542,111,3
2343,401542,175,3
2344,401542,97,1
2345,401543,159,1
2346,401544,86,2
2347,401545,126,2
2348,401546,112,2
2349,401546,63,2
2350,401546,27,3
2351,401547,113,2
2352,401547,183,1
2353,401548,59,3
2354,401550,176,3
2355,401550,152,1
2356,401550,54,2
2357,401551,9,3
2358,401551,73,1
2359,401551,36,3
2360,401552,87,3
2361,401552,31,2
2362,401552,57,1
2363,401553,186,3
2364,401553,115,1
2365,401553,55,3
2366,401554,90,2
2367,401555,167,1
2368,401555,29,1
2369,401555,23,2
2370,401556,198,3
2371,401557,199,2
2372,401557,71,3
2373,401559,30,3
2374,401559,69,3
2375,401559,52,3
2376,401560,61,1
2377,401560,168,3
2378,401561,127,1
2379,401561,67,1
2380,401561,97,1
2381,401562,168,1
2382,401562,172,3
2383,401562,25,3
2384,401563,56,2
2385,401563,167,2
2386,401563,188,3
2387,401564,106,3
2388,401565,143,3
2389,401566,97,3
2390,401566,155,3
2391,401566,99,3
2392,401569,148,2
2393,401569,155,2
2394,401569,188,3
2395,401572,167,3
2396,401573,126,3
2397,401574,161,2
2398,401575,184,3
2399,401576,98,1
2400,401576,13,1
2401,401577,167,3
2402,401578,81,1
2403,401579,180,1
2404,401580,144,1
2405,401580,125,1
2406,401582,49,2
2407,401583,118,2
2408,401583,182,3
2409,401584,161,1
2410,401588,110,1
2411,401588,137,3
2412,401588,80,3
2413,401590,179,2
2414,401590,96,3
2415,401590,112,1
2416,401592,127,2
2417,401592,166,1
2418,401592,190,2
2419,401594,166,2
2420,401594,24,3
2421,401596,20,3
2422,401596,18,1
2423,401596,142,1
2424,401598,192,3
2425,401598,31,2
2426,401599,167,3
2427,401599,150,3
2428,401600,60,2
2429,401601,182,3
2430,401602,15,3
2431,401602,63,3
2432,401602,100,2
2433,401604,43,1
2434,401605,57,1
2435,401605,72,1
2436,401605,112,1
2437,401607,75,2
2438,401607,95,1
2439,401608,45,1
2440,401608,188,1
2441,401608,140,2
2442,401609,145,3
2443,401609,25,1
2444,401610,113,1
2445,401610,23,2
2446,401610,181,2
2447,401611,24,3
2448,401612,46,3
2449,401612,66,1
2450,401613,35,3
2451,401614,184,2
2452,401614,40,3
2453,401614,85,3
2454,401615,16,1
2455,401615,176,1
2456,401615,17,1
2457,401617,150,3
2458,401617,67,3
2459,401617,70,2
2460,401618,170,3
2461,401618,147,1
2462,401619,190,1
2463,401621,104,3
2464,401622,39,1
2465,401622,89,3
2466,401622,133,2
2467,401625,145,1
2468,401627,195,1
2469,401629,26,3
2470,401629,70,1
2471,401630,166,1
2472,401630,96,1
2473,401632,127,3
2474,401632,91,1
2475,401633,116,1
2476,401633,197,3
2477,401633,64,3
2478,401635,157,1
2479,401636,34,3
2480,401636,194,3
2481,401640,34,3
2482,401640,83,3
2483,401643,140,3
2484,401643,173,3
2485,401644,160,1
2486,401644,11,3
2487,401645,21,3
2488,401646,59,3
2489,401646,30,2
2490,401646,106,3
2491,401648,64,2
2492,401648,113,2
2493,401649,38,3
2494,401649,115,1
2495,401649,118,2
2496,401651,59,1
2497,401652,141,1
2498,401653,127,1
2499,401655,176,1
2500,401655,28,2
2501,401656,159,2
2502,401658,167,3
2503,401658,2,1
2504,401658,155,1
2505,401661,134,1
2506,401661,4,3
2507,401661,7,2
2508,401662,141,3
2509,401662,178,1
2510,401664,30,2
2511,401665,91,3
2512,401665,40,3
2513,401666,156,2
2514,401666,145,1
2515,401667,91,1
2516,401667,125,1
2517,401670,39,1
2518,401672,171,2
2519,401672,139,3
2520,401672,186,1
2521,401673,83,2
2522,401673,131,3
2523,401673,78,2
2524,401674,41,3
2525,401675,155,2
2526,401675,18,1
2527,401675,121,2
2528,401676,127,1
2529,401677,87,3
2530,401677,82,3
2531,401678,145,1
2532,401678,21,3
2533,401678,27,2
2534,401680,179,2
2535,401680,112,1
2536,401682,51,2
2537,401682,193,2
2538,401682,59,1
2539,401684,140,3
2540,401684,122,2
2541,401684,174,2
2542,401685,103,2
2543,401685,148,3
2544,401687,183,2
2545,401687,101,1
2546,401687,85,1
2547,401688,190,1
2548,401690,26,2
2549,401691,125,1
2550,401692,109,2
2551,401692,23,1
2552,401693,200,2
2553,401694,94,2
2554,401694,61,1
2555,401695,64,3
2556,401697,182,2
2557,401697,48,1
2558,401697,71,1
2559,401699,129,1
2560,401699,190,1
2561,401699,48,2
2562,401701,99,1
2563,401701,78,3
2564,401702,151,1
2565,401703,24,2
2566,401705,171,3
2567,401705,113,2
2568,401705,63,1
2569,401706,17,1
2570,401707,3,2
2571,401709,195,3
2572,401709,142,3
2573,401710,67,3
2574,401711,107,2
2575,401712,160,2
2576,401712,135,2
2577,401712,142,1
2578,401713,176,2
2579,401713,115,3
2580,401714,157,3
2581,401716,111,1
2582,401716,131,2
2583,401717,199,1
2584,401717,13,2
2585,401717,81,1
2586,401718,147,3
2587,401719,115,2
2588,401719,75,1
2589,401719,98,3
2590,401720,158,1
2591,401720,106,1
2592,401721,53,3
2593,401721,176,3
2594,401721,115,1
2595,401722,157,1
2596,401722,50,2
2597,401723,146,3
2598,401723,188,1
2599,401724,96,2
2600,401725,36,2
2601,401725,76,2
2602,401725,15,3
2603,401726,58,3
2604,401726,184,3
2605,401726,32,1
2606,401727,41,1
2607,401728,85,3
2608,401730,70,2
2609,401730,140,1
2610,401731,169,2
2611,401731,11,2
2612,401732,102,1
2613,401734,190,2
2614,401734,128,2
2615,401734,139,3
2616,401735,120,1
2617,401735,71,1
2618,401737,57,2
2619,401738,115,2
2620,401739,81,3
2621,401739,126,1
2622,401739,105,2
2623,401741,85,3
2624,401741,122,3
2625,401743,65,2
2626,401743,36,1
2627,401745,173,3
2628,401746,42,1
2629,401746,145,2
2630,401746,82,3
2631,401747,194,3
2632,401748,151,3
2633,401750,69,3
2634,401750,16,1
2635,401750,198,3
2636,401751,66,3
2637,401751,79,1
2638,401752,7,3
2639,401753,104,2
2640,401755,74,3
2641,401755,160,3
2642,401757,136,2
2643,401759,98,1
2644,401760,125,2
2645,401762,67,3
2646,401762,16,3
2647,401763,122,3
2648,401765,12,1
2649,401765,148,3
2650,401765,41,2
2651,401767,88,2
2652,401767,15,1
2653,401767,182,3
2654,401768,98,1
2655,401768,157,1
2656,401768,14,1
2657,401769,113,3
2658,401770,138,2
2659,401772,47,3
2660,401772,44,1
2661,401772,17,1
2662,401773,92,1
2663,401774,160,1
2664,401774,98,3
2665,401775,128,3
2666,401775,158,3
2667,401775,32,2
2668,401776,110,3
2669,401777,98,1
2670,401777,64,3
2671,401779,148,3
2672,401780,14,3
2673,401780,27,2
2674,401780,67,2
2675,401782,182,1
2676,401782,186,1
2677,401783,169,3
2678,401783,147,1
2679,401783,159,2
2680,401784,166,2
2681,401784,54,3
2682,401785,130,3
2683,401786,24,1
2684,401786,11,3
2685,401787,190,3
2686,401787,124,1
2687,401787,167,1
2688,401790,86,2
2689,401791,101,1
2690,401793,97,2
2691,401793,185,1
2692,401793,152,1
2693,401794,98,3
2694,401794,199,3
2695,401794,42,2
2696,401795,6,3
2697,401797,63,3
2698,401799,72,1
2699,401799,166,1
2700,401801,134,1
2701,401802,74,3
2702,401802,87,3
2703,401802,102,2
2704,401803,135,3
2705,401804,109,3
2706,401805,172,2
2707,401805,53,2
2708,401805,64,3
2709,401806,48,3
2710,401806,190,3
2711,401806,4,1
2712,401807,133,1
2713,401807,82,1
2714,401807,169,1
2715,401808,114,3
2716,401808,86,2
2717,401808,169,1
2718,401809,187,2
2719,401810,172,2
2720,401810,37,2
2721,401810,64,3
2722,401811,25,2
2723,401811,51,1
2724,401811,177,3
2725,401812,23,2
2726,401812,45,1
2727,401812,190,1
2728,401814,109,2
2729,401814,56,1
2730,401814,22,1
2731,401816,183,3
2732,401816,179,1
2733,401817,195,3
2734,401817,116,3
2735,401817,84,3
2736,401818,2,2
2737,401819,30,1
2738,401819,125,1
2739,401820,89,1
2740,401820,73,1
2741,401820,163,3
2742,401823,32,2
2743,401823,146,2
2744,401826,76,2
2745,401826,163,3
2746,401826,72,2
2747,401827,52,1
2748,401827,44,1
2749,401827,13,2
2750,401828,51,3
2751,401828,165,3
2752,401828,111,1
2753,401829,49,1
2754,401830,128,1
2755,401830,96,2
2756,401832,66,1
2757,401832,183,3
2758,401833,87,2
2759,401833,125,3
2760,401833,22,1
2761,401834,130,3
2762,401834,93,1
2763,401834,76,1
2764,401835,59,1
2765,401835,180,3
2766,401836,147,2
2767,401836,36,1
2768,401839,160,3
2769,401839,127,1
2770,401840,59,1
2771,401843,139,1
2772,401844,134,2
2773,401844,35,3
2774,401844,30,2
2775,401845,4,1
2776,401846,170,2
2777,401846,158,3
2778,401847,68,3
2779,401849,139,2
2780,401849,100,2
2781,401850,43,1
2782,401850,126,2
2783,401850,52,3
2784,401851,130,2
2785,401851,187,1
2786,401851,77,3
2787,401853,90,1
2788,401853,13,3
2789,401854,8,3
2790,401854,163,2
2791,401854,93,2
2792,401855,121,1
2793,401855,131,1
2794,401857,145,2
2795,401857,85,3
2796,401857,125,2
2797,401858,104,1
2798,401859,34,2
2799,401860,65,3
2800,401860,45,2
2801,401862,9,2
2802,401862,71,1
2803,401863,108,1
2804,401863,161,2
2805,401865,13,3
2806,401865,15,1
2807,401868,126,1
2808,401868,58,3
2809,401868,10,1
2810,401869,174,1
2811,401870,76,3
2812,401870,112,1
2813,401871,125,1
2814,401871,31,3
2815,401872,93,1
2816,401872,111,3
2817,401873,165,2
2818,401873,68,2
2819,401874,25,1
2820,401874,24,1
2821,401874,1,1
2822,401875,191,2
2823,401875,60,2
2824,401875,146,2
2825,401876,73,1
2826,401876,186,3
2827,401876,5,1
2828,401877,153,2
2829,401877,156,2
2830,401878,75,2
2831,401878,85,2
2832,401878,178,2
2833,401879,61,2
2834,401880,173,1
2835,401881,43,1
2836,401881,135,2
2837,401881,21,1
2838,401884,182,2
2839,401884,111,1
2840,401885,108,2
2841,401886,6,2
2842,401887,16,1
2843,401887,75,2
2844,401887,41,2
2845,401888,135,1
2846,401889,33,1
2847,401889,189,1
2848,401889,77,3
2849,401890,128,3
2850,401890,85,2
2851,401891,77,1
2852,401891,15,3
2853,401891,53,3
2854,401893,190,2
2855,401894,113,2
2856,401894,170,1
2857,401894,112,1
2858,401896,139,3
2859,401896,184,3
2860,401899,62,3
2861,401899,153,1
2862,401900,172,3
2863,401901,168,3
2864,401902,192,2
2865,401902,22,2
2866,401902,84,2
2867,401903,155,1
2868,401903,169,3
2869,401904,179,2
2870,401904,27,3
2871,401906,62,2
2872,401906,11,2
2873,401906,109,2
2874,401907,27,2
2875,401908,35,1
2876,401908,138,1
2877,401909,152,2
2878,401909,148,3
2879,401909,195,3
2880,401910,113,2
2881,401911,49,2
2882,401911,40,3
2883,401911,66,2
2884,401912,175,3
2885,401912,15,3
2886,401913,146,1
2887,401913,113,1
2888,401915,30,1
2889,401915,68,3
2890,401915,15,1
2891,401916,200,3
2892,401916,4,2
