order_item_id,order_id,product_id,quantity,unit_price,discount_pct
2240,500881,121,1,102.82,0.2
2241,500881,37,1,208.62,0.0
2242,500881,36,4,213.92,0.0
2243,500882,44,3,210.95,0.05
2244,500882,75,4,318.9,0.1
2245,500882,68,4,89.89,0.0
2246,500882,105,2,175.09,0.05
2247,500883,139,4,191.45,0.0
2248,500883,102,1,128.07,0.0
2249,500884,97,1,179.81,0.0
2250,500884,77,4,266.33,0.0
2251,500884,40,3,130.71,0.1
2252,500884,129,4,208.23,0.0
2253,500885,128,2,320.93,0.0
2254,500885,80,2,130.51,0.0
2255,500885,82,3,158.17,0.05
2256,500886,27,1,128.15,0.0
2257,500886,60,3,312.63,0.1
2258,500886,141,2,210.84,0.0
2259,500886,70,2,223.66,0.15
2260,500887,83,4,207.86,0.0
2261,500887,37,3,208.62,0.0
2262,500887,85,2,296.51,0.0
2263,500888,57,4,133.51,0.0
2264,500888,29,3,313.74,0.0
2265,500889,49,3,63.73,0.1
2266,500890,113,4,52.49,0.2
2267,500890,84,1,144.14,0.0
2268,500890,56,2,230.05,0.0
2269,500891,87,2,338.3,0.0
2270,500891,26,2,224.4,0.0
2271,500891,143,3,149.24,0.0
2272,500892,147,1,273.12,0.0
2273,500893,56,4,207.05,0.1
2274,500893,137,4,336.97,0.15
2275,500893,42,3,374.53,0.1
2276,500894,135,1,98.28,0.0
2277,500894,139,2,191.45,0.0
2278,500894,19,4,373.68,0.0
2279,500895,117,2,91.05,0.0
2280,500895,108,4,268.91,0.15
2281,500895,81,2,126.6,0.0
2282,500895,118,2,77.82,0.0
2283,500896,115,4,189.94,0.1
2284,500897,128,4,320.93,0.0
2285,500897,6,3,177.27,0.05
2286,500897,112,4,205.29,0.0
2287,500897,107,3,250.75,0.05
2288,500898,149,3,177.09,0.0
2289,500898,12,2,203.78,0.0
2290,500899,123,3,277.7,0.0
2291,500900,33,2,311.72,0.15
2292,500900,140,2,82.94,0.05
2293,500901,78,3,332.92,0.0
2294,500901,52,4,273.84,0.1
2295,500901,138,4,189.62,0.0
2296,500902,81,1,107.61,0.15
2297,500902,82,1,133.19,0.2
2298,500902,118,1,77.82,0.0
2299,500903,137,3,317.15,0.2
2300,500903,82,4,166.49,0.0
2301,500903,10,1,219.49,0.0
2302,500903,79,2,149.58,0.0
2303,500904,29,1,250.99,0.2
2304,500904,52,2,304.27,0.0
2305,500904,4,1,259.59,0.0
2306,500904,137,4,396.44,0.0
2307,500905,9,1,268.81,0.15
2308,500906,12,1,203.78,0.0
2309,500906,15,3,54.28,0.0
2310,500906,68,3,80.9,0.1
2311,500906,67,3,326.48,0.0
2312,500907,128,4,320.93,0.0
2313,500907,109,2,142.85,0.15
2314,500907,61,1,197.01,0.0
2315,500908,138,4,189.62,0.0
2316,500908,141,1,210.84,0.0
2317,500908,70,3,249.97,0.05
2318,500908,84,2,144.14,0.0
2319,500909,128,3,320.93,0.0
2320,500910,148,1,296.89,0.15
2321,500910,56,1,218.55,0.05
2322,500910,15,4,54.28,0.0
2323,500911,116,1,237.31,0.0
2324,500911,45,3,321.58,0.0
2325,500911,26,3,213.18,0.05
2326,500911,42,1,395.33,0.05
2327,500912,145,2,221.81,0.15
2328,500912,42,4,353.72,0.15
2329,500913,97,1,152.84,0.15
2330,500913,31,2,52.06,0.05
2331,500914,39,1,198.09,0.1
2332,500914,71,2,224.92,0.0
2333,500914,146,3,202.81,0.0
2334,500915,104,2,66.35,0.0
2335,500916,14,3,253.06,0.05
2336,500916,140,4,82.94,0.05
2337,500916,46,1,133.64,0.0
2338,500917,8,3,382.38,0.0
2339,500917,129,3,208.23,0.0
2340,500917,11,4,93.18,0.2
2341,500918,50,4,93.68,0.0
2342,500919,138,2,189.62,0.0
2343,500919,64,4,162.82,0.15
2344,500919,6,2,186.6,0.0
2345,500919,61,2,157.61,0.2
2346,500920,92,4,348.91,0.0
2347,500920,31,3,54.8,0.0
2348,500921,14,3,266.38,0.0
2349,500921,126,2,284.74,0.0
2350,500921,98,2,408.49,0.0
2351,500921,85,1,296.51,0.0
2352,500922,95,1,337.33,0.1
2353,500922,12,4,203.78,0.0
2354,500923,101,4,116.05,0.1
2355,500923,83,2,207.86,0.0
2356,500923,146,4,202.81,0.0
2357,500924,116,3,237.31,0.0
2358,500924,72,2,67.88,0.0
2359,500924,94,4,407.58,0.0
2360,500925,56,4,230.05,0.0
2361,500925,117,2,77.39,0.15
2362,500925,77,3,253.01,0.05
2363,500926,44,1,222.05,0.0
2364,500926,87,1,338.3,0.0
2365,500926,76,2,73.98,0.2
2366,500926,134,1,126.41,0.0
2367,500927,36,1,192.53,0.1
2368,500928,8,4,382.38,0.0
2369,500928,3,1,249.04,0.0
2370,500928,92,1,348.91,0.0
2371,500929,10,2,219.49,0.0
2372,500929,143,1,149.24,0.0
2373,500929,19,4,373.68,0.0
2374,500929,93,1,177.74,0.0
2375,500930,120,1,308.07,0.15
2376,500930,84,1,136.93,0.05
2377,500931,33,4,366.73,0.0
2378,500931,14,4,253.06,0.05
2379,500932,88,4,404.2,0.0
2380,500932,58,2,204.08,0.0
2381,500933,145,3,247.9,0.05
2382,500933,114,2,219.39,0.0
2383,500933,139,1,191.45,0.0
2384,500933,21,3,232.59,0.15
2385,500934,45,4,273.34,0.15
2386,500934,115,1,211.04,0.0
2387,500935,137,4,317.15,0.2
2388,500935,21,2,259.95,0.05
2389,500935,47,1,256.25,0.0
2390,500936,21,2,232.59,0.15
2391,500937,68,1,71.91,0.2
2392,500938,84,3,144.14,0.0
2393,500938,10,3,219.49,0.0
2394,500938,32,2,95.11,0.15
2395,500938,134,3,126.41,0.0
2396,500939,1,1,249.34,0.15
2397,500939,51,1,288.71,0.0
2398,500939,75,4,354.33,0.0
2399,500939,40,2,145.23,0.0
2400,500940,144,3,199.69,0.0
2401,500940,27,2,128.15,0.0
2402,500940,133,4,145.62,0.0
2403,500941,37,4,208.62,0.0
2404,500942,11,1,116.48,0.0
2405,500942,63,1,358.99,0.05
2406,500943,38,2,191.3,0.0
2407,500944,1,4,264.01,0.1
2408,500944,35,1,294.34,0.05
2409,500944,90,4,204.48,0.0
2410,500945,18,3,57.69,0.0
2411,500945,28,3,381.45,0.0
2412,500945,25,4,281.36,0.2
2413,500945,4,4,259.59,0.0
2414,500946,150,3,365.07,0.0
2415,500946,133,3,138.34,0.05
2416,500946,21,1,218.9,0.2
2417,500947,17,3,270.89,0.0
2418,500948,63,2,340.09,0.1
2419,500949,43,1,76.85,0.0
2420,500949,69,1,372.77,0.0
2421,500949,21,4,259.95,0.05
2422,500950,89,4,344.89,0.1
2423,500950,16,3,383.0,0.0
2424,500951,102,3,121.67,0.05
2425,500951,1,1,293.34,0.0
2426,500951,34,3,297.58,0.0
2427,500951,11,1,116.48,0.0
2428,500952,8,1,382.38,0.0
2429,500952,106,1,263.64,0.0
2430,500952,47,4,256.25,0.0
2431,500953,145,3,260.95,0.0
2432,500953,92,3,348.91,0.0
2433,500954,22,3,305.07,0.1
2434,500955,86,2,222.56,0.0
2435,500955,18,1,49.04,0.15
2436,500956,42,4,332.91,0.2
2437,500956,61,2,197.01,0.0
2438,500956,3,3,224.14,0.1
2439,500957,19,3,373.68,0.0
2440,500957,117,4,91.05,0.0
2441,500958,64,3,191.55,0.0
2442,500958,105,3,184.31,0.0
2443,500959,6,1,"167,94",0.1
2444,500959,122,1,181.36,0.0
2445,500959,37,2,187.76,0.1
2446,500959,21,1,273.63,0.0
2447,500960,104,3,63.03,0.05
2448,500961,131,1,339.33,0.05
2449,500961,97,1,170.82,0.05
2450,500961,30,4,178.78,0.0
2451,500961,133,3,116.5,0.2
2452,500962,122,1,154.16,0.15
2453,500962,97,1,179.81,0.0
2454,500962,132,1,352.95,0.15
2455,500962,56,4,218.55,0.05
2456,500963,10,3,219.49,0.0
2457,500963,66,2,236.55,0.0
2458,500964,49,1,56.65,0.2
2459,500965,37,3,208.62,0.0
2460,500965,117,2,77.39,0.15
2461,500965,38,2,191.3,0.0
2462,500966,98,2,388.07,0.05
2463,500967,143,3,149.24,0.0
2464,500967,127,1,67.8,0.0
2465,500967,56,3,207.05,0.1
2466,500968,46,3,133.64,0.0
2467,500968,72,4,67.88,0.0
2468,500968,141,1,210.84,0.0
2469,500969,18,1,54.81,0.05
2470,500970,136,2,204.55,0.05
2471,500970,109,1,168.06,0.0
2472,500971,110,1,241.87,0.2
2473,500971,25,1,351.7,0.0
2474,500971,51,3,288.71,0.0
2475,500972,118,4,77.82,0.0
2476,500972,99,4,95.95,0.0
2477,500972,73,4,374.9,0.0
2478,500973,75,4,354.33,0.0
2479,500973,89,3,383.21,0.0
2480,500974,106,1,250.46,0.05
2481,500974,119,3,305.62,0.05
2482,500974,55,1,136.48,0.15
2483,500974,44,2,222.05,0.0
2484,500975,41,4,192.71,0.0
2485,500976,22,2,338.97,0.0
2486,500976,134,1,126.41,0.0
2487,500977,55,1,152.53,0.05
2488,500977,104,3,66.35,0.0
2489,500977,31,2,54.8,0.0
2490,500977,93,4,159.97,0.1
2491,500978,87,2,338.3,0.0
2492,500978,56,2,230.05,0.0
2493,500979,65,3,N/A,0.0
2494,500979,1,1,293.34,0.0
2495,500979,63,2,377.88,0.0
2496,500979,93,2,142.19,0.2
2497,500980,103,4,181.4,0.0
2498,500980,86,3,222.56,0.0
2499,500981,143,2,149.24,0.0
2500,500982,102,2,128.07,0.0
2501,500982,125,1,146.16,0.15
2502,500983,100,3,274.5,0.0
2503,500983,103,2,181.4,0.0
2504,500983,122,1,181.36,0.0
2505,500983,5,1,164.31,0.2
2506,500984,24,3,203.76,0.0
2507,500984,42,2,416.14,0.0
2508,500985,97,4,170.82,0.05
2509,500986,148,4,349.28,0.0
2510,500986,130,4,238.61,0.0
2511,500986,138,1,189.62,0.0
2512,500987,100,1,274.5,0.0
2513,500987,63,2,377.88,0.0
2514,500987,137,1,396.44,0.0
2515,500988,83,2,207.86,0.0
2516,500988,22,2,322.02,0.05
2517,500988,84,2,136.93,0.05
2518,500989,88,1,343.57,0.15
2519,500989,13,2,261.62,0.0
2520,500989,149,4,168.24,0.05
2521,500989,11,2,99.01,0.15
2522,500990,8,2,382.38,0.0
2523,500990,131,1,285.75,0.2
2524,500990,110,1,302.34,0.0
2525,500990,106,2,224.09,0.15
2526,500991,12,2,203.78,0.0
2527,500991,81,2,126.6,0.0
2528,500991,87,3,338.3,0.0
2529,500991,32,2,89.51,0.2
2530,500992,1,4,278.67,0.05
2531,500992,59,4,223.74,0.15
2532,500992,80,2,104.41,0.2
2533,500993,23,1,237.68,0.0
2534,500993,26,3,224.4,0.0
2535,500993,56,3,207.05,0.1
2536,500994,138,2,189.62,0.0
2537,500994,46,4,133.64,0.0
2538,500995,111,2,223.21,0.05
2539,500995,22,3,338.97,0.0
2540,500995,20,3,337.44,0.1
2541,500995,124,2,245.95,0.0
2542,500996,102,1,121.67,0.05
2543,500996,27,3,128.15,0.0
2544,500996,22,4,338.97,0.0
2545,500996,28,2,362.38,0.05
2546,500997,73,4,356.15,0.05
2547,500997,30,2,178.78,0.0
2548,500998,16,2,306.4,0.2
2549,500999,42,2,332.91,0.2
2550,500999,2,3,156.34,0.0
2551,500999,23,1,237.68,0.0
2552,500999,51,2,245.4,0.15
2553,501000,145,2,260.95,0.0
2554,501000,35,1,294.34,0.05
2555,501000,13,3,261.62,0.0
2556,501001,1,3,249.34,0.15
2557,501001,17,3,270.89,0.0
2558,501002,121,2,128.52,0.0
2559,501002,92,4,296.57,0.15
2560,501003,124,4,245.95,0.0
2561,501003,67,4,326.48,0.0
2562,501003,117,1,91.05,0.0
2563,501004,115,3,179.38,0.15
2564,501005,129,1,208.23,0.0
2565,501005,19,2,373.68,0.0
2566,501005,61,3,197.01,0.0
2567,501006,10,3,208.52,0.05
2568,501006,96,4,191.14,0.2
2569,501006,73,2,374.9,0.0
2570,501006,2,2,148.52,0.05
2571,501007,56,4,218.55,0.05
2572,501007,74,2,222.23,0.0
2573,501008,116,4,237.31,0.0
2574,501008,50,3,93.68,0.0
2575,501008,113,4,59.05,0.1
2576,501008,78,1,316.27,0.05
2577,501009,35,4,309.83,0.0
2578,501009,146,2,N/A,0.0
2579,501010,5,4,205.39,0.0
2580,501010,137,4,N/A,0.0
2581,501011,120,4,326.19,0.1
2582,501012,102,3,128.07,0.0
2583,501012,13,4,261.62,0.0
2584,501013,2,4,148.52,0.05
2585,501013,81,1,126.6,0.0
2586,501014,131,4,339.33,0.05
2587,501015,45,4,257.26,0.2
2588,501016,134,4,126.41,0.0
2589,501016,3,4,249.04,0.0
2590,501017,76,1,92.47,0.0
2591,501017,92,3,348.91,0.0
2592,501018,115,2,211.04,0.0
2593,501018,112,3,205.29,0.0
2594,501019,52,3,304.27,0.0
2595,501020,120,3,362.43,0.0
2596,501020,100,1,247.05,0.1
2597,501020,107,3,263.95,0.0
2598,501021,34,1,297.58,0.0
2599,501021,39,4,220.1,0.0
2600,501021,8,2,382.38,0.0
2601,501022,52,1,289.06,0.05
2602,501022,96,4,203.09,0.15
2603,501022,133,2,138.34,0.05
2604,501023,9,3,316.25,0.0
2605,501023,24,4,203.76,0.0
2606,501024,62,1,388.89,0.0
2607,501025,125,3,163.35,0.05
2608,501026,92,2,279.13,0.2
2609,501026,116,1,213.58,0.1
2610,501026,37,1,208.62,0.0
2611,501027,83,4,207.86,0.0
2612,501027,13,3,261.62,0.0
2613,501027,95,1,374.81,0.0
2614,501027,28,3,381.45,0.0
2615,501028,112,3,205.29,0.0
2616,501028,20,1,374.93,0.0
2617,501029,40,2,145.23,0.0
2618,501030,43,4,76.85,0.0
2619,501030,61,3,197.01,0.0
2620,501030,138,3,189.62,0.0
2621,501030,139,4,191.45,0.0
2622,501031,41,4,192.71,0.0
2623,501031,131,4,357.19,0.0
2624,501031,134,2,120.09,0.05
2625,501032,71,1,224.92,0.0
2626,501032,93,4,168.85,0.05
2627,501032,91,4,152.68,0.0
2628,501033,43,1,69.16,0.1
2629,501033,150,1,365.07,0.0
2630,501034,1,2,293.34,0.0
2631,501034,77,4,226.38,0.15
2632,501034,44,3,199.85,0.1
2633,501034,74,3,222.23,0.0
2634,501035,54,3,320.51,0.05
2635,501035,120,3,362.43,0.0
2636,501036,73,1,374.9,0.0
2637,501036,34,1,267.82,0.1
2638,501036,65,3,210.32,0.0
2639,501037,61,3,197.01,0.0
2640,501038,39,1,209.09,0.05
2641,501038,17,1,216.71,0.2
2642,501039,140,3,69.85,0.2
2643,501039,96,1,238.93,0.0
2644,501040,49,4,67.27,0.05
2645,501040,73,1,374.9,0.0
2646,501041,68,4,89.89,0.0
2647,501041,102,2,115.26,0.1
2648,501042,62,3,350.0,0.1
2649,501042,130,1,238.61,0.0
2650,501042,133,1,145.62,0.0
2651,501042,42,4,395.33,0.05
2652,501043,60,1,347.37,0.0
2653,501043,119,2,321.71,0.0
2654,501043,116,3,237.31,0.0
2655,501043,62,4,388.89,0.0
2656,501044,95,3,337.33,0.1
2657,501045,54,3,337.38,0.0
2658,501046,32,1,111.89,0.0
2659,501046,19,3,373.68,0.0
2660,501047,148,2,296.89,0.15
2661,501048,9,1,316.25,0.0
2662,501048,82,3,166.49,0.0
2663,501048,39,1,220.1,0.0
2664,501048,132,2,373.71,0.1
2665,501049,3,1,224.14,0.1
2666,501049,117,1,72.84,0.2
2667,501049,110,2,302.34,0.0
2668,501050,68,3,85.4,0.05
2669,501050,30,4,160.9,0.1
2670,501050,9,2,284.62,0.1
2671,501050,73,3,337.41,0.1
2672,501051,16,3,306.4,0.2
2673,501051,29,2,266.68,0.15
2674,501051,3,4,249.04,0.0
2675,501051,35,3,263.36,0.15
2676,501052,78,1,332.92,0.0
2677,501052,71,4,224.92,0.0
2678,501052,126,1,270.5,0.05
2679,501053,138,2,189.62,0.0
2680,501053,135,1,98.28,0.0
2681,501054,38,4,172.17,0.1
2682,501054,96,1,238.93,0.0
2683,501055,37,2,208.62,0.0
2684,501055,135,4,98.28,0.0
2685,501056,70,2,249.97,0.05
2686,501057,103,3,163.26,0.1
2687,501058,97,3,179.81,0.0
2688,501058,91,1,122.14,0.2
2689,501058,113,2,65.61,0.0
2690,501058,57,3,113.48,0.15
2691,501059,104,1,66.35,0.0
2692,501059,21,2,273.63,0.0
2693,501059,11,2,104.83,0.1
2694,501060,22,4,338.97,0.0
2695,501060,95,1,374.81,0.0
2696,501060,138,3,189.62,0.0
2697,501061,37,2,177.33,0.15
2698,501061,29,3,313.74,0.0
2699,501062,21,4,273.63,0.0
2700,501062,71,4,191.18,0.15
2701,501062,57,1,133.51,0.0
2702,501063,146,4,172.39,0.15
2703,501063,5,4,205.39,0.0
2704,501064,15,3,48.85,0.1
2705,501064,101,1,109.6,0.15
2706,501065,130,4,238.61,0.0
2707,501066,21,1,273.63,0.0
2708,501066,25,4,351.7,0.0
2709,501067,137,3,396.44,0.0
2710,501067,107,2,263.95,0.0
2711,501067,11,3,116.48,0.0
2712,501068,20,1,374.93,0.0
2713,501068,29,3,313.74,0.0
2714,501068,140,3,74.21,0.15
2715,501069,4,4,259.59,0.0
2716,501069,122,2,181.36,0.0
2717,501069,27,4,115.34,0.1
2718,501069,149,1,150.53,0.15
2719,501070,147,3,273.12,0.0
2720,501070,93,3,177.74,0.0
2721,501071,111,4,234.96,0.0
2722,501072,109,3,134.45,0.2
2723,501072,99,2,81.56,0.15
2724,501072,26,1,224.4,0.0
2725,501073,78,4,332.92,0.0
2726,501073,93,2,177.74,0.0
2727,501073,141,1,210.84,0.0
2728,501074,36,2,203.22,0.05
2729,501075,47,1,230.62,0.1
2730,501075,102,2,128.07,0.0
2731,501076,34,3,297.58,0.0
2732,501076,141,3,210.84,0.0
2733,501076,56,1,195.54,0.15
2734,501077,104,4,66.35,0.0
2735,501077,22,2,305.07,0.1
2736,501077,8,3,382.38,0.0
2737,501077,122,4,154.16,0.15
2738,501078,108,3,316.36,0.0
2739,501078,84,1,144.14,0.0
2740,501079,22,1,338.97,0.0
2741,501079,67,1,310.16,0.05
2742,501079,24,4,203.76,0.0
2743,501080,4,4,246.61,0.05
2744,501080,140,1,69.85,0.2
2745,501081,7,1,342.59,0.0
2746,501081,5,1,205.39,0.0
2747,501081,137,3,336.97,0.15
2748,501082,69,3,372.77,0.0
2749,501083,48,2,308.04,0.05
2750,501084,132,3,394.47,0.05
2751,501085,57,4,126.83,0.05
2752,501085,1,2,278.67,0.05
2753,501085,73,2,374.9,0.0
2754,501085,9,2,316.25,0.0
2755,501086,128,1,320.93,0.0
2756,501086,118,4,73.93,0.05
2757,501087,96,4,238.93,0.0
2758,501087,114,1,219.39,0.0
2759,501087,118,3,77.82,0.0
2760,501088,142,3,286.11,0.0
2761,501088,31,4,52.06,0.05
2762,501089,50,1,74.94,0.2
2763,501089,73,4,356.15,0.05
2764,501089,113,3,65.61,0.0
2765,501089,72,3,64.49,0.05
2766,501090,31,4,49.32,0.1
2767,501090,19,4,355.0,0.05
2768,501091,24,4,203.76,0.0
2769,501091,116,3,213.58,0.1
2770,501091,109,4,168.06,0.0
2771,501091,47,2,256.25,0.0
2772,501092,14,1,266.38,0.0
2773,501092,87,3,338.3,0.0
2774,501093,140,4,78.58,0.1
2775,501094,97,2,179.81,0.0
2776,501094,37,2,198.19,0.05
2777,501095,70,1,263.13,0.0
2778,501095,129,3,166.58,0.2
2779,501096,35,3,278.85,0.1
2780,501097,61,1,197.01,0.0
2781,501098,111,1,199.72,0.15
2782,501098,98,1,408.49,0.0
2783,501098,6,4,186.6,0.0
2784,501098,34,1,297.58,0.0
2785,501099,21,3,273.63,0.0
2786,501100,150,1,365.07,0.0
2787,501100,118,4,62.26,0.2
2788,501100,75,4,318.9,0.1
2789,501100,49,4,70.81,0.0
2790,501101,144,2,179.72,0.1
2791,501101,43,2,65.32,0.15
2792,501102,35,1,247.86,0.2
2793,501102,20,3,337.44,0.1
2794,501103,43,4,76.85,0.0
2795,501104,70,1,263.13,0.0
2796,501105,72,2,64.49,0.05
2797,501105,39,1,220.1,0.0
2798,501105,130,2,238.61,0.0
2799,501105,120,4,344.31,0.05
2800,501106,101,1,128.94,0.0
2801,501107,116,1,237.31,0.0
2802,501108,20,2,374.93,0.0
2803,501108,13,2,261.62,0.0
2804,501108,98,2,408.49,0.0
2805,501109,8,1,305.9,0.2
2806,501109,128,1,304.88,0.05
2807,501109,141,2,210.84,0.0
2808,501110,30,2,169.84,0.05
2809,501110,31,4,54.8,0.0
2810,501111,122,3,181.36,0.0
2811,501112,77,3,266.33,0.0
2812,501113,26,4,224.4,0.0
2813,501113,139,2,191.45,0.0
2814,501114,70,4,249.97,0.05
2815,501114,30,2,178.78,0.0
2816,501115,14,2,266.38,0.0
2817,501115,119,4,273.45,0.15
2818,501116,15,1,48.85,0.1
2819,501117,137,4,396.44,0.0
2820,501117,109,3,151.25,0.1
2821,501117,41,2,192.71,0.0
2822,501118,149,4,141.67,0.2
2823,501118,85,4,296.51,0.0
2824,501119,112,2,184.76,0.1
2825,501119,12,4,203.78,0.0
2826,501119,119,3,321.71,0.0
2827,501120,59,4,250.06,0.05
2828,501120,134,3,126.41,0.0
2829,501120,16,1,383.0,0.0
2830,501121,92,2,348.91,0.0
2831,501121,99,4,95.95,0.0
2832,501122,65,4,210.32,0.0
2833,501122,75,1,354.33,0.0
2834,501122,33,4,366.73,0.0
2835,501122,81,2,126.6,0.0
2836,501123,66,2,212.9,0.1
2837,501123,134,2,107.45,0.15
2838,501123,3,1,249.04,0.0
2839,501124,32,2,111.89,0.0
2840,501124,102,3,128.07,0.0
2841,501124,114,4,219.39,0.0
2842,501124,87,1,338.3,0.0
2843,501125,86,1,222.56,0.0
2844,501126,90,3,173.81,0.15
2845,501127,16,4,325.55,0.15
2846,501127,70,2,263.13,0.0
2847,501127,11,4,116.48,0.0
2848,501127,59,4,263.22,0.0
2849,501128,139,1,191.45,0.0
2850,501128,49,3,70.81,0.0
2851,501128,2,1,156.34,0.0
2852,501129,7,2,325.46,0.05
2853,501130,48,3,324.25,0.0
2854,501131,25,2,281.36,0.2
2855,501131,132,1,394.47,0.05
2856,501132,45,4,321.58,0.0
2857,501132,33,4,330.06,0.1
2858,501132,73,1,356.15,0.05
2859,501133,108,2,253.09,0.2
2860,501134,58,1,183.67,0.1
2861,501134,4,4,259.59,0.0
2862,501134,24,1,183.38,0.1
2863,501134,108,4,316.36,0.0
2864,501135,107,3,263.95,0.0
2865,501136,130,2,238.61,0.0
2866,501136,2,3,156.34,0.0
2867,501136,85,2,296.51,0.0
2868,501137,129,4,208.23,0.0
2869,501138,135,4,93.37,0.05
2870,501138,122,1,181.36,0.0
2871,501138,14,2,266.38,0.0
2872,501139,141,4,179.21,0.15
2873,501140,114,3,219.39,0.0
2874,501140,8,3,344.14,0.1
2875,501140,32,2,111.89,0.0
2876,501140,115,2,189.94,0.1
2877,501141,11,1,116.48,0.0
2878,501141,83,3,207.86,0.0
2879,501142,3,3,249.04,0.0
2880,501142,19,1,373.68,0.0
2881,501142,124,1,245.95,0.0
2882,501142,78,3,316.27,0.05
2883,501143,25,3,281.36,0.2
2884,501143,92,4,348.91,0.0
2885,501144,97,2,179.81,0.0
2886,501144,45,2,321.58,0.0
2887,501145,73,4,374.9,0.0
2888,501145,103,3,181.4,0.0
2889,501145,9,4,316.25,0.0
2890,501146,70,2,236.82,0.1
2891,501146,18,4,57.69,0.0
2892,501146,16,1,383.0,0.0
2893,501146,134,1,120.09,0.05
2894,501147,97,1,161.83,0.1
2895,501147,18,4,49.04,0.15
2896,501147,66,2,224.72,0.05
2897,501147,28,1,381.45,0.0
2898,501148,3,1,249.04,0.0
2899,501148,87,1,287.56,0.15
2900,501148,98,4,408.49,0.0
2901,501149,128,1,320.93,0.0
2902,501150,71,1,191.18,0.15
2903,501150,96,3,203.09,0.15
2904,501150,143,1,149.24,0.0
2905,501151,65,1,189.29,0.1
2906,501152,68,4,89.89,0.0
2907,501152,4,1,233.63,0.1
2908,501152,63,2,340.09,0.1
2909,501153,72,3,67.88,0.0
2910,501154,15,4,54.28,0.0
2911,501155,54,1,337.38,0.0
2912,501156,100,2,274.5,0.0
2913,501156,51,3,288.71,0.0
2914,501156,38,3,191.3,0.0
2915,501157,4,2,259.59,0.0
2916,501158,56,4,195.54,0.15
2917,501158,71,2,202.43,0.1
2918,501158,145,4,260.95,0.0
2919,501158,86,4,178.05,0.2
2920,501159,38,3,181.74,0.05
2921,501160,123,2,277.7,0.0
2922,501160,99,3,N/A,0.0
2923,501160,36,1,192.53,0.1
2924,501160,41,4,154.17,0.2
2925,501161,58,4,204.08,0.0
2926,501161,135,1,93.37,0.05
2927,501162,116,1,213.58,0.1
2928,501162,119,2,321.71,0.0
2929,501162,58,2,204.08,0.0
2930,501163,126,2,270.5,0.05
2931,501164,35,3,278.85,0.1
2932,501164,145,4,260.95,0.0
2933,501164,3,1,249.04,0.0
2934,501164,53,1,250.67,0.1
2935,501165,126,4,284.74,0.0
2936,501166,26,3,224.4,0.0
2937,501166,132,4,415.23,0.0
2938,501166,27,4,108.93,0.15
2939,501166,53,4,278.52,0.0
2940,501167,41,2,154.17,0.2
2941,501167,55,1,136.48,0.15
2942,501168,28,3,381.45,0.0
2943,501168,123,2,277.7,0.0
2944,501168,48,1,324.25,0.0
2945,501169,121,1,128.52,0.0
2946,501170,107,2,250.75,0.05
2947,501171,124,2,209.06,0.15
2948,501171,103,4,181.4,0.0
2949,501172,60,1,312.63,0.1
2950,501172,28,1,381.45,0.0
2951,501172,47,3,243.44,0.05
2952,501172,148,3,349.28,0.0
2953,501173,138,1,170.66,0.1
2954,501173,89,1,344.89,0.1
2955,501174,148,1,349.28,0.0
2956,501175,140,1,87.31,0.0
2957,501176,69,4,372.77 ,0.0
2958,501176,73,2,374.9,0.0
2959,501176,25,4,351.7,0.0
2960,501177,62,4,388.89,0.0
2961,501177,70,3,263.13,0.0
2962,501178,70,2,263.13,0.0
2963,501178,38,1,181.74,0.05
2964,501178,55,3,152.53,0.05
2965,501179,45,4,321.58,0.0
2966,501179,5,2,205.39,0.0
2967,501180,150,4,365.07,0.0
2968,501180,7,4,342.59,0.0
2969,501180,129,2,208.23,0.0
2970,501181,65,3,210.32,0.0
2971,501181,116,1,225.44,0.05
2972,501181,81,3,101.28,0.2
2973,501181,55,1,128.45,0.2
2974,501182,137,2,396.44,0.0
2975,501182,48,4,324.25,0.0
2976,501182,63,3,377.88,0.0
2977,501182,55,1,160.56,0.0
2978,501183,116,3,201.71,0.15
2979,501183,15,1,54.28,0.0
2980,501184,30,3,178.78,0.0
2981,501185,53,4,236.74,0.15
2982,501185,64,2,191.55,0.0
2983,501185,113,3,55.77,0.15
2984,501186,8,4,344.14,0.1
2985,501186,78,4,266.34,0.2
2986,501186,21,1,273.63,0.0
2987,501187,143,1,149.24,0.0
2988,501187,130,4,202.82,0.15
2989,501188,105,2,184.31,0.0
2990,501188,88,3,404.2,0.0
2991,501189,91,2,145.05,0.05
2992,501189,69,4,372.77,0.0
2993,501189,97,2,179.81,0.0
2994,501189,64,4,162.82,0.15
2995,501190,121,3,109.24,0.15
2996,501190,131,3,357.19,0.0
2997,501191,31,2,54.8,0.0
2998,501192,140,1,87.31,0.0
2999,501192,120,4,362.43,0.0
3000,501192,67,3,326.48,0.0
3001,501192,70,2,263.13,0.0
3002,501193,79,3,149.58,0.0
3003,501193,150,3,292.06,0.2
3004,501194,100,2,233.32,0.15
3005,501194,43,4,76.85,0.0
3006,501194,26,3,190.74,0.15
3007,501195,33,2,366.73,0.0
3008,501195,15,4,43.42,0.2
3009,501196,64,4,191.55,0.0
3010,501197,129,1,208.23,0.0
3011,501197,8,4,363.26,0.05
3012,501198,114,1,219.39,0.0
3013,501198,62,3,388.89,0.0
3014,501199,117,1,91.05,0.0
3015,501199,123,1,277.7,0.0
